Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Stephon Gilmore,2,0,0,4,2,0,0,1,1,25.0,25.0,1.3%,MIN,15,2019
2,Sean Murphy-Bunting,8,0,0,1,1,0,0,1,1,24.5,24.5,1.6%,ARI,15,2019
3,Jaire Alexander,8,0,0,2,1,0,0,0,1,22.5,22.5,2.9%,GB,15,2019
4,Harrison Smith,5,1,0,1,1,0,1,0,1,21.3,21.3,5.9%,MIN,15,2019
5,Tre'Davious White,3,1,0,2,2,0,0,0,1,20.8,20.8,0.5%,LAR,15,2019
6,Patrick Peterson,7,0,0,3,1,0,0,0,1,20.0,20.0,0.6%,FA,15,2019
7,J.C. Jackson,3,0,0,3,2,0,0,0,1,19.0,19.0,0.1%,FA,15,2019
8,Sam Beal,8,3,0,1,0,0,0,0,1,18.3,18.3,0.0%,FA,15,2019
9,Jourdan Lewis,6,1,1,1,0,0,0,0,1,17.8,17.8,0.4%,DAL,15,2019
10,Justin Simmons,6,2,0,1,1,0,0,0,1,17.0,17.0,2.8%,ATL,15,2019
11,Avonte Maddox,4,0,1,2,0,1,0,0,1,17.0,17.0,0.1%,PHI,15,2019
12,C.J. Gardner-Johnson,6,2,0,1,0,0,0,0,1,17.0,17.0,7.9%,PHI,15,2019
13,Rock Ya-Sin,8,2,0,0,0,0,0,0,1,16.0,16.0,0.1%,SF,15,2019
14,Danny Johnson,9,1,0,1,0,0,0,0,1,15.8,15.8,0.0%,FA,15,2019
15,Terrell Edmunds,10,1,0,0,0,0,0,0,1,15.8,15.8,0.6%,JAC,15,2019
16,Steven Nelson,6,0,0,1,1,0,0,0,1,15.5,15.5,0.2%,FA,15,2019
17,Trae Waynes,3,0,0,0,0,1,1,0,1,15.0,15.0,0.0%,FA,15,2019
18,Kenny Vaccaro,3,3,0,2,1,0,0,0,1,14.8,14.8,4.0%,FA,15,2019
19,Levi Wallace,5,1,0,1,1,0,0,0,1,14.8,14.8,0.2%,DEN,15,2019
20,Tyrann Mathieu,5,0,1,2,0,0,0,0,1,14.5,14.5,3.1%,NO,15,2019
21,Logan Ryan,6,2,0,0,0,1,0,0,1,14.5,14.5,0.5%,FA,15,2019
22,Emmanuel Moseley,7,0,0,1,0,0,0,0,1,14.5,14.5,0.1%,DET,15,2019
23,Trayvon Mullen Jr.,6,1,0,3,0,0,0,0,1,14.3,14.3,0.0%,BAL,15,2019
24,Jordan Poyer,2,1,0,1,1,0,1,0,1,14.3,14.3,3.1%,MIA,15,2019
25,Mike Hughes,4,0,0,2,1,0,0,0,1,14.0,14.0,0.1%,ATL,15,2019
26,Chandon Sullivan,5,1,0,1,0,1,0,0,1,13.8,13.8,0.0%,FA,15,2019
27,Damarious Randall,7,1,0,0,0,0,0,0,1,13.8,13.8,0.0%,FA,15,2019
28,Anthony Harris,2,2,0,1,1,0,0,0,1,13.5,13.5,0.0%,FA,15,2019
29,Julian Love,4,1,0,1,0,0,0,0,1,13.3,13.3,31.7%,SEA,15,2019
30,Tramon Williams Sr.,5,0,0,1,0,0,1,0,1,13.0,13.0,0.0%,FA,15,2019
31,Tre Flowers,5,1,0,0,0,1,0,0,1,12.3,12.3,0.0%,JAC,15,2019
32,Khari Willis,6,4,0,0,0,0,0,0,1,12.0,12.0,0.1%,FA,15,2019
33,Marcell Harris,4,2,0,3,0,0,0,0,1,12.0,12.0,0.0%,FA,15,2019
34,Greedy Williams,7,2,0,0,0,0,0,0,1,12.0,12.0,0.0%,FA,15,2019
35,Isaiah Oliver,7,2,0,0,0,0,0,0,1,12.0,12.0,0.1%,NYJ,15,2019
36,Darryl Roberts,7,0,0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,15,2019
37,Nik Needham,3,1,0,1,1,0,0,0,1,11.8,11.8,0.0%,MIA,15,2019
38,Nevin Lawson,4,4,0,0,0,0,0,0,1,11.5,11.5,0.0%,FA,15,2019
39,Ronnie Harrison Jr.,6,1,0,1,0,0,0,0,1,11.3,11.3,3.1%,FA,15,2019
40,Chidobe Awuzie,5,1,0,2,0,0,0,0,1,11.3,11.3,0.4%,TEN,15,2019
41,DeAndre Baker,5,1,0,2,0,0,0,0,1,11.3,11.3,0.0%,FA,15,2019
42,Jamal Perry,4,5,0,1,0,0,0,0,1,11.3,11.3,0.0%,FA,15,2019
43,Juan Thornhill,2,2,0,1,1,0,0,0,1,11.0,11.0,0.8%,CLE,15,2019
44,Rashaan Melvin,5,2,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,15,2019
45,Tracy Walker III,5,2,0,1,0,0,0,0,1,10.5,10.5,0.2%,SF,15,2019
46,Derwin James Jr.,6,2,0,0,0,0,0,0,1,10.5,10.5,48.4%,LAC,15,2019
47,Chris Harris Jr.,6,0,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,15,2019
48,Justin Reid,5,1,0,1,0,0,0,0,1,9.8,9.8,32.1%,KC,15,2019
49,Taylor Rapp,3,7,0,0,0,0,0,0,1,9.8,9.8,5.6%,BUF,15,2019
50,Michael Davis,4,1,0,2,0,0,0,0,1,9.8,9.8,0.1%,WAS,15,2019
51,Tre Boston,2,0,0,1,1,0,0,0,1,9.5,9.5,1.0%,FA,15,2019
52,Ross Cockrell,4,1,0,0,0,0,0,0,1,9.3,9.3,0.0%,FA,15,2019
53,Darious Williams,4,1,0,0,0,0,0,0,1,9.3,9.3,2.2%,LAR,15,2019
54,Blidi Wreh-Wilson,2,0,0,4,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
55,Budda Baker,5,2,0,0,0,0,0,0,1,9.0,9.0,20.2%,ARI,15,2019
56,Sheldrick Redwine,5,2,0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
57,Eric Reid,6,0,0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
58,Bradley McDougald,4,2,0,1,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
59,Jimmy Smith,5,0,0,1,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
60,Antoine Bethea,5,0,0,1,0,0,0,0,1,9.0,9.0,28.0%,FA,15,2019
61,Marlon Humphrey,4,0,0,2,0,0,0,0,1,9.0,9.0,1.2%,BAL,15,2019
62,Tavon Wilson,6,0,0,0,0,0,0,0,1,9.0,9.0,0.0%,FA,15,2019
63,Jalen Thompson,3,0,0,0,0,0,1,0,1,8.5,8.5,8.1%,ARI,15,2019
