Rank,Player,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Arthur Maulet,6,1,0.0,1,1,0,0,0,1,21.3,21.3,0.1%,BAL,17,2019
2,Budda Baker,8,5,0.5,0,0,0,0,0,1,20.3,20.3,20.2%,ARI,17,2019
3,Michael J. Thomas,11,1,0.0,0,0,0,0,0,1,19.8,19.8,0.1%,FA,17,2019
4,Julian Love,8,1,0.0,1,0,0,0,0,1,19.3,19.3,31.7%,SEA,17,2019
5,Eric Rowe,4,1,0.0,1,1,0,0,1,1,19.3,19.3,0.0%,FA,17,2019
6,Malcolm Jenkins,7,1,0.0,1,0,1,0,0,1,19.3,19.3,15.0%,FA,17,2019
7,Jeff Heath,6,2,0.0,2,0,0,0,0,1,18.5,18.5,1.0%,FA,17,2019
8,Kris Boyd,8,0,0.0,1,0,0,0,0,1,18.5,18.5,0.0%,HOU,17,2019
9,Tyrann Mathieu,7,0,0.0,2,1,0,0,0,1,18.5,18.5,3.1%,NO,17,2019
10,Taylor Rapp,4,2,0.0,1,1,0,1,0,1,18.0,18.0,5.6%,BUF,17,2019
11,Trey Marshall,6,1,0.0,0,0,1,1,0,1,17.8,17.8,0.0%,FA,17,2019
12,Curtis Riley,7,0,0.0,0,0,1,0,0,1,17.0,17.0,0.0%,FA,17,2019
13,Denzel Ward,6,0,0.0,2,1,0,0,0,1,17.0,17.0,1.3%,CLE,17,2019
14,Kevin Byard III,6,1,0.0,1,1,0,0,0,1,16.3,16.3,20.7%,CHI,17,2019
15,Darius Phillips,1,0,0.0,3,2,0,0,0,1,16.0,16.0,0.0%,FA,17,2019
16,Janoris Jenkins,5,0,0.0,2,1,0,0,0,1,15.5,15.5,1.0%,FA,17,2019
17,Patrick Peterson,6,1,0.0,2,0,0,0,0,1,15.3,15.3,0.6%,FA,17,2019
18,Joe Haden,3,0,0.0,1,1,0,1,0,1,15.0,15.0,1.0%,FA,17,2019
19,Brandon Carr,3,1,1.0,0,0,0,0,0,1,14.3,14.3,0.0%,FA,17,2019
20,Cre'Von LeBlanc,7,1,0.0,2,0,0,0,0,1,14.3,14.3,0.0%,FA,17,2019
21,Eric Reid,8,3,0.0,0,0,0,0,0,1,14.3,14.3,0.0%,FA,17,2019
22,Briean Boddy-Calhoun,4,2,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,FA,17,2019
23,Sidney Jones IV,3,0,0.0,3,1,0,0,0,1,14.0,14.0,0.0%,FA,17,2019
24,Tre Flowers,5,0,1.0,0,0,0,0,0,1,14.0,14.0,0.0%,JAC,17,2019
25,Will Harris,4,0,1.0,1,0,0,0,0,1,14.0,14.0,0.0%,NO,17,2019
26,Daniel Sorensen,4,1,0.0,1,1,0,0,0,1,13.3,13.3,0.0%,FA,17,2019
27,Stephon Gilmore,7,1,0.0,1,0,0,0,0,1,12.8,12.8,1.3%,MIN,17,2019
28,Marcell Harris,6,3,0.0,1,0,0,0,0,1,12.8,12.8,0.0%,FA,17,2019
29,Rashaan Melvin,8,1,0.0,0,0,0,0,0,1,12.8,12.8,0.0%,FA,17,2019
30,Amani Oruwariye,4,0,0.0,1,1,0,0,0,1,12.5,12.5,0.0%,DAL,17,2019
31,Darious Williams,3,0,0.0,2,1,0,0,0,1,12.5,12.5,2.2%,LAR,17,2019
32,Ricardo Allen,3,0,0.0,2,1,0,0,0,1,12.5,12.5,0.0%,FA,17,2019
33,Logan Ryan,4,0,1.0,0,0,0,0,0,1,12.5,12.5,0.5%,FA,17,2019
34,Carlton Davis III,5,1,0.0,1,0,0,0,0,1,12.3,12.3,1.1%,DET,17,2019
35,Byron Murphy Jr.,4,3,0.0,1,0,0,0,0,1,12.3,12.3,2.8%,MIN,17,2019
36,Rodney McLeod Jr.,4,1,0.0,1,0,1,0,0,1,12.3,12.3,0.6%,CLE,17,2019
37,Pierre Desir,6,2,0.0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,17,2019
38,Antonio Hamilton Sr.,3,2,0.0,4,0,0,0,0,1,12.0,12.0,0.1%,ATL,17,2019
39,B.W. Webb,3,1,0.0,1,1,0,0,0,1,11.8,11.8,0.0%,FA,17,2019
40,Tre Boston,4,1,0.0,3,0,0,0,0,1,11.3,11.3,1.0%,FA,17,2019
41,Michael Davis,2,0,0.0,2,1,0,0,0,1,11.0,11.0,0.1%,WAS,17,2019
42,Andrew Adams,4,3,0.0,0,0,0,0,0,1,10.8,10.8,4.0%,FA,17,2019
43,Shaq Griffin,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.1%,MIN,17,2019
44,Jarrod Wilson,5,1,0.0,0,0,0,0,0,1,10.8,10.8,0.0%,FA,17,2019
45,Derwin James Jr.,6,2,0.0,0,0,0,0,0,1,10.5,10.5,48.4%,LAC,17,2019
46,Ahkello Witherspoon,5,0,0.0,2,0,0,0,0,1,10.5,10.5,0.1%,FA,17,2019
47,Adrian Amos,5,0,0.0,0,0,0,0,0,1,10.0,10.0,0.1%,FA,17,2019
48,Jordan Richards,0,0,0.0,0,0,0,1,1,1,10.0,10.0,0.0%,FA,17,2019
49,K'Waun Williams,4,0,0.0,0,0,1,0,0,1,10.0,10.0,0.0%,FA,17,2019
50,Eric Weddle,3,4,0.0,0,0,0,0,0,1,10.0,10.0,11.0%,FA,17,2019
51,Isaac Yiadom,4,1,0.0,2,0,0,0,0,1,9.8,9.8,0.1%,SF,17,2019
52,Gareon Conley,4,1,0.0,2,0,0,0,0,1,9.8,9.8,0.0%,FA,17,2019
53,Marcus Maye,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.2%,MIA,17,2019
54,Chuck Clark,4,5,0.0,0,0,0,0,0,1,9.8,9.8,1.5%,NYJ,17,2019
55,J.C. Jackson,6,1,0.0,0,0,0,0,0,1,9.8,9.8,0.1%,FA,17,2019
56,Rasul Douglas,3,1,0.0,3,0,0,0,0,1,9.8,9.8,2.9%,BUF,17,2019
57,Levi Wallace,2,0,0.0,1,1,0,0,0,1,9.5,9.5,0.2%,DEN,17,2019
58,Eddie Jackson,2,0,0.0,1,1,0,0,0,1,9.5,9.5,0.4%,BAL,17,2019
59,Jaire Alexander,5,0,0.0,1,0,0,0,0,1,9.0,9.0,2.9%,GB,17,2019
60,Terrell Edmunds,5,2,0.0,0,0,0,0,0,1,9.0,9.0,0.6%,JAC,17,2019
61,Chidobe Awuzie,3,2,0.0,2,0,0,0,0,1,9.0,9.0,0.4%,TEN,17,2019
62,Patrick Chung,5,0,0.0,1,0,0,0,0,1,9.0,9.0,0.0%,FA,17,2019
63,Steven Nelson,4,0,0.0,2,0,0,0,0,1,9.0,9.0,0.2%,FA,17,2019
64,Kayvon Webster,3,0,0.0,1,0,0,0,0,1,8.5,8.5,0.0%,FA,17,2019
65,Justin Coleman,3,0,0.0,0,0,1,0,0,1,8.5,8.5,0.0%,FA,17,2019
66,Mackensie Alexander,4,0,0.0,0,0,0,0,0,1,8.5,8.5,0.0%,FA,17,2019
67,Andrew Sendejo,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2019
68,Tracy Walker III,3,1,0.0,2,0,0,0,0,1,8.3,8.3,0.2%,SF,17,2019
69,Siran Neal,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,MIA,17,2019
70,Antoine Bethea,5,1,0.0,0,0,0,0,0,1,8.3,8.3,28.0%,FA,17,2019
71,Ross Cockrell,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2019
72,Kenny Vaccaro,4,3,0.0,0,0,0,0,0,1,8.3,8.3,4.0%,FA,17,2019
73,Mike Hilton,2,1,0.5,0,0,0,0,0,1,8.3,8.3,4.2%,CIN,17,2019
74,M.J. Stewart Jr.,4,1,0.0,1,0,0,0,0,1,8.3,8.3,7.6%,HOU,17,2019
75,Taron Johnson,4,1,0.0,1,0,0,0,0,1,8.3,8.3,17.2%,BUF,17,2019
76,Tavon Wilson,3,3,0.0,1,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2019
77,Jalen Thompson,3,3,0.0,1,0,0,0,0,1,8.3,8.3,8.1%,ARI,17,2019
78,Charvarius Ward,4,3,0.0,0,0,0,0,0,1,8.3,8.3,15.4%,SF,17,2019
79,Tramaine Brock Sr.,5,1,0.0,0,0,0,0,0,1,8.3,8.3,0.0%,FA,17,2019
80,Ronnie Harrison Jr.,3,1,0.0,2,0,0,0,0,1,8.3,8.3,3.1%,FA,17,2019
81,Kendall Fuller,5,1,0.0,0,0,0,0,0,1,8.3,8.3,2.0%,MIA,17,2019
82,Delano Hill,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
83,Jayron Kearse,4,2,0.0,0,0,0,0,0,1,7.5,7.5,0.1%,FA,17,2019
84,Jahleel Addae,3,4,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
85,Holton Hill,5,0,0.0,0,0,0,0,0,1,7.5,7.5,0.0%,FA,17,2019
