Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Carolina Panthers,3,2,2,1,1,0,0,1,21.0,21.0,1.0%,CAR,16,2020
2,Tampa Bay Buccaneers,4,1,1,1,0,0,0,1,12.0,12.0,6.5%,TB,16,2020
3,San Francisco 49ers,3,1,1,2,0,0,0,1,11.0,11.0,99.0%,SF,16,2020
4,Baltimore Ravens,6,0,0,0,0,0,0,1,10.0,10.0,97.7%,BAL,16,2020
5,Dallas Cowboys,3,2,1,3,0,0,0,1,10.0,10.0,98.7%,DAL,16,2020
6,Washington Commanders,4,1,1,2,0,0,0,1,9.0,9.0,1.0%,WAS,16,2020
7,Seattle Seahawks,3,1,0,0,0,0,0,1,9.0,9.0,32.1%,SEA,16,2020
8,Pittsburgh Steelers,5,1,1,1,0,0,0,1,9.0,9.0,91.3%,PIT,16,2020
9,New York Jets,4,0,2,3,0,0,0,1,9.0,9.0,94.9%,NYJ,16,2020
10,Kansas City Chiefs,4,0,1,3,0,0,0,1,7.0,7.0,79.3%,KC,16,2020
11,Buffalo Bills,3,0,0,0,0,0,0,1,7.0,7.0,51.7%,BUF,16,2020
12,Los Angeles Chargers,2,2,0,0,0,0,0,1,7.0,7.0,9.6%,LAC,16,2020
13,Green Bay Packers,2,2,0,1,0,0,0,1,7.0,7.0,10.2%,GB,16,2020
14,Los Angeles Rams,5,0,0,0,0,0,0,1,6.0,6.0,1.4%,LAR,16,2020
15,Arizona Cardinals,3,0,1,1,0,0,0,1,6.0,6.0,0.4%,ARI,16,2020
16,Cleveland Browns,2,0,0,0,0,0,0,1,6.0,6.0,97.8%,CLE,16,2020
17,Chicago Bears,1,2,0,0,0,0,0,1,6.0,6.0,46.1%,CHI,16,2020
18,Miami Dolphins,3,0,1,0,0,0,0,1,5.0,5.0,77.9%,MIA,16,2020
19,Atlanta Falcons,0,2,0,0,0,0,0,1,5.0,5.0,11.4%,ATL,16,2020
20,Detroit Lions,2,0,0,1,0,0,1,1,4.0,4.0,40.6%,DET,16,2020
21,Las Vegas Raiders,3,0,0,0,0,0,0,1,3.0,3.0,6.5%,LV,16,2020
22,Denver Broncos,2,0,0,1,0,0,0,1,3.0,3.0,7.8%,DEN,16,2020
23,Cincinnati Bengals,1,0,1,4,0,0,0,1,2.0,2.0,58.3%,CIN,16,2020
24,New York Giants,0,0,1,0,0,0,0,1,2.0,2.0,3.3%,NYG,16,2020
25,New Orleans Saints,2,0,0,2,0,0,0,1,1.0,1.0,64.3%,NO,16,2020
26,Philadelphia Eagles,2,1,0,0,0,0,0,1,0.0,0.0,43.3%,PHI,16,2020
27,Indianapolis Colts,1,0,0,0,0,0,0,1,0.0,0.0,6.9%,IND,16,2020
28,Minnesota Vikings,0,2,0,0,0,0,0,1,0.0,0.0,33.7%,MIN,16,2020
29,Tennessee Titans,1,1,0,0,0,0,0,1,-1.0,-1.0,1.1%,TEN,16,2020
30,Jacksonville Jaguars,1,1,0,1,0,0,0,1,-1.0,-1.0,19.9%,JAC,16,2020
31,Houston Texans,0,0,0,0,0,0,0,1,-4.0,-4.0,36.0%,HOU,16,2020
32,New England Patriots,0,0,0,1,0,0,0,1,-4.0,-4.0,2.9%,NE,16,2020
