Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Baltimore Ravens,4,1,1,1,1,0,0,1,15.0,15.0,97.7%,BAL,2,2020
2,Indianapolis Colts,3,3,0,0,0,1,0,1,15.0,15.0,6.9%,IND,2,2020
3,Tampa Bay Buccaneers,5,2,2,2,0,0,0,1,14.0,14.0,6.5%,TB,2,2020
4,Pittsburgh Steelers,7,1,1,1,0,1,0,1,13.0,13.0,91.3%,PIT,2,2020
5,Chicago Bears,4,1,1,1,0,0,0,1,12.0,12.0,46.1%,CHI,2,2020
6,Green Bay Packers,4,1,0,0,1,0,0,1,12.0,12.0,10.2%,GB,2,2020
7,Arizona Cardinals,4,0,2,1,0,0,0,1,9.0,9.0,0.4%,ARI,2,2020
8,New York Giants,4,2,0,1,0,0,0,1,9.0,9.0,3.3%,NYG,2,2020
9,Los Angeles Rams,0,2,1,1,0,0,0,1,7.0,7.0,1.4%,LAR,2,2020
10,New England Patriots,2,1,0,0,1,0,0,1,6.0,6.0,2.9%,NE,2,2020
11,Tennessee Titans,2,2,0,0,0,0,0,1,5.0,5.0,1.1%,TEN,2,2020
12,San Francisco 49ers,1,0,0,0,0,0,0,1,5.0,5.0,99.0%,SF,2,2020
13,Denver Broncos,1,1,1,1,0,0,0,1,5.0,5.0,7.8%,DEN,2,2020
14,Kansas City Chiefs,2,1,0,0,0,0,0,1,5.0,5.0,79.3%,KC,2,2020
15,New York Jets,3,1,0,1,0,0,0,1,4.0,4.0,94.9%,NYJ,2,2020
16,New Orleans Saints,3,0,1,0,0,0,0,1,4.0,4.0,64.3%,NO,2,2020
17,Washington Commanders,3,1,0,1,0,0,0,1,4.0,4.0,1.0%,WAS,2,2020
18,Cleveland Browns,3,0,1,1,0,0,0,1,4.0,4.0,97.8%,CLE,2,2020
19,Houston Texans,4,0,0,0,0,0,0,1,4.0,4.0,36.0%,HOU,2,2020
20,Minnesota Vikings,2,1,0,1,0,0,0,1,3.0,3.0,33.7%,MIN,2,2020
21,Atlanta Falcons,1,0,3,4,0,0,0,1,3.0,3.0,11.4%,ATL,2,2020
22,Los Angeles Chargers,1,0,0,0,0,0,0,1,3.0,3.0,9.6%,LAC,2,2020
23,Seattle Seahawks,1,1,0,0,0,0,0,1,3.0,3.0,32.1%,SEA,2,2020
24,Carolina Panthers,0,1,1,0,0,0,0,1,3.0,3.0,1.0%,CAR,2,2020
25,Las Vegas Raiders,0,1,0,0,0,0,0,1,2.0,2.0,6.5%,LV,2,2020
26,Buffalo Bills,3,0,0,1,0,0,0,1,2.0,2.0,51.7%,BUF,2,2020
27,Miami Dolphins,1,0,1,1,0,0,0,1,2.0,2.0,77.9%,MIA,2,2020
28,Philadelphia Eagles,1,0,1,0,0,0,0,1,1.0,1.0,43.3%,PHI,2,2020
29,Jacksonville Jaguars,1,0,0,0,0,0,0,1,0.0,0.0,19.9%,JAC,2,2020
30,Cincinnati Bengals,0,1,0,0,0,0,0,1,-2.0,-2.0,58.3%,CIN,2,2020
31,Detroit Lions,1,0,0,0,0,0,0,1,-3.0,-3.0,40.6%,DET,2,2020
32,Dallas Cowboys,1,0,0,0,0,0,0,1,-3.0,-3.0,98.7%,DAL,2,2020
