Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,3,2,0,0,0,0,2,1,31.0,31.0,2.9%,NE,13,2020
2,Miami Dolphins,6,2,0,0,0,0,0,1,14.0,14.0,77.9%,MIA,13,2020
3,Jacksonville Jaguars,4,1,1,0,1,0,0,1,14.0,14.0,19.9%,JAC,13,2020
4,Minnesota Vikings,2,2,2,2,0,1,0,1,13.0,13.0,33.7%,MIN,13,2020
5,New York Giants,5,1,1,2,0,0,0,1,13.0,13.0,3.3%,NYG,13,2020
6,Indianapolis Colts,5,1,1,1,0,1,0,1,12.0,12.0,6.9%,IND,13,2020
7,Los Angeles Rams,2,1,1,1,1,0,0,1,11.0,11.0,1.4%,LAR,13,2020
8,Green Bay Packers,7,1,0,0,0,0,0,1,10.0,10.0,10.2%,GB,13,2020
9,Seattle Seahawks,2,1,0,0,0,1,0,1,9.0,9.0,32.1%,SEA,13,2020
10,Las Vegas Raiders,3,1,2,2,0,0,0,1,8.0,8.0,6.5%,LV,13,2020
11,Philadelphia Eagles,2,0,0,0,0,0,1,1,7.0,7.0,43.3%,PHI,13,2020
12,New Orleans Saints,3,0,1,1,0,0,0,1,6.0,6.0,64.3%,NO,13,2020
13,New York Jets,2,1,1,2,0,0,0,1,5.0,5.0,94.9%,NYJ,13,2020
14,Cleveland Browns,3,1,2,3,0,0,0,1,5.0,5.0,97.8%,CLE,13,2020
15,Kansas City Chiefs,0,2,0,0,0,0,0,1,5.0,5.0,79.3%,KC,13,2020
16,Detroit Lions,2,0,1,1,0,0,0,1,5.0,5.0,40.6%,DET,13,2020
17,Atlanta Falcons,2,0,1,2,0,0,0,1,4.0,4.0,11.4%,ATL,13,2020
18,Buffalo Bills,0,2,0,0,0,0,0,1,4.0,4.0,51.7%,BUF,13,2020
19,Baltimore Ravens,1,1,0,0,0,0,0,1,4.0,4.0,97.7%,BAL,13,2020
20,Pittsburgh Steelers,3,0,0,1,0,0,0,1,3.0,3.0,91.3%,PIT,13,2020
21,Washington Commanders,0,1,0,0,0,0,0,1,3.0,3.0,1.0%,WAS,13,2020
22,Houston Texans,3,0,0,0,0,0,0,1,3.0,3.0,36.0%,HOU,13,2020
23,Cincinnati Bengals,0,0,1,1,0,0,0,1,3.0,3.0,58.3%,CIN,13,2020
24,Chicago Bears,2,1,0,0,0,0,0,1,3.0,3.0,46.1%,CHI,13,2020
25,San Francisco 49ers,1,0,1,1,0,0,0,1,2.0,2.0,99.0%,SF,13,2020
26,Arizona Cardinals,1,0,1,0,0,0,0,1,2.0,2.0,0.4%,ARI,13,2020
27,Denver Broncos,1,0,0,0,0,0,0,1,1.0,1.0,7.8%,DEN,13,2020
28,Dallas Cowboys,0,1,0,0,0,0,0,1,1.0,1.0,98.7%,DAL,13,2020
29,Tennessee Titans,0,0,1,1,1,0,0,1,-2.0,-2.0,1.1%,TEN,13,2020
30,Los Angeles Chargers,1,0,0,1,0,0,0,1,-3.0,-3.0,9.6%,LAC,13,2020
