Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Buffalo Bills,1,3,1,1,1,0,1,1,21.0,21.0,51.7%,BUF,17,2020
2,Los Angeles Rams,4,1,0,1,1,1,0,1,20.0,20.0,1.4%,LAR,17,2020
3,New Orleans Saints,3,5,0,0,0,0,0,1,17.0,17.0,64.3%,NO,17,2020
4,Baltimore Ravens,0,2,0,0,0,0,0,1,11.0,11.0,97.7%,BAL,17,2020
5,Arizona Cardinals,2,1,1,1,0,0,0,1,10.0,10.0,0.4%,ARI,17,2020
6,Denver Broncos,3,2,2,2,0,0,0,1,10.0,10.0,7.8%,DEN,17,2020
7,Washington Commanders,3,2,1,0,0,0,0,1,10.0,10.0,1.0%,WAS,17,2020
8,Indianapolis Colts,6,0,1,1,0,0,0,1,9.0,9.0,6.9%,IND,17,2020
9,New York Giants,6,1,0,0,0,0,0,1,9.0,9.0,3.3%,NYG,17,2020
10,Philadelphia Eagles,3,2,0,0,0,0,0,1,8.0,8.0,43.3%,PHI,17,2020
11,New England Patriots,3,2,0,0,0,0,0,1,8.0,8.0,2.9%,NE,17,2020
12,Green Bay Packers,1,1,1,1,0,0,0,1,6.0,6.0,10.2%,GB,17,2020
13,Dallas Cowboys,2,1,1,0,0,0,0,1,6.0,6.0,98.7%,DAL,17,2020
14,Tampa Bay Buccaneers,1,0,2,2,0,0,0,1,5.0,5.0,6.5%,TB,17,2020
15,Seattle Seahawks,3,0,1,1,0,0,0,1,5.0,5.0,32.1%,SEA,17,2020
16,Los Angeles Chargers,1,0,1,0,0,1,0,1,5.0,5.0,9.6%,LAC,17,2020
17,Las Vegas Raiders,2,0,0,0,0,0,0,1,5.0,5.0,6.5%,LV,17,2020
18,Pittsburgh Steelers,4,0,0,0,0,0,0,1,4.0,4.0,91.3%,PIT,17,2020
19,Cleveland Browns,1,1,0,0,0,0,0,1,3.0,3.0,97.8%,CLE,17,2020
20,Tennessee Titans,4,1,0,0,0,0,0,1,2.0,2.0,1.1%,TEN,17,2020
21,San Francisco 49ers,2,0,0,0,0,0,0,1,2.0,2.0,99.0%,SF,17,2020
22,New York Jets,3,0,0,1,0,0,0,1,2.0,2.0,94.9%,NYJ,17,2020
23,Carolina Panthers,2,0,0,1,0,0,0,1,1.0,1.0,1.0%,CAR,17,2020
24,Miami Dolphins,1,2,0,0,0,0,0,1,1.0,1.0,77.9%,MIA,17,2020
25,Minnesota Vikings,1,1,1,0,0,0,0,1,1.0,1.0,33.7%,MIN,17,2020
26,Jacksonville Jaguars,0,1,0,0,0,0,0,1,1.0,1.0,19.9%,JAC,17,2020
27,Houston Texans,2,0,1,2,0,0,0,1,0.0,0.0,36.0%,HOU,17,2020
28,Atlanta Falcons,1,1,0,0,0,0,0,1,-1.0,-1.0,11.4%,ATL,17,2020
29,Kansas City Chiefs,3,0,0,0,0,0,0,1,-1.0,-1.0,79.3%,KC,17,2020
30,Detroit Lions,3,0,0,2,0,0,0,1,-1.0,-1.0,40.6%,DET,17,2020
31,Chicago Bears,1,0,1,0,0,0,0,1,-1.0,-1.0,46.1%,CHI,17,2020
32,Cincinnati Bengals,0,1,0,0,0,0,0,1,-2.0,-2.0,58.3%,CIN,17,2020
