Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Las Vegas Raiders,2,4,1,2,0,0,0,1,16.0,16.0,6.5%,LV,10,2020
2,New Orleans Saints,2,2,2,0,0,0,0,1,14.0,14.0,64.3%,NO,10,2020
3,Los Angeles Rams,6,2,1,0,0,0,0,1,13.0,13.0,1.4%,LAR,10,2020
4,Chicago Bears,1,1,1,2,0,0,1,1,12.0,12.0,46.1%,CHI,10,2020
5,Pittsburgh Steelers,4,0,2,1,0,0,0,1,12.0,12.0,91.3%,PIT,10,2020
6,Jacksonville Jaguars,1,1,1,2,0,0,1,1,11.0,11.0,19.9%,JAC,10,2020
7,Minnesota Vikings,2,1,1,0,0,0,0,1,10.0,10.0,33.7%,MIN,10,2020
8,Indianapolis Colts,1,0,0,0,0,0,1,1,10.0,10.0,6.9%,IND,10,2020
9,San Francisco 49ers,3,0,2,1,0,0,0,1,7.0,7.0,99.0%,SF,10,2020
10,Green Bay Packers,3,1,0,0,0,0,0,1,6.0,6.0,10.2%,GB,10,2020
11,Miami Dolphins,2,1,0,0,0,0,0,1,6.0,6.0,77.9%,MIA,10,2020
12,Cleveland Browns,2,0,0,0,0,0,0,1,6.0,6.0,97.8%,CLE,10,2020
13,Buffalo Bills,3,1,1,1,0,0,0,1,6.0,6.0,51.7%,BUF,10,2020
14,Houston Texans,1,0,0,0,0,0,0,1,5.0,5.0,36.0%,HOU,10,2020
15,Seattle Seahawks,3,0,1,1,0,0,0,1,5.0,5.0,32.1%,SEA,10,2020
16,Tampa Bay Buccaneers,3,1,0,0,0,0,0,1,5.0,5.0,6.5%,TB,10,2020
17,New England Patriots,2,1,0,0,0,0,0,1,5.0,5.0,2.9%,NE,10,2020
18,New York Giants,3,0,0,0,0,0,0,1,4.0,4.0,3.3%,NYG,10,2020
19,Detroit Lions,2,0,1,2,0,0,0,1,4.0,4.0,40.6%,DET,10,2020
20,Philadelphia Eagles,3,0,0,0,0,0,0,1,3.0,3.0,43.3%,PHI,10,2020
21,Arizona Cardinals,0,2,0,0,0,0,0,1,3.0,3.0,0.4%,ARI,10,2020
22,Los Angeles Chargers,0,0,1,0,0,0,0,1,1.0,1.0,9.6%,LAC,10,2020
23,Carolina Panthers,1,0,1,1,0,0,0,1,1.0,1.0,1.0%,CAR,10,2020
24,Baltimore Ravens,1,0,0,0,0,0,0,1,1.0,1.0,97.7%,BAL,10,2020
25,Tennessee Titans,1,0,0,0,0,0,0,1,0.0,0.0,1.1%,TEN,10,2020
26,Washington Commanders,1,0,0,0,0,0,0,1,0.0,0.0,1.0%,WAS,10,2020
27,Denver Broncos,0,0,0,0,0,0,0,1,-4.0,-4.0,7.8%,DEN,10,2020
28,Cincinnati Bengals,0,0,0,0,0,0,0,1,-4.0,-4.0,58.3%,CIN,10,2020
