Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New Orleans Saints,3,3,0,0,0,0,0,1,16.0,16.0,64.3%,NO,9,2020
2,Baltimore Ravens,0,1,1,1,1,0,0,1,14.0,14.0,97.7%,BAL,9,2020
3,Tennessee Titans,3,0,2,2,1,0,0,1,14.0,14.0,1.1%,TEN,9,2020
4,New York Giants,2,3,2,1,0,0,0,1,13.0,13.0,3.3%,NYG,9,2020
5,Buffalo Bills,5,2,2,2,0,0,0,1,12.0,12.0,51.7%,BUF,9,2020
6,Minnesota Vikings,2,3,0,1,0,0,0,1,9.0,9.0,33.7%,MIN,9,2020
7,Miami Dolphins,1,0,1,1,1,0,0,1,8.0,8.0,77.9%,MIA,9,2020
8,Pittsburgh Steelers,2,1,1,1,0,0,0,1,7.0,7.0,91.3%,PIT,9,2020
9,Green Bay Packers,1,1,1,1,0,0,0,1,6.0,6.0,10.2%,GB,9,2020
10,Indianapolis Colts,2,0,1,1,0,0,0,1,5.0,5.0,6.9%,IND,9,2020
11,Washington Commanders,5,0,0,1,0,0,0,1,5.0,5.0,1.0%,WAS,9,2020
12,Detroit Lions,1,0,0,0,0,0,0,1,4.0,4.0,40.6%,DET,9,2020
13,Las Vegas Raiders,2,0,1,1,0,0,0,1,4.0,4.0,6.5%,LV,9,2020
14,Jacksonville Jaguars,2,0,1,1,0,0,0,1,4.0,4.0,19.9%,JAC,9,2020
15,Chicago Bears,3,0,0,0,0,0,0,1,4.0,4.0,46.1%,CHI,9,2020
16,Houston Texans,2,1,0,1,0,0,0,1,4.0,4.0,36.0%,HOU,9,2020
17,Denver Broncos,2,1,0,0,0,0,0,1,3.0,3.0,7.8%,DEN,9,2020
18,Carolina Panthers,2,0,1,1,0,0,0,1,3.0,3.0,1.0%,CAR,9,2020
19,Atlanta Falcons,1,1,0,1,0,0,0,1,3.0,3.0,11.4%,ATL,9,2020
20,Seattle Seahawks,7,0,0,0,0,0,0,1,3.0,3.0,32.1%,SEA,9,2020
21,New England Patriots,1,1,0,0,0,0,0,1,3.0,3.0,2.9%,NE,9,2020
22,Los Angeles Chargers,1,0,1,1,0,0,0,1,2.0,2.0,9.6%,LAC,9,2020
23,Arizona Cardinals,3,0,0,0,0,0,0,1,2.0,2.0,0.4%,ARI,9,2020
24,Dallas Cowboys,0,0,0,0,0,0,0,1,2.0,2.0,98.7%,DAL,9,2020
25,Tampa Bay Buccaneers,1,0,2,2,0,0,0,1,1.0,1.0,6.5%,TB,9,2020
26,Kansas City Chiefs,2,0,0,1,0,0,0,1,1.0,1.0,79.3%,KC,9,2020
27,San Francisco 49ers,1,0,0,0,0,0,0,1,0.0,0.0,99.0%,SF,9,2020
28,New York Jets,0,0,0,1,0,0,0,1,-1.0,-1.0,94.9%,NYJ,9,2020
