Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tampa Bay Buccaneers,5,2,0,1,1,0,0,1,19.0,19.0,6.5%,TB,6,2020
2,Pittsburgh Steelers,4,2,0,1,1,0,0,1,18.0,18.0,91.3%,PIT,6,2020
3,Arizona Cardinals,3,2,2,2,0,0,0,1,15.0,15.0,0.4%,ARI,6,2020
4,Miami Dolphins,3,1,0,0,0,0,0,1,15.0,15.0,77.9%,MIA,6,2020
5,Denver Broncos,4,2,1,3,0,0,0,1,14.0,14.0,7.8%,DEN,6,2020
6,New York Giants,3,1,1,1,1,0,0,1,14.0,14.0,3.3%,NYG,6,2020
7,Chicago Bears,4,2,1,1,0,0,0,1,11.0,11.0,46.1%,CHI,6,2020
8,New England Patriots,2,2,0,0,0,0,0,1,7.0,7.0,2.9%,NE,6,2020
9,Atlanta Falcons,1,3,0,0,0,0,0,1,7.0,7.0,11.4%,ATL,6,2020
10,Baltimore Ravens,6,0,1,3,0,0,0,1,7.0,7.0,97.7%,BAL,6,2020
11,New York Jets,2,2,0,0,0,0,0,1,6.0,6.0,94.9%,NYJ,6,2020
12,Detroit Lions,1,1,1,2,0,0,0,1,6.0,6.0,40.6%,DET,6,2020
13,San Francisco 49ers,0,1,0,0,0,0,0,1,5.0,5.0,99.0%,SF,6,2020
14,Washington Commanders,1,1,0,0,0,0,0,1,4.0,4.0,1.0%,WAS,6,2020
15,Indianapolis Colts,2,1,0,1,0,0,0,1,4.0,4.0,6.9%,IND,6,2020
16,Cincinnati Bengals,1,1,1,0,0,0,0,1,4.0,4.0,58.3%,CIN,6,2020
17,Houston Texans,2,1,1,1,0,0,0,1,4.0,4.0,36.0%,HOU,6,2020
18,Kansas City Chiefs,0,1,0,0,0,0,0,1,3.0,3.0,79.3%,KC,6,2020
19,Buffalo Bills,1,0,1,1,0,0,0,1,3.0,3.0,51.7%,BUF,6,2020
20,Carolina Panthers,0,1,0,0,0,0,0,1,2.0,2.0,1.0%,CAR,6,2020
21,Philadelphia Eagles,3,0,0,1,1,0,0,1,2.0,2.0,43.3%,PHI,6,2020
22,Jacksonville Jaguars,0,1,0,0,0,0,0,1,1.0,1.0,19.9%,JAC,6,2020
23,Cleveland Browns,2,0,0,0,0,0,0,1,1.0,1.0,97.8%,CLE,6,2020
24,Los Angeles Rams,0,0,0,0,0,0,0,1,0.0,0.0,1.4%,LAR,6,2020
25,Minnesota Vikings,2,0,1,1,0,0,0,1,0.0,0.0,33.7%,MIN,6,2020
26,Green Bay Packers,0,0,0,0,0,0,0,1,-1.0,-1.0,10.2%,GB,6,2020
27,Tennessee Titans,2,0,0,0,0,0,0,1,-2.0,-2.0,1.1%,TEN,6,2020
28,Dallas Cowboys,1,0,0,0,0,0,0,1,-3.0,-3.0,98.7%,DAL,6,2020
