Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New Orleans Saints,3,2,1,1,1,0,0,1,17.0,17.0,64.3%,NO,1,2020
2,Washington Commanders,8,2,1,2,0,0,0,1,15.0,15.0,1.0%,WAS,1,2020
3,Baltimore Ravens,2,1,2,3,0,0,0,1,15.0,15.0,97.7%,BAL,1,2020
4,Los Angeles Chargers,3,1,1,1,0,0,0,1,11.0,11.0,9.6%,LAC,1,2020
5,New England Patriots,1,3,0,0,0,0,0,1,11.0,11.0,2.9%,NE,1,2020
6,Buffalo Bills,3,1,1,1,0,0,0,1,8.0,8.0,51.7%,BUF,1,2020
7,Pittsburgh Steelers,3,2,0,0,0,0,0,1,8.0,8.0,91.3%,PIT,1,2020
8,New York Jets,3,0,2,2,0,0,0,1,7.0,7.0,94.9%,NYJ,1,2020
9,Kansas City Chiefs,4,1,0,0,0,0,0,1,7.0,7.0,79.3%,KC,1,2020
10,Jacksonville Jaguars,1,2,0,0,0,0,0,1,6.0,6.0,19.9%,JAC,1,2020
11,Seattle Seahawks,2,1,1,1,0,0,0,1,6.0,6.0,32.1%,SEA,1,2020
12,Arizona Cardinals,3,0,0,0,0,0,0,1,6.0,6.0,0.4%,ARI,1,2020
13,Green Bay Packers,2,1,0,0,0,1,0,1,5.0,5.0,10.2%,GB,1,2020
14,San Francisco 49ers,2,1,0,2,0,0,0,1,4.0,4.0,99.0%,SF,1,2020
15,Denver Broncos,1,0,0,0,0,0,0,1,4.0,4.0,7.8%,DEN,1,2020
16,Dallas Cowboys,1,1,0,0,0,0,0,1,4.0,4.0,98.7%,DAL,1,2020
17,New York Giants,2,0,1,1,0,0,0,1,4.0,4.0,3.3%,NYG,1,2020
18,Los Angeles Rams,3,0,0,0,0,0,0,1,4.0,4.0,1.4%,LAR,1,2020
19,Indianapolis Colts,4,0,0,0,0,0,0,1,4.0,4.0,6.9%,IND,1,2020
20,Tennessee Titans,0,0,1,2,0,0,0,1,3.0,3.0,1.1%,TEN,1,2020
21,Philadelphia Eagles,3,0,0,1,0,0,0,1,3.0,3.0,43.3%,PHI,1,2020
22,Cincinnati Bengals,2,0,0,0,0,0,0,1,3.0,3.0,58.3%,CIN,1,2020
23,Chicago Bears,1,1,0,0,0,0,0,1,3.0,3.0,46.1%,CHI,1,2020
24,Miami Dolphins,2,0,0,1,0,0,0,1,2.0,2.0,77.9%,MIA,1,2020
25,Detroit Lions,1,0,0,1,0,0,0,1,1.0,1.0,40.6%,DET,1,2020
26,Tampa Bay Buccaneers,1,0,0,0,0,0,0,1,0.0,0.0,6.5%,TB,1,2020
27,Houston Texans,1,0,0,0,0,0,0,1,0.0,0.0,36.0%,HOU,1,2020
28,Cleveland Browns,2,0,1,1,0,0,0,1,0.0,0.0,97.8%,CLE,1,2020
29,Las Vegas Raiders,1,0,0,0,0,0,0,1,0.0,0.0,6.5%,LV,1,2020
30,Carolina Panthers,0,0,0,1,0,0,0,1,-1.0,-1.0,1.0%,CAR,1,2020
31,Atlanta Falcons,3,0,0,0,0,0,0,1,-1.0,-1.0,11.4%,ATL,1,2020
32,Minnesota Vikings,0,0,0,1,0,0,0,1,-4.0,-4.0,33.7%,MIN,1,2020
