RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,D.J. Wonnum (MIN),4.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,25.5,25.5,4.8%,4.0
2,Josh Allen (JAC),3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,25.5,25.5,18.2%,4.0
3,Nik Bonitto (DEN),3.0,1.0,2.5,0.0,0.0,1.0,0.0,0.0,1.0,24.3,24.3,1.1%,4.0
4,Dayo Odeyingbo (IND),5.0,2.0,1.5,1.0,0.0,1.0,0.0,0.0,1.0,23.0,23.0,0.6%,4.0
5,Maxx Crosby (LV),5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.8,22.8,64.7%,4.0
6,Jonathan Greenard (HOU),4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,22.3,22.3,9.9%,4.0
7,Jonathon Cooper (DEN),2.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,21.8,21.8,9.6%,4.0
8,Greg Rousseau (BUF),3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,7.3%,4.0
9,Vita Vea (TB),2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,18.3,18.3,2.7%,4.0
10,Kayvon Thibodeaux (NYG),2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,14.2%,4.0
11,Aaron Donald (LAR),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,31.1%,4.0
12,Bryan Bresee (NO),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,0.3%,4.0
13,David Onyemata (ATL),2.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,2.0%,4.0
14,Yetur Gross-Matos (CAR),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.6%,4.0
15,Devonte Wyatt (GB),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,0.7%,4.0
16,Ed Oliver (BUF),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,8.0%,4.0
17,Jonathan Allen (WAS),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,18.4%,4.0
18,Mario Edwards Jr. (SEA),2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,13.3,13.3,0.0%,4.0
19,Josh Sweat (PHI),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,10.0%,4.0
20,Sam Hubbard (CIN),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,14.2%,4.0
21,John Cominsky (DET),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.6%,4.0
22,Alim McNeill (DET),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,1.6%,4.0
23,Trey Hendrickson (CIN),3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,11.3,11.3,13.7%,4.0
24,Broderick Washington Jr. (BAL),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.1%,4.0
25,Karl Brooks (GB),2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0%,4.0
26,Deatrich Wise Jr. (NE),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,1.6%,4.0
27,Javon Hargrave (SF),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,10.9%,4.0
28,Aidan Hutchinson (DET),1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,32.3%,4.0
29,Myles Murphy (CIN),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.4%,4.0
30,Chase Young (SF),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,11.3%,4.0
31,Marcus Davenport (MIN),1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.8%,4.0
32,Myles Adams (SEA),1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.0%,4.0
33,Josh Uche (NE),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.3%,4.0
34,Jerry Hughes (HOU),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.6%,4.0
