RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Danielle Hunter (MIN),6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,24.3,24.3,41.2%,6.0
2,Haason Reddick (PHI),4.0,1.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,21.8,21.8,14.6%,6.0
3,Justin Madubuike (BAL),4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.8,19.8,15.4%,6.0
4,Christian Wilkins (MIA),2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,18.3,18.3,31.8%,6.0
5,Sheldon Rankins (HOU),5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.3,17.3,1.0%,6.0
6,Trey Hendrickson (CIN),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,13.7%,6.0
7,Morgan Fox (LAC),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,1.6%,6.0
8,Jadeveon Clowney (BAL),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,2.2%,6.0
9,Carl Granderson (NO),3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,16.3%,6.0
10,Josh Allen (JAC),3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,15.8,15.8,18.2%,6.0
11,Byron Young (LAR),3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.8,14.8,9.6%,6.0
12,Jonah Williams (LAR),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,0.1%,6.0
13,Vita Vea (TB),4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,14.0,2.7%,6.0
14,Sam Hubbard (CIN),4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,14.2%,6.0
15,Justin Jones (CHI),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,1.1%,6.0
16,Randy Gregory (SF),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,0.8%,6.0
17,Aaron Donald (LAR),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.5,13.5,31.1%,6.0
18,D.J. Wonnum (MIN),3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,4.8%,6.0
19,Nick Williams (LAC),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,3.0%,6.0
20,Nick Bosa (SF),3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,46.0%,6.0
21,Jonathon Cooper (DEN),3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,9.6%,6.0
22,Christian Barmore (NE),4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,0.8%,6.0
23,Bryce Huff (NYJ),2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,1.2%,6.0
24,Josh Sweat (PHI),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,10.0%,6.0
25,Calais Campbell (ATL),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,3.6%,6.0
26,Maxx Crosby (LV),4.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,64.7%,6.0
27,Osa Odighizuwa (DAL),5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,2.1%,6.0
28,Dre'Mont Jones (SEA),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,5.4%,6.0
29,Zach Allen (DEN),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,6.5%,6.0
30,Arnold Ebiketie (ATL),1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,0.2%,6.0
31,Greg Rousseau (BUF),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,7.3%,6.0
32,John Jenkins (LV),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.8%,6.0
33,Chris Jones (KC),2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,14.4%,6.0
34,A.J. Epenesa (BUF),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,4.1%,6.0
35,Jarran Reed (SEA),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,4.1%,6.0
36,B.J. Hill (CIN),3.0,2.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,2.7%,6.0
37,Adam Butler (LV),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.0%,6.0
38,Julian Okwara (DET),1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.0%,6.0
39,Calijah Kancey (TB),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.4%,6.0
40,DeForest Buckner (IND),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,25.6%,6.0
41,Harrison Phillips (MIN),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,17.5%,6.0
42,Shy Tuttle (CAR),3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,0.4%,6.0
43,Victor Dimukeje (ARI),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,0.1%,6.0
44,Zach Sieler (MIA),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,8.7%,6.0
45,George Karlaftis III (KC),2.0,1.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,3.2%,6.0
46,Boye Mafe (SEA),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,13.3%,6.0
47,Grady Jarrett (ATL),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,1.5%,6.0
48,Quinnen Williams (NYJ),1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,8.8,8.8,13.6%,6.0
49,Tyquan Lewis (IND),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,0.1%,6.0
50,Sebastian Joseph-Day (LAC),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,1.7%,6.0
51,Milton Williams (PHI),1.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.1%,6.0
52,Javon Hargrave (SF),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,10.9%,6.0
53,Jonathan Allen (WAS),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,18.4%,6.0
54,K'Lavon Chaisson (JAC),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,6.0
55,Kevin Strong (ARI),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.7%,6.0
56,Cam Sample (CIN),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,6.0
57,Leonard Williams (SEA),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,4.0%,6.0
58,Jermaine Johnson II (NYJ),2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,2.4%,6.0
59,Austin Johnson (LAC),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.5%,6.0
60,Arik Armstead (SF),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,1.5%,6.0
61,Denico Autry (TEN),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,4.5%,6.0
62,Yannick Ngakoue (CHI),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,2.6%,6.0
63,Clelin Ferrell (SF),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.6%,6.0
64,Malik Herring (KC),1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.0%,6.0
65,Kobie Turner (LAR),2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.6%,6.0
66,Bilal Nichols (LV),2.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,6.5,6.5,0.4%,6.0
67,Broderick Washington Jr. (BAL),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.1%,6.0
68,Nik Bonitto (DEN),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,1.1%,6.0
69,Taven Bryan (IND),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.1%,6.0
70,Khalen Saunders (NO),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.7%,6.0
71,DeMarcus Lawrence (DAL),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,7.6%,6.0
72,Travon Walker (JAC),1.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.8,5.8,3.8%,6.0
73,Brian Burns (CAR),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,19.3%,6.0
74,Kyle Peko (TEN),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,0.0%,6.0
75,Daron Payne (WAS),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,11.9%,6.0
76,Lawrence Guy Sr. (NE),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,2.2%,6.0
77,Jaleel Johnson (FA),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.0%,6.0
78,Jonathan Greenard (HOU),1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,9.9%,6.0
79,DeMarcus Walker (CHI),1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.6%,6.0
80,Maliek Collins (HOU),0.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.2%,6.0
81,Cameron Jordan (NO),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,7.6%,6.0
