RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Myles Garrett (CLE),7.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,32.0,32.0,53.2%,7.0
2,Michael Hoecht (LAR),4.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,25.3,25.3,8.5%,7.0
3,Chase Young (SF),3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,11.3%,7.0
4,Darrell Taylor (SEA),1.0,2.0,1.5,1.0,0.0,1.0,0.0,0.0,1.0,17.0,17.0,1.2%,7.0
5,Montez Sweat (CHI),3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,17.0%,7.0
6,Dexter Lawrence II (NYG),2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.5,16.5,11.3%,7.0
7,Josh Sweat (PHI),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,10.0%,7.0
8,Jaelan Phillips (MIA),5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,11.0%,7.0
9,Daron Payne (WAS),2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,15.0,15.0,11.9%,7.0
10,Carl Granderson (NO),5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.8,14.8,16.3%,7.0
11,Mike Danna (KC),4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,3.5%,7.0
12,Angelo Blackson (JAC),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,0.1%,7.0
13,Justin Madubuike (BAL),3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.5,12.5,15.4%,7.0
14,Kayvon Thibodeaux (NYG),1.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,12.3,12.3,14.2%,7.0
15,Justin Jones (CHI),2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,1.1%,7.0
16,Boye Mafe (SEA),2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,13.3%,7.0
17,Maxx Crosby (LV),2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.8,11.8,64.7%,7.0
18,Calais Campbell (ATL),1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.8,11.8,3.6%,7.0
19,Odafe Oweh (BAL),2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.8,11.8,1.2%,7.0
20,Tyree Wilson (LV),1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.9%,7.0
21,Larry Ogunjobi (PIT),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.8%,7.0
22,Dawuane Smoot (JAC),2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.0,11.0,0.1%,7.0
23,Charles Omenihu (KC),2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.2%,7.0
24,Haason Reddick (PHI),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,14.6%,7.0
25,Kevin Strong (ARI),1.0,4.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,10.5,10.5,0.7%,7.0
26,Jordan Elliott (CLE),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,7.0
27,David Onyemata (ATL),1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,2.0%,7.0
28,Christian Barmore (NE),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.8%,7.0
29,Christian Wilkins (MIA),2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,31.8%,7.0
30,Nick Bosa (SF),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,46.0%,7.0
31,Danielle Hunter (MIN),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,41.2%,7.0
32,LaCale London (ATL),1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.5,9.5,0.0%,7.0
33,George Karlaftis III (KC),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,3.2%,7.0
34,Leonard Williams (SEA),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,4.0%,7.0
35,Ronnie Perkins (DEN),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,0.0%,7.0
36,Jarran Reed (SEA),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,4.1%,7.0
37,Isaiah Buggs (DET),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.1%,7.0
38,Javon Hargrave (SF),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,10.9%,7.0
39,Aidan Hutchinson (DET),2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.5,8.5,32.3%,7.0
40,Nolan Smith (PHI),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.6%,7.0
41,Montravius Adams (PIT),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.1%,7.0
42,Malcolm Roach (NO),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.1%,7.0
43,DeForest Buckner (IND),3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.5,7.5,25.6%,7.0
44,Bilal Nichols (LV),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.4%,7.0
45,Dean Lowry (MIN),1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,7.0,0.6%,7.0
46,D.J. Wonnum (MIN),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,4.8%,7.0
47,Byron Young (LAR),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,9.6%,7.0
48,Jonathon Cooper (DEN),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,9.6%,7.0
49,John Ridgeway (WAS),3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.8,6.8,0.0%,7.0
