RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Jaelan Phillips (MIA),5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,27.8,27.8,11.0%,11.0
2,Chris Jones (KC),5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,25.5,25.5,14.4%,11.0
3,YaYa Diaby (TB),4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.5,21.5,0.1%,11.0
4,Kayvon Thibodeaux (NYG),3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,20.5,20.5,14.2%,11.0
5,Jonathan Allen (WAS),3.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,16.3,16.3,18.4%,11.0
6,Myles Garrett (CLE),2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,53.2%,11.0
7,Dexter Lawrence II (NYG),4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,11.3%,11.0
8,Quinnen Williams (NYJ),2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,13.6%,11.0
9,Vita Vea (TB),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,2.7%,11.0
10,Leki Fotu (ARI),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,0.1%,11.0
11,Maxx Crosby (LV),3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,64.7%,11.0
12,Jonathon Cooper (DEN),2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,9.6%,11.0
13,Aidan Hutchinson (DET),2.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,14.0,32.3%,11.0
14,Danielle Hunter (MIN),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,12.8,41.2%,11.0
15,Trey Hendrickson (CIN),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,13.7%,11.0
16,Will Anderson Jr. (HOU),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,12.0,7.0%,11.0
17,Haason Reddick (PHI),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,14.6%,11.0
18,Odafe Oweh (BAL),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,1.2%,11.0
19,Dante Stills (ARI),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.2%,11.0
20,Justin Madubuike (BAL),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,15.4%,11.0
21,Ed Oliver (BUF),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,8.0%,11.0
22,D.J. Wonnum (MIN),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,4.8%,11.0
23,Michael Hoecht (LAR),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,8.5%,11.0
24,Jonah Williams (LAR),1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,11.0
25,Arik Armstead (SF),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,1.5%,11.0
26,Sebastian Joseph-Day (LAC),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,1.7%,11.0
27,Tavius Robinson (BAL),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.3,10.3,0.1%,11.0
28,Derrick Brown (CAR),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,10.9%,11.0
29,Cameron Heyward (PIT),5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,14.1%,11.0
30,Chase Young (SF),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,11.3%,11.0
31,Daron Payne (WAS),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,11.9%,11.0
32,Alim McNeill (DET),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,1.6%,11.0
33,DeMarcus Lawrence (DAL),1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,7.6%,11.0
34,Milton Williams (PHI),4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,0.1%,11.0
35,Nick Bosa (SF),1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,9.0,9.0,46.0%,11.0
36,Jadeveon Clowney (BAL),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,2.2%,11.0
37,Montez Sweat (CHI),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,17.0%,11.0
38,Victor Dimukeje (ARI),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,0.1%,11.0
39,Zach Allen (DEN),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,6.5%,11.0
40,Tuli Tuipulotu (LAC),3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,1.0%,11.0
41,BJ Ojulari (ARI),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.3%,11.0
42,Jihad Ward (NYG),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,11.0
43,Shaq Lawson (BUF),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,11.0
44,Sam Williams (DAL),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.6%,11.0
45,Karl Brooks (GB),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0%,11.0
46,George Karlaftis III (KC),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,3.2%,11.0
47,D.J. Jones (DEN),2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.8,7.8,0.2%,11.0
48,Josh Paschal (DET),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.1%,11.0
49,Travon Walker (JAC),1.0,3.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,3.8%,11.0
50,Quinton Jefferson (NYJ),1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,7.0,2.8%,11.0
51,Micheal Clemons (NYJ),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.6%,11.0
52,Kenny Clark (GB),1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,7.0,2.5%,11.0
53,Harrison Phillips (MIN),1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,17.5%,11.0
54,Teair Tart (TEN),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.1%,11.0
55,Rashad Weaver (TEN),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,0.0%,11.0
56,Brian Burns (CAR),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.3,6.3,19.3%,11.0
57,Roy Lopez (ARI),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,0.0%,11.0
58,Jermaine Johnson II (NYJ),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,2.4%,11.0
59,Nick Williams (LAC),1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,3.0%,11.0
60,Clelin Ferrell (SF),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.5,5.5,0.6%,11.0
61,Jeffery Simmons (TEN),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,13.3%,11.0
62,Aaron Donald (LAR),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,31.1%,11.0
63,Christian Wilkins (MIA),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.5,5.5,31.8%,11.0
64,John Jenkins (LV),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,0.8%,11.0
65,Justin Jones (CHI),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.3,5.3,1.1%,11.0
66,Will McDonald IV (NYJ),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,0.3%,11.0
67,Quinton Bohanna (DET),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,4.8,0.0%,11.0
68,Kobie Turner (LAR),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.6%,11.0
69,Keeanu Benton (PIT),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.2%,11.0
70,Bilal Nichols (LV),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.4%,11.0
71,Javon Hargrave (SF),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,10.9%,11.0
72,A'Shawn Robinson (NYG),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,1.7%,11.0
73,Jarran Reed (SEA),1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,4.1%,11.0
74,Brent Urban (BAL),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.0%,11.0
75,Josh Sweat (PHI),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,10.0%,11.0
76,Phil Hoskins (ARI),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.0%,11.0
77,John Cominsky (DET),2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.5,4.5,0.6%,11.0
78,Bobby Brown III (LAR),1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.0%,11.0
79,Dorance Armstrong Jr. (DAL),0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,4.3,4.3,0.2%,11.0
80,Kingsley Enagbare (GB),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.1%,11.0
81,Denico Autry (TEN),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,4.5%,11.0
82,Khalil Davis (HOU),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0%,11.0
83,Jonathan Greenard (HOU),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,9.9%,11.0
84,Cam Sample (CIN),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,11.0
85,Byron Young (LAR),1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,9.6%,11.0
86,Nick Thurman (CAR),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.0%,11.0
87,Zach Sieler (MIA),1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,8.7%,11.0
88,Leonard Williams (SEA),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,4.0%,11.0
89,Arden Key (TEN),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.1%,11.0
90,Jonathan Harris (DEN),1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,0.6%,11.0
91,Jalen Carter (PHI),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.8,3.8,4.0%,11.0
92,Josh Allen (JAC),0.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,3.5,3.5,18.2%,11.0
93,Bryce Huff (NYJ),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,1.2%,11.0
94,Mike Danna (KC),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.5%,11.0
95,Jerry Hughes (HOU),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.6%,11.0
