RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Josh Allen (JAC),7.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,32.3,32.3,18.2%,1.0
2,DeForest Buckner (IND),4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,28.8,28.8,25.6%,1.0
3,Brian Burns (CAR),5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,26.0,26.0,19.3%,1.0
4,Montez Sweat (CHI),4.0,1.0,1.5,0.0,0.0,2.0,0.0,0.0,1.0,25.8,25.8,17.0%,1.0
5,Drake Jackson (SF),3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,21.5,21.5,0.7%,1.0
6,Derrick Brown (CAR),8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,21.0,10.9%,1.0
7,Dorance Armstrong Jr. (DAL),3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,20.0,0.2%,1.0
8,Danielle Hunter (MIN),4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,18.8,18.8,41.2%,1.0
9,Osa Odighizuwa (DAL),2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,2.1%,1.0
10,Quinton Jefferson (NYJ),2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,16.8,16.8,2.8%,1.0
11,Jonathan Greenard (HOU),4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,9.9%,1.0
12,Jermaine Johnson II (NYJ),4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.8,15.8,2.4%,1.0
13,Mike Danna (KC),4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,15.5,15.5,3.5%,1.0
14,Jordan Davis (PHI),3.0,3.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,15.3,15.3,1.1%,1.0
15,Denico Autry (TEN),4.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,15.3,15.3,4.5%,1.0
16,Jeffery Simmons (TEN),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,13.3%,1.0
17,Devonte Wyatt (GB),2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,0.7%,1.0
18,Jaelan Phillips (MIA),6.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,11.0%,1.0
19,Jonathan Allen (WAS),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,18.4%,1.0
20,Yannick Ngakoue (CHI),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,2.6%,1.0
21,Kwity Paye (IND),3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,14.3,6.5%,1.0
22,Will Anderson Jr. (HOU),4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,7.0%,1.0
23,Arden Key (TEN),1.0,3.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,13.8,13.8,0.1%,1.0
24,Travon Walker (JAC),3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,3.8%,1.0
25,Victor Dimukeje (ARI),1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.8,12.8,0.1%,1.0
26,David Ojabo (BAL),3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.5,12.5,0.4%,1.0
27,Carlos Watkins (ARI),3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.0%,1.0
