RANK,PLAYER,TACKLE,ASSIST,SACK,PD,INT,FF,FR,DEF TD,G,FPTS,FPTS/G,ROST,WEEK
1,Maxx Crosby (LV),6.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,30.0,64.7%,9.0
2,Byron Young (LAR),8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,28.0,28.0,9.6%,9.0
3,Joey Bosa (LAC),3.0,3.0,2.5,0.0,0.0,1.0,1.0,0.0,1.0,27.3,27.3,16.7%,9.0
4,Boye Mafe (SEA),5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,20.3,20.3,13.3%,9.0
5,Dalvin Tomlinson (CLE),2.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,1.0,19.5,19.5,0.3%,9.0
6,Kobie Turner (LAR),7.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,19.3,19.3,0.6%,9.0
7,David Onyemata (ATL),5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.3,19.3,2.0%,9.0
8,Shelby Harris (CLE),3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0,19.0,0.2%,9.0
9,Tuli Tuipulotu (LAC),3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,19.0,1.0%,9.0
10,DeForest Buckner (IND),4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,18.0,25.6%,9.0
11,Calijah Kancey (TB),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.5,17.5,0.4%,9.0
12,Justin Madubuike (BAL),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,15.0,15.4%,9.0
13,Deatrich Wise Jr. (NE),3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.8,14.8,1.6%,9.0
14,Cameron Jordan (NO),3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,14.0,7.6%,9.0
15,Myles Garrett (CLE),1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,13.5,13.5,53.2%,9.0
16,John Franklin-Myers (NYJ),1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,13.3,13.3,0.2%,9.0
17,Leki Fotu (ARI),3.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.1%,9.0
18,Danielle Hunter (MIN),5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,41.2%,9.0
19,Calais Campbell (ATL),4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,3.6%,9.0
20,Khalil Davis (HOU),2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,12.5,12.5,0.0%,9.0
21,Arnold Ebiketie (ATL),3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,12.5,12.5,0.2%,9.0
22,Zach Sieler (MIA),4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.3,12.3,8.7%,9.0
23,Davon Godchaux (NE),3.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,12.3,12.3,0.9%,9.0
24,Kentavius Street (ATL),2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.8,11.8,0.1%,9.0
25,Sam Williams (DAL),2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,11.8,11.8,0.6%,9.0
26,Bryce Huff (NYJ),1.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,11.5,11.5,1.2%,9.0
27,Malcolm Koonce (LV),3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0%,9.0
28,Aaron Donald (LAR),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,31.1%,9.0
29,Josh Sweat (PHI),2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,10.0%,9.0
30,Haason Reddick (PHI),2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,14.6%,9.0
31,Carl Granderson (NO),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,16.3%,9.0
32,Brandon Graham (PHI),1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,0.3%,9.0
33,Jeffery Simmons (TEN),4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.8,10.8,13.3%,9.0
34,Cameron Heyward (PIT),4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,14.1%,9.0
35,Quinton Jefferson (NYJ),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,2.8%,9.0
36,Odafe Oweh (BAL),2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.5,9.5,1.2%,9.0
37,Jaelan Phillips (MIA),2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9.3,9.3,11.0%,9.0
38,DeShawn Williams (CAR),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,0.1%,9.0
39,Adam Butler (LV),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,0.0%,9.0
40,B.J. Hill (CIN),1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.8,8.8,2.7%,9.0
41,Vita Vea (TB),4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.5,8.5,2.7%,9.0
42,Kevin Strong (ARI),5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.3,8.3,0.7%,9.0
43,Tershawn Wharton (KC),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,9.0
44,Adetomiwa Adebawore (IND),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,9.0
45,Jordan Elliott (CLE),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.1%,9.0
46,Bilal Nichols (LV),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.4%,9.0
47,Dayo Odeyingbo (IND),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.6%,9.0
48,Will Anderson Jr. (HOU),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,7.0%,9.0
49,Dante Stills (ARI),2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.2%,9.0
50,Cameron Thomas (FA),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.8,7.8,0.1%,9.0
51,Tyree Wilson (LV),3.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,7.3,7.3,0.9%,9.0
52,Brian Burns (CAR),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,19.3%,9.0
53,Amare Barno (CAR),2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.6%,9.0
54,Jonathan Ledbetter (ARI),1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.9%,9.0
55,Lawrence Guy Sr. (NE),1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,2.2%,9.0
56,Christian Wilkins (MIA),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,31.8%,9.0
