Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Myers,5,5,100.0,45,0,0,1,4,0,2,2,1,21.0,21.0,8.8%,SEA,10,2023
2,Matt Prater,4,4,100.0,56,0,1,0,1,2,1,1,1,18.0,18.0,3.7%,ARI,10,2023
3,Greg Zuerlein,4,4,100.0,53,0,0,1,2,1,0,0,1,16.0,16.0,52.1%,NYJ,10,2023
4,Wil Lutz,4,4,100.0,49,0,0,1,3,0,0,1,1,15.0,15.0,1.5%,DEN,10,2023
5,Dustin Hopkins,4,4,100.0,40,0,2,1,1,0,1,2,1,14.0,14.0,20.7%,CLE,10,2023
6,Daniel Carlson,3,3,100.0,54,0,0,0,2,1,1,1,1,14.0,14.0,9.8%,LV,10,2023
7,Matt Ammendola,3,3,100.0,45,0,1,1,1,0,3,3,1,13.0,13.0,2.0%,FA,10,2023
8,Chris Boswell,3,3,100.0,49,0,0,1,2,0,2,2,1,13.0,13.0,4.4%,PIT,10,2023
9,Riley Patterson,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,0.1%,FA,10,2023
10,Cairo Santos,3,3,100.0,54,0,0,2,0,1,1,1,1,12.0,12.0,28.4%,CHI,10,2023
11,Evan McPherson,2,2,100.0,50,0,0,1,0,1,3,3,1,11.0,11.0,88.7%,CIN,10,2023
12,Joey Slye,2,2,100.0,49,0,0,0,2,0,2,3,1,10.0,10.0,0.2%,NE,10,2023
13,Greg Joseph,2,3,66.7,40,0,0,1,1,0,3,3,1,10.0,10.0,0.1%,FA,10,2023
14,Jake Moody,2,2,100.0,39,0,0,2,0,0,4,4,1,10.0,10.0,81.0%,SF,10,2023
15,Cameron Dicker,1,1,100.0,48,0,0,0,1,0,5,5,1,9.0,9.0,51.9%,LAC,10,2023
16,Chase McLaughlin,2,2,100.0,35,0,1,1,0,0,2,2,1,8.0,8.0,3.7%,TB,10,2023
17,Justin Tucker,1,2,50.0,37,0,0,1,0,0,4,4,1,7.0,7.0,99.8%,BAL,10,2023
18,Eddy Pineiro,2,3,66.7,39,0,0,2,0,0,1,1,1,7.0,7.0,2.8%,CAR,10,2023
19,Anders Carlson,2,2,100.0,31,0,1,1,0,0,1,2,1,7.0,7.0,0.4%,FA,10,2023
20,Brandon Aubrey,0,0,0.0,0,0,0,0,0,0,7,7,1,7.0,7.0,99.0%,DAL,10,2023
21,Matt Gay,1,2,50.0,51,0,0,0,0,1,1,1,1,6.0,6.0,30.7%,IND,10,2023
22,Randy Bullock,1,1,100.0,40,0,0,0,1,0,2,2,1,6.0,6.0,0.0%,FA,10,2023
23,Nick Folk,2,3,66.7,38,0,1,1,0,0,0,0,1,6.0,6.0,2.5%,TEN,10,2023
24,Chad Ryland,2,3,66.7,37,0,1,1,0,0,0,0,1,6.0,6.0,0.1%,FA,10,2023
25,Younghoe Koo,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,79.8%,ATL,10,2023
26,Blake Grupe,1,1,100.0,48,0,0,0,1,0,0,0,1,4.0,4.0,1.9%,NO,10,2023
27,Brandon McManus,1,1,100.0,37,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,10,2023
28,Tyler Bass,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,40.1%,BUF,10,2023
29,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,10,2023
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,49.7%,MIA,10,2023
31,Harrison Butker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,98.8%,KC,10,2023
32,Jake Elliott,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,95.3%,PHI,10,2023
33,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,10,2023
34,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,10,2023
35,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,10,2023
36,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,10,2023
37,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,10,2023
38,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,10,2023
39,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,10,2023
40,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,10,2023
