Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Cameron Dicker,4,4,100.0,49,0,1,0,3,0,0,0,1,15.0,15.0,51.9%,LAC,18,2023
2,Blake Grupe,2,2,100.0,24,0,2,0,0,0,6,6,1,12.0,12.0,1.9%,NO,18,2023
3,Chase McLaughlin,3,3,100.0,57,0,0,2,0,1,0,0,1,11.0,11.0,3.7%,TB,18,2023
4,Cairo Santos,3,3,100.0,50,0,0,2,0,1,0,0,1,11.0,11.0,28.4%,CHI,18,2023
5,Matt Gay,3,4,75.0,52,0,0,2,0,1,0,0,1,11.0,11.0,30.7%,IND,18,2023
6,Greg Zuerlein,3,4,75.0,40,0,1,1,1,0,0,0,1,10.0,10.0,52.1%,NYJ,18,2023
7,Brandon Aubrey,1,3,33.3,50,0,0,0,0,1,5,5,1,10.0,10.0,99.0%,DAL,18,2023
8,Daniel Carlson,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,9.8%,LV,18,2023
9,Greg Joseph,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,0.1%,FA,18,2023
10,Brandon McManus,2,2,100.0,44,0,0,1,1,0,2,2,1,9.0,9.0,0.1%,FA,18,2023
11,Mason Crosby,2,3,66.7,24,0,2,0,0,0,3,3,1,9.0,9.0,0.1%,FA,18,2023
12,Matt Prater,2,4,50.0,34,0,1,1,0,0,2,2,1,8.0,8.0,3.7%,ARI,18,2023
13,Harrison Butker,2,2,100.0,41,0,1,0,1,0,1,1,1,8.0,8.0,98.8%,KC,18,2023
14,Evan McPherson,1,1,100.0,45,0,0,0,1,0,4,4,1,8.0,8.0,88.7%,CIN,18,2023
15,Jason Myers,2,2,100.0,33,0,1,1,0,0,1,1,1,7.0,7.0,8.8%,SEA,18,2023
16,Ka'imi Fairbairn,1,1,100.0,51,0,0,0,0,1,2,3,1,7.0,7.0,89.8%,HOU,18,2023
17,Michael Badgley,1,1,100.0,39,0,0,1,0,0,3,4,1,6.0,6.0,1.1%,DET,18,2023
18,Chris Boswell,1,1,100.0,25,0,1,0,0,0,2,2,1,5.0,5.0,4.4%,PIT,18,2023
19,Anders Carlson,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,0.4%,FA,18,2023
20,Younghoe Koo,1,1,100.0,30,0,0,1,0,0,2,2,1,5.0,5.0,79.8%,ATL,18,2023
21,Jake Elliott,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,95.3%,PHI,18,2023
22,Joey Slye,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,0.2%,NE,18,2023
23,Justin Tucker,1,1,100.0,36,0,0,1,0,0,1,1,1,4.0,4.0,99.8%,BAL,18,2023
24,Nick Folk,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,2.5%,TEN,18,2023
25,Chad Ryland,1,1,100.0,30,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,18,2023
26,Tyler Bass,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,40.1%,BUF,18,2023
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,0.1%,FA,18,2023
28,Wil Lutz,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.5%,DEN,18,2023
29,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,49.7%,MIA,18,2023
30,Jake Moody,0,1,0.0,0,0,0,0,0,0,2,3,1,2.0,2.0,81.0%,SF,18,2023
31,Brett Maher,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.0%,FA,18,2023
32,Eddy Pineiro,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.8%,CAR,18,2023
33,Matthew Wright,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,18,2023
34,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,18,2023
35,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,18,2023
36,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,18,2023
37,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,18,2023
38,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,18,2023
39,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,18,2023
40,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,18,2023
41,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,18,2023
42,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,18,2023
43,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,18,2023
