Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Matt Gay,5,5,100.0,54,0,0,1,0,4,1,1,1,24.0,24.0,30.7%,IND,3,2023
2,Evan McPherson,4,5,80.0,54,0,0,0,2,2,1,1,1,19.0,19.0,88.7%,CIN,3,2023
3,Jason Myers,5,5,100.0,43,0,0,4,1,0,2,2,1,18.0,18.0,8.8%,SEA,3,2023
4,Tyler Bass,3,3,100.0,54,0,0,2,0,1,4,4,1,15.0,15.0,40.1%,BUF,3,2023
5,Chris Boswell,3,3,100.0,57,0,0,0,2,1,2,2,1,15.0,15.0,4.4%,PIT,3,2023
6,Ka'imi Fairbairn,3,3,100.0,33,0,2,1,0,0,4,4,1,13.0,13.0,89.8%,HOU,3,2023
7,Matt Prater,3,3,100.0,62,0,0,1,1,1,1,1,1,13.0,13.0,3.7%,ARI,3,2023
8,Dustin Hopkins,2,2,100.0,52,0,0,0,1,1,3,3,1,12.0,12.0,20.7%,CLE,3,2023
9,Jake Moody,3,3,100.0,36,0,2,1,0,0,3,3,1,12.0,12.0,81.0%,SF,3,2023
10,Harrison Butker,2,2,100.0,41,0,0,1,1,0,5,5,1,12.0,12.0,98.8%,KC,3,2023
11,Jake Elliott,3,3,100.0,38,0,1,2,0,0,2,2,1,11.0,11.0,95.3%,PHI,3,2023
12,Brandon Aubrey,3,3,100.0,49,0,2,0,1,0,1,1,1,11.0,11.0,99.0%,DAL,3,2023
13,Brett Maher,3,3,100.0,42,0,1,1,1,0,1,1,1,11.0,11.0,0.0%,FA,3,2023
14,Eddy Pineiro,2,3,66.7,47,0,0,0,2,0,3,3,1,11.0,11.0,2.8%,CAR,3,2023
15,Jason Sanders,0,0,0.0,0,0,0,0,0,0,10,10,1,10.0,10.0,49.7%,MIA,3,2023
16,Chad Ryland,2,4,50.0,51,0,0,0,1,1,1,1,1,10.0,10.0,0.1%,FA,3,2023
17,Graham Gano,2,2,100.0,57,0,0,0,1,1,0,0,1,9.0,9.0,1.0%,NYG,3,2023
18,Riley Patterson,2,2,100.0,37,0,1,1,0,0,2,2,1,8.0,8.0,0.1%,FA,3,2023
19,Wil Lutz,2,2,100.0,31,0,1,1,0,0,2,2,1,8.0,8.0,1.5%,DEN,3,2023
20,Justin Tucker,1,2,50.0,50,0,0,0,0,1,2,2,1,7.0,7.0,99.8%,BAL,3,2023
21,Younghoe Koo,2,3,66.7,48,0,1,0,1,0,0,0,1,7.0,7.0,79.8%,ATL,3,2023
22,Greg Joseph,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,3,2023
23,Greg Zuerlein,1,1,100.0,52,0,0,0,0,1,1,1,1,6.0,6.0,52.1%,NYJ,3,2023
24,Blake Grupe,1,2,50.0,25,0,1,0,0,0,2,2,1,5.0,5.0,1.9%,NO,3,2023
25,Joey Slye,1,1,100.0,51,0,0,0,0,1,0,0,1,5.0,5.0,0.2%,NE,3,2023
26,Brandon McManus,1,3,33.3,33,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,3,2023
27,Cameron Dicker,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,51.9%,LAC,3,2023
28,Daniel Carlson,1,1,100.0,26,0,1,0,0,0,1,1,1,4.0,4.0,9.8%,LV,3,2023
29,Cairo Santos,1,1,100.0,21,0,1,0,0,0,1,1,1,4.0,4.0,28.4%,CHI,3,2023
30,Nick Folk,1,1,100.0,44,0,0,0,1,0,0,0,1,4.0,4.0,2.5%,TEN,3,2023
31,Anders Carlson,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,0.4%,FA,3,2023
32,Chase McLaughlin,1,1,100.0,33,0,0,1,0,0,0,0,1,3.0,3.0,3.7%,TB,3,2023
33,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,3,2023
34,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,3,2023
35,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,3,2023
36,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,3,2023
37,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,3,2023
38,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,3,2023
39,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,3,2023
40,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,3,2023
