Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
41,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,3,2023
42,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,3,2023
43,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,3,2023
44,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,3,2023
45,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,3,2023
46,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2023
47,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,3,2023
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,3,2023
49,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,3,2023
50,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,3,2023
51,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,3,2023
52,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,3,2023
53,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2023
54,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,3,2023
55,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,3,2023
56,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,3,2023
57,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,3,2023
58,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,3,2023
59,Alex Hale,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,3,2023
