Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
41,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,12,2023
42,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8%,HOU,12,2023
43,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,12,2023
44,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
45,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
46,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
47,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,12,2023
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,12,2023
49,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,NYG,12,2023
50,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,12,2023
51,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2023
52,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,12,2023
53,Matt Prater,0,1,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,3.7%,ARI,12,2023
54,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,12,2023
55,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
56,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,12,2023
57,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,12,2023
58,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,12,2023
59,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,12,2023
60,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,12,2023
61,Alex Hale,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,12,2023
