Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Tucker,6,6,100.0,41,0,4,1,1,0,0,1,1,19.0,19.0,99.8%,BAL,6,2023
2,Harrison Butker,4,4,100.0,60,0,1,1,0,2,1,1,1,17.0,17.0,98.8%,KC,6,2023
3,Dustin Hopkins,4,5,80.0,50,0,1,0,2,1,1,1,1,17.0,17.0,20.7%,CLE,6,2023
4,Brandon McManus,3,3,100.0,51,0,0,0,2,1,4,4,1,17.0,17.0,0.1%,FA,6,2023
5,Brett Maher,4,4,100.0,43,0,2,1,1,0,2,2,1,15.0,15.0,0.0%,FA,6,2023
6,Greg Zuerlein,4,4,100.0,43,0,0,2,2,0,0,0,1,14.0,14.0,52.1%,NYJ,6,2023
7,Daniel Carlson,4,4,100.0,37,0,2,2,0,0,1,1,1,13.0,13.0,9.8%,LV,6,2023
8,Greg Joseph,2,3,66.7,53,0,0,0,0,2,1,2,1,11.0,11.0,0.1%,FA,6,2023
9,Matt Prater,3,3,100.0,55,0,1,1,0,1,0,0,1,11.0,11.0,3.7%,ARI,6,2023
10,Matt Gay,2,2,100.0,56,0,1,0,0,1,2,2,1,10.0,10.0,30.7%,IND,6,2023
11,Nick Folk,3,3,100.0,38,0,2,1,0,0,1,1,1,10.0,10.0,2.5%,TEN,6,2023
12,Graham Gano,3,3,100.0,43,0,2,0,1,0,0,0,1,10.0,10.0,1.0%,NYG,6,2023
13,Blake Grupe,2,4,50.0,48,0,0,0,2,0,1,1,1,9.0,9.0,1.9%,NO,6,2023
14,Cairo Santos,2,2,100.0,53,0,1,0,0,1,1,1,1,9.0,9.0,28.4%,CHI,6,2023
15,Jason Myers,2,2,100.0,55,0,1,0,0,1,1,1,1,9.0,9.0,8.8%,SEA,6,2023
16,Brandon Aubrey,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,99.0%,DAL,6,2023
17,Ka'imi Fairbairn,2,2,100.0,24,0,2,0,0,0,2,2,1,8.0,8.0,89.8%,HOU,6,2023
18,Riley Patterson,2,3,66.7,36,0,0,2,0,0,2,2,1,8.0,8.0,0.1%,FA,6,2023
19,Evan McPherson,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,88.7%,CIN,6,2023
20,Chase McLaughlin,2,2,100.0,36,0,0,2,0,0,0,0,1,6.0,6.0,3.7%,TB,6,2023
21,Joey Slye,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,0.2%,NE,6,2023
22,Chad Ryland,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,0.1%,FA,6,2023
23,Jason Sanders,0,0,0.0,0,0,0,0,0,0,6,6,1,6.0,6.0,49.7%,MIA,6,2023
24,Cameron Dicker,1,1,100.0,24,0,1,0,0,0,2,2,1,5.0,5.0,51.9%,LAC,6,2023
25,Younghoe Koo,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,79.8%,ATL,6,2023
26,Jake Moody,1,3,33.3,25,0,1,0,0,0,2,2,1,5.0,5.0,81.0%,SF,6,2023
27,Eddy Pineiro,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.8%,CAR,6,2023
28,Jake Elliott,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,95.3%,PHI,6,2023
29,Tyler Bass,0,2,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,40.1%,BUF,6,2023
30,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,6,2023
31,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,6,2023
32,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,6,2023
33,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,6,2023
34,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,6,2023
35,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,6,2023
36,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,6,2023
37,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,6,2023
38,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,6,2023
