Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jason Sanders,5,5,100.0,57,0,1,1,0,3,1,1,1,22.0,22.0,49.7%,MIA,16,2023
2,Cameron Dicker,5,5,100.0,53,0,1,0,3,1,1,1,1,21.0,21.0,51.9%,LAC,16,2023
3,Younghoe Koo,5,5,100.0,47,0,2,1,2,0,2,2,1,19.0,19.0,79.8%,ATL,16,2023
4,Jake Elliott,4,4,100.0,44,0,2,0,2,0,3,3,1,17.0,17.0,95.3%,PHI,16,2023
5,Justin Tucker,4,4,100.0,41,0,3,0,1,0,3,3,1,16.0,16.0,99.8%,BAL,16,2023
6,Chase McLaughlin,3,3,100.0,51,0,1,1,0,1,3,3,1,14.0,14.0,3.7%,TB,16,2023
7,Greg Zuerlein,3,3,100.0,54,0,2,0,0,1,3,3,1,14.0,14.0,52.1%,NYJ,16,2023
8,Lucas Havrisik,3,4,75.0,32,0,2,1,0,0,3,3,1,12.0,12.0,0.1%,FA,16,2023
9,Chris Boswell,2,2,100.0,50,0,0,1,0,1,4,4,1,12.0,12.0,4.4%,PIT,16,2023
10,Anders Carlson,2,2,100.0,53,0,0,1,0,1,3,4,1,11.0,11.0,0.4%,FA,16,2023
11,Cairo Santos,2,2,100.0,49,0,1,0,1,0,3,3,1,10.0,10.0,28.4%,CHI,16,2023
12,Chad Ryland,2,3,66.7,56,0,0,1,0,1,2,3,1,10.0,10.0,0.1%,FA,16,2023
13,Brandon Aubrey,2,2,100.0,43,0,0,1,1,0,2,2,1,9.0,9.0,99.0%,DAL,16,2023
14,Jason Myers,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,8.8%,SEA,16,2023
15,Mason Crosby,1,1,100.0,52,0,0,0,0,1,2,2,1,7.0,7.0,0.1%,FA,16,2023
16,Daniel Carlson,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,9.8%,LV,16,2023
17,Tyler Bass,1,1,100.0,29,0,1,0,0,0,3,3,1,6.0,6.0,40.1%,BUF,16,2023
18,Matt Prater,1,1,100.0,55,0,0,0,0,1,1,1,1,6.0,6.0,3.7%,ARI,16,2023
19,Michael Badgley,1,1,100.0,37,0,0,1,0,0,3,4,1,6.0,6.0,1.1%,DET,16,2023
20,Greg Joseph,1,1,100.0,26,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,16,2023
21,Eddy Pineiro,1,1,100.0,52,0,0,0,0,1,1,3,1,6.0,6.0,2.8%,CAR,16,2023
22,Jake Moody,1,1,100.0,45,0,0,0,1,0,2,2,1,6.0,6.0,81.0%,SF,16,2023
23,Nick Folk,1,1,100.0,33,0,0,1,0,0,2,2,1,5.0,5.0,2.5%,TEN,16,2023
24,Matt Gay,1,1,100.0,33,0,0,1,0,0,1,1,1,4.0,4.0,30.7%,IND,16,2023
25,Joey Slye,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,0.2%,NE,16,2023
26,Evan McPherson,1,1,100.0,35,0,0,1,0,0,0,0,1,3.0,3.0,88.7%,CIN,16,2023
27,Blake Grupe,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,1.9%,NO,16,2023
28,Harrison Butker,0,1,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,98.8%,KC,16,2023
29,Dustin Hopkins,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,20.7%,CLE,16,2023
30,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,89.8%,HOU,16,2023
31,Wil Lutz,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,1.5%,DEN,16,2023
32,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,16,2023
33,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,16,2023
34,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,16,2023
35,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,16,2023
36,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,16,2023
37,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,16,2023
