Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Brandon Aubrey,4,4,100.0,60,0,0,0,1,3,3,3,1,22.0,22.0,99.0%,DAL,14,2023
2,Greg Zuerlein,3,3,100.0,55,0,0,0,1,2,3,3,1,17.0,17.0,52.1%,NYJ,14,2023
3,Lucas Havrisik,3,3,100.0,51,0,1,1,0,1,2,2,1,13.0,13.0,0.1%,FA,14,2023
4,Justin Tucker,3,3,100.0,47,0,0,2,1,0,2,2,1,12.0,12.0,99.8%,BAL,14,2023
5,Chase McLaughlin,2,2,100.0,55,0,0,1,0,1,3,3,1,11.0,11.0,3.7%,TB,14,2023
6,Cairo Santos,3,3,100.0,46,0,2,0,1,0,1,2,1,11.0,11.0,28.4%,CHI,14,2023
7,Anders Carlson,3,4,75.0,48,0,0,2,1,0,1,1,1,11.0,11.0,0.4%,FA,14,2023
8,Evan McPherson,2,2,100.0,35,0,0,2,0,0,4,4,1,10.0,10.0,88.7%,CIN,14,2023
9,Jake Elliott,2,2,100.0,52,0,0,0,1,1,1,1,1,10.0,10.0,95.3%,PHI,14,2023
10,Dustin Hopkins,1,1,100.0,55,0,0,0,0,1,4,4,1,9.0,9.0,20.7%,CLE,14,2023
11,Jason Sanders,2,3,66.7,31,0,1,1,0,0,3,3,1,9.0,9.0,49.7%,MIA,14,2023
12,Nick Folk,2,2,100.0,28,0,2,0,0,0,2,2,1,8.0,8.0,2.5%,TEN,14,2023
13,Tyler Bass,2,2,100.0,39,0,0,2,0,0,2,2,1,8.0,8.0,40.1%,BUF,14,2023
14,Eddy Pineiro,2,3,66.7,47,0,1,0,1,0,0,0,1,7.0,7.0,2.8%,CAR,14,2023
15,Randy Bullock,1,2,50.0,37,0,0,1,0,0,3,3,1,6.0,6.0,0.0%,FA,14,2023
16,Chris Boswell,1,1,100.0,56,0,0,0,0,1,1,1,1,6.0,6.0,4.4%,PIT,14,2023
17,Wil Lutz,1,1,100.0,23,0,1,0,0,0,3,3,1,6.0,6.0,1.5%,DEN,14,2023
18,Younghoe Koo,1,3,33.3,20,0,1,0,0,0,2,2,1,5.0,5.0,79.8%,ATL,14,2023
19,Jason Myers,1,1,100.0,40,0,0,0,1,0,1,1,1,5.0,5.0,8.8%,SEA,14,2023
20,Harrison Butker,1,1,100.0,27,0,1,0,0,0,2,2,1,5.0,5.0,98.8%,KC,14,2023
21,Jake Moody,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,81.0%,SF,14,2023
22,Blake Grupe,0,1,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,1.9%,NO,14,2023
23,Brandon McManus,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,14,2023
24,Chad Ryland,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,14,2023
25,Greg Joseph,1,2,50.0,36,0,0,1,0,0,0,0,1,3.0,3.0,0.1%,FA,14,2023
26,Cameron Dicker,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,51.9%,LAC,14,2023
27,Riley Patterson,0,0,0.0,0,0,0,0,0,0,1,2,1,1.0,1.0,0.1%,FA,14,2023
28,Matt Ammendola,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,2.0%,FA,14,2023
29,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,9.8%,LV,14,2023
30,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,14,2023
31,Joey Slye,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,14,2023
32,Matt Gay,0,1,0.0,0,0,0,0,0,0,0,1,1,0.0,0.0,30.7%,IND,14,2023
33,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,14,2023
34,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,14,2023
35,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,14,2023
36,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,14,2023
37,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,14,2023
38,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,14,2023
39,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,14,2023
40,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,14,2023
41,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,14,2023
42,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,89.8%,HOU,14,2023
43,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,14,2023
44,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,14,2023
45,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2023
46,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,14,2023
47,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,14,2023
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,14,2023
49,Graham Gano,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,NYG,14,2023
50,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,14,2023
51,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,14,2023
52,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,14,2023
53,Matt Prater,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.7%,ARI,14,2023
54,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,14,2023
55,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2023
56,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,14,2023
57,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,14,2023
58,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,14,2023
59,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,14,2023
60,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,14,2023
61,Alex Hale,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,14,2023
