Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jake Elliott,4,4,100.0,54,0,0,1,2,1,2,2,1,18.0,18.0,95.3%,PHI,4,2023
2,Brett Maher,3,5,60.0,54,0,0,0,1,2,2,2,1,16.0,16.0,0.0%,FA,4,2023
3,Tyler Bass,2,2,100.0,53,0,0,1,0,1,6,6,1,14.0,14.0,40.1%,BUF,4,2023
4,Brandon McManus,3,3,100.0,56,0,0,1,1,1,2,2,1,14.0,14.0,0.1%,FA,4,2023
5,Ka'imi Fairbairn,3,3,100.0,39,0,0,3,0,0,3,3,1,12.0,12.0,89.8%,HOU,4,2023
6,Brandon Aubrey,3,3,100.0,33,0,2,1,0,0,3,3,1,12.0,12.0,99.0%,DAL,4,2023
7,Nick Folk,2,2,100.0,53,0,0,1,0,1,3,3,1,11.0,11.0,2.5%,TEN,4,2023
8,Harrison Butker,3,3,100.0,37,0,1,2,0,0,2,2,1,11.0,11.0,98.8%,KC,4,2023
9,Chase McLaughlin,2,2,100.0,51,0,1,0,0,1,2,2,1,10.0,10.0,3.7%,TB,4,2023
10,Riley Patterson,2,2,100.0,37,0,0,2,0,0,4,4,1,10.0,10.0,0.1%,FA,4,2023
11,Blake Grupe,3,3,100.0,44,0,0,2,1,0,0,0,1,10.0,10.0,1.9%,NO,4,2023
12,Eddy Pineiro,2,2,100.0,56,0,1,0,0,1,1,1,1,9.0,9.0,2.8%,CAR,4,2023
13,Wil Lutz,1,1,100.0,51,0,0,0,0,1,4,4,1,9.0,9.0,1.5%,DEN,4,2023
14,Anders Carlson,2,2,100.0,50,0,0,1,0,1,0,0,1,8.0,8.0,0.4%,FA,4,2023
15,Joey Slye,1,1,100.0,27,0,1,0,0,0,4,4,1,7.0,7.0,0.2%,NE,4,2023
16,Jason Myers,1,2,50.0,34,0,0,1,0,0,3,3,1,6.0,6.0,8.8%,SEA,4,2023
17,Cameron Dicker,1,1,100.0,33,0,0,1,0,0,3,3,1,6.0,6.0,51.9%,LAC,4,2023
18,Chris Boswell,2,2,100.0,35,0,1,1,0,0,0,0,1,6.0,6.0,4.4%,PIT,4,2023
19,Daniel Carlson,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,9.8%,LV,4,2023
20,Dustin Hopkins,1,1,100.0,53,0,0,0,0,1,0,0,1,5.0,5.0,20.7%,CLE,4,2023
21,Graham Gano,1,1,100.0,55,0,0,0,0,1,0,0,1,5.0,5.0,1.0%,NYG,4,2023
22,Jake Moody,0,0,0.0,0,0,0,0,0,0,5,5,1,5.0,5.0,81.0%,SF,4,2023
23,Matt Prater,1,1,100.0,38,0,0,1,0,0,1,1,1,4.0,4.0,3.7%,ARI,4,2023
24,Greg Zuerlein,1,2,50.0,31,0,0,1,0,0,1,1,1,4.0,4.0,52.1%,NYJ,4,2023
25,Justin Tucker,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,99.8%,BAL,4,2023
26,Cairo Santos,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,28.4%,CHI,4,2023
27,Greg Joseph,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,4,2023
28,Chad Ryland,1,2,50.0,29,0,1,0,0,0,0,0,1,3.0,3.0,0.1%,FA,4,2023
29,Evan McPherson,1,1,100.0,21,0,1,0,0,0,0,0,1,3.0,3.0,88.7%,CIN,4,2023
30,Jason Sanders,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,49.7%,MIA,4,2023
31,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,79.8%,ATL,4,2023
32,Matt Gay,0,1,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,30.7%,IND,4,2023
33,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,4,2023
34,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,4,2023
35,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,4,2023
36,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,4,2023
37,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,4,2023
38,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,4,2023
39,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,4,2023
40,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,4,2023
41,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,4,2023
42,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,4,2023
43,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,4,2023
44,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,4,2023
45,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,4,2023
46,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
47,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,4,2023
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,4,2023
49,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,4,2023
50,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,4,2023
51,Andrew Wellock,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
52,Mark Hickok,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,4,2023
53,MacKenzie Hoambrecker,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
54,Andrew Jacas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
55,Connor Hughes,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,4,2023
56,Garrett Lindholm,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,4,2023
57,Kai Forbath,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0%,LAR,4,2023
58,Saverio Rocca,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,4,2023
59,Alex Hale,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,GB,4,2023
