Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Wil Lutz,5,5,100.0,52,0,1,3,0,1,0,0,1,17.0,17.0,1.5%,DEN,11,2023
2,Tyler Bass,4,4,100.0,50,0,0,2,1,1,2,3,1,17.0,17.0,40.1%,BUF,11,2023
3,Cairo Santos,4,4,100.0,53,0,0,2,1,1,2,2,1,17.0,17.0,28.4%,CHI,11,2023
4,Jason Myers,3,4,75.0,54,0,0,0,1,2,1,1,1,15.0,15.0,8.8%,SEA,11,2023
5,Jason Sanders,2,3,66.7,51,0,0,0,1,1,2,2,1,11.0,11.0,49.7%,MIA,11,2023
6,Justin Tucker,2,2,100.0,47,0,1,0,1,0,4,4,1,11.0,11.0,99.8%,BAL,11,2023
7,Brandon McManus,2,2,100.0,30,0,1,1,0,0,4,4,1,10.0,10.0,0.1%,FA,11,2023
8,Evan McPherson,2,3,66.7,50,0,1,0,0,1,2,2,1,10.0,10.0,88.7%,CIN,11,2023
9,Brandon Aubrey,2,2,100.0,30,0,1,1,0,0,3,4,1,9.0,9.0,99.0%,DAL,11,2023
10,Jake Moody,2,2,100.0,37,0,1,1,0,0,3,3,1,9.0,9.0,81.0%,SF,11,2023
11,Greg Joseph,2,2,100.0,34,0,0,2,0,0,2,2,1,8.0,8.0,0.1%,FA,11,2023
12,Joey Slye,2,2,100.0,42,0,1,0,1,0,1,2,1,8.0,8.0,0.2%,NE,11,2023
13,Daniel Carlson,2,2,100.0,47,0,0,1,1,0,1,1,1,8.0,8.0,9.8%,LV,11,2023
14,Cameron Dicker,2,2,100.0,26,0,2,0,0,0,2,2,1,8.0,8.0,51.9%,LAC,11,2023
15,Dustin Hopkins,2,2,100.0,34,0,1,1,0,0,1,1,1,7.0,7.0,20.7%,CLE,11,2023
16,Randy Bullock,1,1,100.0,36,0,0,1,0,0,4,4,1,7.0,7.0,0.0%,FA,11,2023
17,Matt Prater,1,1,100.0,57,0,0,0,0,1,1,1,1,6.0,6.0,3.7%,ARI,11,2023
18,Harrison Butker,1,1,100.0,43,0,0,0,1,0,2,2,1,6.0,6.0,98.8%,KC,11,2023
19,Anders Carlson,1,2,50.0,28,0,1,0,0,0,2,3,1,5.0,5.0,0.4%,FA,11,2023
20,Lucas Havrisik,1,1,100.0,22,0,1,0,0,0,2,2,1,5.0,5.0,0.1%,FA,11,2023
21,Eddy Pineiro,1,1,100.0,42,0,0,0,1,0,1,1,1,5.0,5.0,2.8%,CAR,11,2023
22,Chris Boswell,1,1,100.0,28,0,1,0,0,0,1,1,1,4.0,4.0,4.4%,PIT,11,2023
23,Riley Patterson,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,0.1%,FA,11,2023
24,Matt Ammendola,0,1,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,2.0%,FA,11,2023
25,Jake Elliott,0,0,0.0,0,0,0,0,0,0,3,3,1,3.0,3.0,95.3%,PHI,11,2023
26,Chase McLaughlin,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,3.7%,TB,11,2023
27,Nick Folk,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,2.5%,TEN,11,2023
28,Younghoe Koo,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,79.8%,ATL,11,2023
29,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,11,2023
