Rank,Player,FG,FGA,PCT,LG,1-19,20-29,30-39,40-49,50+,XPT,XPA,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Riley Patterson,4,5,80.0,52,0,0,2,1,1,2,2,1,17.0,17.0,0.1%,FA,8,2023
2,Brandon McManus,4,4,100.0,51,0,0,2,0,2,0,0,1,16.0,16.0,0.1%,FA,8,2023
3,Cameron Dicker,3,3,100.0,53,0,0,0,2,1,3,3,1,16.0,16.0,51.9%,LAC,8,2023
4,Brandon Aubrey,2,2,100.0,58,0,1,0,0,1,5,5,1,13.0,13.0,99.0%,DAL,8,2023
5,Younghoe Koo,3,3,100.0,49,0,1,1,1,0,2,2,1,12.0,12.0,79.8%,ATL,8,2023
6,Harrison Butker,3,3,100.0,56,0,1,1,0,1,0,0,1,11.0,11.0,98.8%,KC,8,2023
7,Matt Gay,2,2,100.0,42,0,1,0,1,0,3,3,1,10.0,10.0,30.7%,IND,8,2023
8,Jake Elliott,1,1,100.0,51,0,0,0,0,1,5,5,1,10.0,10.0,95.3%,PHI,8,2023
9,Eddy Pineiro,3,3,100.0,46,0,1,1,1,0,0,1,1,10.0,10.0,2.8%,CAR,8,2023
10,Evan McPherson,1,2,50.0,56,0,0,0,0,1,4,4,1,9.0,9.0,88.7%,CIN,8,2023
11,Joey Slye,1,1,100.0,61,0,0,0,0,1,4,4,1,9.0,9.0,0.2%,NE,8,2023
12,Blake Grupe,1,1,100.0,27,0,1,0,0,0,5,5,1,8.0,8.0,1.9%,NO,8,2023
13,Justin Tucker,1,2,50.0,48,0,0,0,1,0,4,4,1,8.0,8.0,99.8%,BAL,8,2023
14,Dustin Hopkins,2,2,100.0,27,0,2,0,0,0,2,2,1,8.0,8.0,20.7%,CLE,8,2023
15,Jason Sanders,1,1,100.0,30,0,0,1,0,0,4,4,1,7.0,7.0,49.7%,MIA,8,2023
16,Lucas Havrisik,2,2,100.0,47,0,0,1,1,0,0,0,1,7.0,7.0,0.1%,FA,8,2023
17,Greg Zuerlein,2,2,100.0,35,0,0,2,0,0,1,1,1,7.0,7.0,52.1%,NYJ,8,2023
18,Wil Lutz,1,2,50.0,28,0,1,0,0,0,3,3,1,6.0,6.0,1.5%,DEN,8,2023
19,Greg Joseph,1,3,33.3,25,0,1,0,0,0,3,3,1,6.0,6.0,0.1%,FA,8,2023
20,Chase McLaughlin,1,2,50.0,57,0,0,0,0,1,1,1,1,6.0,6.0,3.7%,TB,8,2023
21,Tyler Bass,1,1,100.0,37,0,0,1,0,0,3,3,1,6.0,6.0,40.1%,BUF,8,2023
22,Jason Myers,1,1,100.0,32,0,0,1,0,0,3,3,1,6.0,6.0,8.8%,SEA,8,2023
23,Matt Prater,1,1,100.0,47,0,0,0,1,0,1,1,1,5.0,5.0,3.7%,ARI,8,2023
24,Chad Ryland,1,1,100.0,38,0,0,1,0,0,2,2,1,5.0,5.0,0.1%,FA,8,2023
25,Jake Moody,1,1,100.0,36,0,0,1,0,0,2,2,1,5.0,5.0,81.0%,SF,8,2023
26,Graham Gano,1,3,33.3,31,0,0,1,0,0,1,1,1,4.0,4.0,1.0%,NYG,8,2023
27,Anders Carlson,1,1,100.0,30,0,0,1,0,0,1,1,1,4.0,4.0,0.4%,FA,8,2023
28,Chris Boswell,1,2,50.0,22,0,1,0,0,0,1,1,1,4.0,4.0,4.4%,PIT,8,2023
29,Nick Folk,0,0,0.0,0,0,0,0,0,0,4,4,1,4.0,4.0,2.5%,TEN,8,2023
30,Daniel Carlson,0,0,0.0,0,0,0,0,0,0,2,2,1,2.0,2.0,9.8%,LV,8,2023
31,Cairo Santos,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,28.4%,CHI,8,2023
32,Ka'imi Fairbairn,0,0,0.0,0,0,0,0,0,0,1,1,1,1.0,1.0,89.8%,HOU,8,2023
33,Michael Badgley,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.1%,DET,8,2023
34,Jake Bates,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0%,DET,8,2023
35,Jude McAtamney,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYG,8,2023
36,Spencer Shrader,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,8,2023
37,Will Reichard,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.6%,MIN,8,2023
38,Brayden Narveson,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0%,GB,8,2023
39,Joshua Karty,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.3%,LAR,8,2023
40,Cam Little,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.6%,JAC,8,2023
41,Charlie Smyth,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,8,2023
42,Cade York,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,WAS,8,2023
43,Steven Weatherford,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,8,2023
44,Piotr Czech,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PIT,8,2023
45,Zac Derr,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,8,2023
46,Ricky Schmit,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,8,2023
47,Parker Douglass,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,8,2023
48,Jason Reda,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,8,2023
49,Garrett Rivas,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,8,2023
50,Carlos Martinez,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DAL,8,2023
