Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Atlanta Falcons,5,4,0,0,0,0,1,1,26.0,26.0,11.4%,ATL,11,2019
2,New Orleans Saints,2,4,0,0,1,0,0,1,17.0,17.0,64.3%,NO,11,2019
3,Cleveland Browns,4,4,0,1,0,0,0,1,16.0,16.0,97.8%,CLE,11,2019
4,Baltimore Ravens,7,1,1,1,0,0,0,1,15.0,15.0,97.7%,BAL,11,2019
5,San Francisco 49ers,4,0,2,2,1,0,0,1,14.0,14.0,99.0%,SF,11,2019
6,Las Vegas Raiders,5,1,1,1,0,0,0,1,13.0,13.0,6.5%,LV,11,2019
7,New England Patriots,5,0,1,1,0,0,0,1,11.0,11.0,2.9%,NE,11,2019
8,Kansas City Chiefs,2,4,0,1,0,0,0,1,11.0,11.0,79.3%,KC,11,2019
9,Buffalo Bills,7,0,1,0,0,0,0,1,10.0,10.0,51.7%,BUF,11,2019
10,Indianapolis Colts,2,1,0,0,0,0,0,1,10.0,10.0,6.9%,IND,11,2019
11,Los Angeles Rams,3,1,0,0,0,0,0,1,9.0,9.0,1.4%,LAR,11,2019
12,Denver Broncos,5,0,2,1,0,0,0,1,9.0,9.0,7.8%,DEN,11,2019
13,New York Jets,6,1,0,0,0,0,0,1,9.0,9.0,94.9%,NYJ,11,2019
14,Cincinnati Bengals,3,1,1,1,0,0,0,1,8.0,8.0,58.3%,CIN,11,2019
15,Jacksonville Jaguars,3,1,1,1,0,0,0,1,6.0,6.0,19.9%,JAC,11,2019
16,Arizona Cardinals,2,2,0,0,0,0,0,1,5.0,5.0,0.4%,ARI,11,2019
17,Washington Commanders,2,1,1,1,0,0,0,1,5.0,5.0,1.0%,WAS,11,2019
18,Chicago Bears,0,1,1,3,0,0,0,1,5.0,5.0,46.1%,CHI,11,2019
19,Minnesota Vikings,2,1,0,0,0,0,0,1,4.0,4.0,33.7%,MIN,11,2019
20,Dallas Cowboys,3,0,0,0,0,0,0,1,3.0,3.0,98.7%,DAL,11,2019
21,Los Angeles Chargers,1,1,0,1,0,0,0,1,3.0,3.0,9.6%,LAC,11,2019
22,Philadelphia Eagles,1,0,0,0,0,0,0,1,2.0,2.0,43.3%,PHI,11,2019
23,Carolina Panthers,3,0,0,1,0,0,0,1,2.0,2.0,1.0%,CAR,11,2019
24,Miami Dolphins,0,0,0,2,0,0,1,1,2.0,2.0,77.9%,MIA,11,2019
25,Pittsburgh Steelers,1,0,0,0,0,0,0,1,1.0,1.0,91.3%,PIT,11,2019
26,Tampa Bay Buccaneers,1,0,0,1,0,0,0,1,0.0,0.0,6.5%,TB,11,2019
27,Detroit Lions,1,0,1,1,0,0,0,1,-1.0,-1.0,40.6%,DET,11,2019
28,Houston Texans,0,0,0,0,0,0,0,1,-4.0,-4.0,36.0%,HOU,11,2019
