Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,5,4,0,2,0,0,1,1,25.0,25.0,2.9%,NE,4,2019
2,New York Giants,3,4,0,0,1,0,0,1,24.0,24.0,3.3%,NYG,4,2019
3,Pittsburgh Steelers,8,1,1,2,0,0,0,1,19.0,19.0,91.3%,PIT,4,2019
4,Chicago Bears,6,0,2,3,0,0,0,1,17.0,17.0,46.1%,CHI,4,2019
5,Seattle Seahawks,4,1,0,0,1,0,0,1,16.0,16.0,32.1%,SEA,4,2019
6,Tampa Bay Buccaneers,2,3,1,1,1,0,0,1,15.0,15.0,6.5%,TB,4,2019
7,Carolina Panthers,6,1,1,1,0,0,0,1,14.0,14.0,1.0%,CAR,4,2019
8,Kansas City Chiefs,4,0,2,2,1,0,0,1,13.0,13.0,79.3%,KC,4,2019
9,Tennessee Titans,5,0,1,1,0,0,0,1,11.0,11.0,1.1%,TEN,4,2019
10,New Orleans Saints,1,1,2,2,0,0,0,1,11.0,11.0,64.3%,NO,4,2019
11,Dallas Cowboys,5,1,0,0,0,0,0,1,11.0,11.0,98.7%,DAL,4,2019
12,Los Angeles Chargers,5,1,0,2,0,0,0,1,11.0,11.0,9.6%,LAC,4,2019
13,Cleveland Browns,4,2,1,1,0,0,0,1,10.0,10.0,97.8%,CLE,4,2019
14,Las Vegas Raiders,0,1,1,1,1,0,0,1,10.0,10.0,6.5%,LV,4,2019
15,Houston Texans,3,0,3,3,0,0,0,1,10.0,10.0,36.0%,HOU,4,2019
16,Washington Commanders,0,2,2,2,0,0,0,1,9.0,9.0,1.0%,WAS,4,2019
17,Los Angeles Rams,2,1,0,0,1,0,0,1,6.0,6.0,1.4%,LAR,4,2019
18,Buffalo Bills,0,1,0,1,0,0,0,1,6.0,6.0,51.7%,BUF,4,2019
19,Philadelphia Eagles,1,1,1,1,0,0,0,1,5.0,5.0,43.3%,PHI,4,2019
20,Denver Broncos,5,0,0,1,0,0,0,1,5.0,5.0,7.8%,DEN,4,2019
21,Detroit Lions,0,0,3,2,0,0,0,1,5.0,5.0,40.6%,DET,4,2019
22,Arizona Cardinals,4,0,0,3,0,0,0,1,4.0,4.0,0.4%,ARI,4,2019
23,Indianapolis Colts,1,0,1,0,0,0,0,1,3.0,3.0,6.9%,IND,4,2019
24,Minnesota Vikings,1,0,0,0,0,0,0,1,2.0,2.0,33.7%,MIN,4,2019
25,Jacksonville Jaguars,0,1,0,0,0,0,0,1,2.0,2.0,19.9%,JAC,4,2019
26,Cincinnati Bengals,0,0,1,1,0,0,0,1,2.0,2.0,58.3%,CIN,4,2019
27,Atlanta Falcons,0,0,0,3,0,0,0,1,0.0,0.0,11.4%,ATL,4,2019
28,Miami Dolphins,1,0,0,0,0,0,0,1,0.0,0.0,77.9%,MIA,4,2019
29,Green Bay Packers,0,0,0,0,0,0,0,1,-1.0,-1.0,10.2%,GB,4,2019
30,Baltimore Ravens,1,1,0,0,0,0,0,1,-1.0,-1.0,97.7%,BAL,4,2019
