Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,New England Patriots,1,3,1,1,1,0,1,1,27.0,27.0,2.9%,NE,6,2019
2,Denver Broncos,7,3,0,1,0,0,0,1,23.0,23.0,7.8%,DEN,6,2019
3,Carolina Panthers,7,5,2,2,0,0,0,1,21.0,21.0,1.0%,CAR,6,2019
4,Pittsburgh Steelers,1,2,1,0,1,0,0,1,14.0,14.0,91.3%,PIT,6,2019
5,New York Giants,3,1,1,1,1,0,0,1,13.0,13.0,3.3%,NYG,6,2019
6,New Orleans Saints,2,1,0,0,0,0,0,1,11.0,11.0,64.3%,NO,6,2019
7,San Francisco 49ers,4,0,1,1,0,0,0,1,10.0,10.0,99.0%,SF,6,2019
8,Washington Commanders,5,2,0,1,0,0,0,1,10.0,10.0,1.0%,WAS,6,2019
9,Seattle Seahawks,0,3,1,1,0,0,0,1,9.0,9.0,32.1%,SEA,6,2019
10,Cincinnati Bengals,1,0,1,1,0,0,1,1,9.0,9.0,58.3%,CIN,6,2019
11,Minnesota Vikings,2,2,1,1,0,0,0,1,9.0,9.0,33.7%,MIN,6,2019
12,Los Angeles Rams,2,1,1,1,0,0,0,1,7.0,7.0,1.4%,LAR,6,2019
13,Jacksonville Jaguars,3,0,0,1,0,0,0,1,7.0,7.0,19.9%,JAC,6,2019
14,Detroit Lions,1,1,2,1,0,0,0,1,7.0,7.0,40.6%,DET,6,2019
15,Houston Texans,1,1,1,1,0,0,0,1,5.0,5.0,36.0%,HOU,6,2019
16,Kansas City Chiefs,0,2,1,1,0,0,0,1,5.0,5.0,79.3%,KC,6,2019
17,Baltimore Ravens,2,1,0,0,0,0,0,1,5.0,5.0,97.7%,BAL,6,2019
18,Dallas Cowboys,2,1,0,0,0,0,0,1,4.0,4.0,98.7%,DAL,6,2019
19,Cleveland Browns,3,0,1,2,0,0,0,1,4.0,4.0,97.8%,CLE,6,2019
20,Tennessee Titans,1,1,0,1,0,0,0,1,4.0,4.0,1.1%,TEN,6,2019
21,Green Bay Packers,3,0,0,0,0,0,0,1,3.0,3.0,10.2%,GB,6,2019
22,Los Angeles Chargers,0,1,0,0,0,0,0,1,3.0,3.0,9.6%,LAC,6,2019
23,Arizona Cardinals,2,0,0,1,0,0,0,1,1.0,1.0,0.4%,ARI,6,2019
24,Philadelphia Eagles,1,1,1,1,0,0,0,1,1.0,1.0,43.3%,PHI,6,2019
25,New York Jets,1,0,0,0,0,0,0,1,1.0,1.0,94.9%,NYJ,6,2019
26,Miami Dolphins,0,0,0,0,0,0,0,1,1.0,1.0,77.9%,MIA,6,2019
27,Tampa Bay Buccaneers,2,0,1,0,0,0,0,1,0.0,0.0,6.5%,TB,6,2019
28,Atlanta Falcons,0,0,0,0,0,0,0,1,-1.0,-1.0,11.4%,ATL,6,2019
