Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Minnesota Vikings,3,3,4,5,1,0,0,1,27.0,27.0,33.7%,MIN,15,2019
2,New England Patriots,0,4,1,0,1,0,0,1,20.0,20.0,2.9%,NE,15,2019
3,Buffalo Bills,4,4,1,3,0,0,0,1,18.0,18.0,51.7%,BUF,15,2019
4,Tampa Bay Buccaneers,2,2,1,1,1,0,0,1,15.0,15.0,6.5%,TB,15,2019
5,Green Bay Packers,3,2,1,1,0,0,0,1,13.0,13.0,10.2%,GB,15,2019
6,Atlanta Falcons,1,0,2,2,1,0,0,1,11.0,11.0,11.4%,ATL,15,2019
7,Kansas City Chiefs,2,1,0,0,0,0,0,1,11.0,11.0,79.3%,KC,15,2019
8,Philadelphia Eagles,1,0,1,1,1,0,0,1,9.0,9.0,43.3%,PHI,15,2019
9,New York Giants,3,0,1,1,0,1,0,1,8.0,8.0,3.3%,NYG,15,2019
10,Baltimore Ravens,1,1,1,1,0,0,0,1,8.0,8.0,97.7%,BAL,15,2019
11,Seattle Seahawks,1,3,0,1,0,0,0,1,7.0,7.0,32.1%,SEA,15,2019
12,Pittsburgh Steelers,1,1,1,2,0,0,0,1,6.0,6.0,91.3%,PIT,15,2019
13,Houston Texans,2,1,0,0,0,0,0,1,6.0,6.0,36.0%,HOU,15,2019
14,New York Jets,1,0,0,0,0,0,1,1,5.0,5.0,94.9%,NYJ,15,2019
15,Jacksonville Jaguars,4,0,0,0,0,0,0,1,5.0,5.0,19.9%,JAC,15,2019
16,Denver Broncos,3,1,0,0,0,0,0,1,5.0,5.0,7.8%,DEN,15,2019
17,Tennessee Titans,1,2,0,1,0,0,0,1,5.0,5.0,1.1%,TEN,15,2019
18,New Orleans Saints,1,0,0,0,0,0,0,1,5.0,5.0,64.3%,NO,15,2019
19,Arizona Cardinals,1,1,1,1,0,0,0,1,5.0,5.0,0.4%,ARI,15,2019
20,Dallas Cowboys,2,1,0,0,0,0,0,1,4.0,4.0,98.7%,DAL,15,2019
21,San Francisco 49ers,2,0,1,0,0,0,0,1,4.0,4.0,99.0%,SF,15,2019
22,Miami Dolphins,1,3,0,0,0,0,0,1,3.0,3.0,77.9%,MIA,15,2019
23,Las Vegas Raiders,2,0,0,0,0,0,0,1,3.0,3.0,6.5%,LV,15,2019
24,Detroit Lions,2,1,0,0,0,0,0,1,3.0,3.0,40.6%,DET,15,2019
25,Carolina Panthers,2,1,0,0,0,0,0,1,3.0,3.0,1.0%,CAR,15,2019
26,Washington Commanders,2,0,1,3,0,0,0,1,3.0,3.0,1.0%,WAS,15,2019
27,Los Angeles Chargers,0,1,0,0,0,0,0,1,1.0,1.0,9.6%,LAC,15,2019
28,Cincinnati Bengals,2,0,0,1,0,0,0,1,1.0,1.0,58.3%,CIN,15,2019
29,Chicago Bears,1,0,0,0,0,0,0,1,1.0,1.0,46.1%,CHI,15,2019
30,Indianapolis Colts,0,0,0,0,0,0,0,1,-1.0,-1.0,6.9%,IND,15,2019
31,Cleveland Browns,0,1,0,0,0,0,0,1,-2.0,-2.0,97.8%,CLE,15,2019
32,Los Angeles Rams,0,0,0,0,0,0,0,1,-4.0,-4.0,1.4%,LAR,15,2019
