Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Chicago Bears,4,3,2,3,1,0,0,1,21.0,21.0,46.1%,CHI,3,2019
2,New York Jets,1,1,1,0,2,0,0,1,16.0,16.0,94.9%,NYJ,3,2019
3,Jacksonville Jaguars,9,0,1,2,0,0,0,1,15.0,15.0,19.9%,JAC,3,2019
4,New Orleans Saints,0,0,1,1,1,0,1,1,14.0,14.0,64.3%,NO,3,2019
5,New England Patriots,5,1,0,0,0,0,0,1,14.0,14.0,2.9%,NE,3,2019
6,Detroit Lions,3,0,2,2,0,0,1,1,13.0,13.0,40.6%,DET,3,2019
7,Green Bay Packers,6,1,2,1,0,0,0,1,13.0,13.0,10.2%,GB,3,2019
8,Carolina Panthers,8,2,0,0,0,0,0,1,13.0,13.0,1.0%,CAR,3,2019
9,Dallas Cowboys,3,0,1,1,0,0,0,1,12.0,12.0,98.7%,DAL,3,2019
10,Pittsburgh Steelers,1,2,3,1,0,0,0,1,11.0,11.0,91.3%,PIT,3,2019
11,Buffalo Bills,2,2,2,2,0,0,0,1,11.0,11.0,51.7%,BUF,3,2019
12,Cleveland Browns,2,2,1,1,0,0,0,1,9.0,9.0,97.8%,CLE,3,2019
13,Los Angeles Rams,3,1,0,1,0,0,0,1,9.0,9.0,1.4%,LAR,3,2019
14,Houston Texans,5,0,1,1,0,0,0,1,8.0,8.0,36.0%,HOU,3,2019
15,Tampa Bay Buccaneers,5,0,2,2,0,0,0,1,8.0,8.0,6.5%,TB,3,2019
16,San Francisco 49ers,2,1,1,2,0,0,0,1,7.0,7.0,99.0%,SF,3,2019
17,Minnesota Vikings,4,1,0,0,0,0,0,1,7.0,7.0,33.7%,MIN,3,2019
18,New York Giants,4,1,0,0,0,0,0,1,7.0,7.0,3.3%,NYG,3,2019
19,Cincinnati Bengals,1,1,1,2,0,0,0,1,5.0,5.0,58.3%,CIN,3,2019
20,Washington Commanders,3,1,0,0,0,0,0,1,5.0,5.0,1.0%,WAS,3,2019
21,Los Angeles Chargers,2,0,1,0,0,0,0,1,4.0,4.0,9.6%,LAC,3,2019
22,Seattle Seahawks,0,0,1,0,0,0,0,1,2.0,2.0,32.1%,SEA,3,2019
23,Miami Dolphins,1,1,0,0,0,0,0,1,2.0,2.0,77.9%,MIA,3,2019
24,Philadelphia Eagles,0,0,0,0,0,0,0,1,2.0,2.0,43.3%,PHI,3,2019
25,Kansas City Chiefs,3,0,0,0,0,0,0,1,2.0,2.0,79.3%,KC,3,2019
26,Indianapolis Colts,0,1,0,0,0,0,0,1,2.0,2.0,6.9%,IND,3,2019
27,Atlanta Falcons,1,0,0,0,0,0,0,1,1.0,1.0,11.4%,ATL,3,2019
28,Tennessee Titans,0,0,0,0,0,0,0,1,1.0,1.0,1.1%,TEN,3,2019
29,Denver Broncos,0,0,0,0,0,0,0,1,0.0,0.0,7.8%,DEN,3,2019
30,Baltimore Ravens,1,0,0,2,0,0,0,1,0.0,0.0,97.7%,BAL,3,2019
31,Arizona Cardinals,2,0,1,2,0,0,0,1,0.0,0.0,0.4%,ARI,3,2019
32,Las Vegas Raiders,0,0,0,0,0,0,0,1,-1.0,-1.0,6.5%,LV,3,2019
