Rank,Player,SACK,INT,FR,FF,DEF TD,SFTY,SPC TD,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Pittsburgh Steelers,4,3,1,3,1,0,0,1,25.0,25.0,91.3%,PIT,10,2019
2,Baltimore Ravens,2,1,2,2,2,0,0,1,24.0,24.0,97.7%,BAL,10,2019
3,Los Angeles Rams,3,0,2,2,1,1,0,1,19.0,19.0,1.4%,LAR,10,2019
4,San Francisco 49ers,5,1,3,5,1,0,0,1,19.0,19.0,99.0%,SF,10,2019
5,Seattle Seahawks,5,1,2,2,1,0,0,1,18.0,18.0,32.1%,SEA,10,2019
6,Las Vegas Raiders,5,3,0,1,1,0,0,1,17.0,17.0,6.5%,LV,10,2019
7,New York Jets,6,0,2,3,1,0,0,1,16.0,16.0,94.9%,NYJ,10,2019
8,Miami Dolphins,1,3,0,1,0,0,0,1,11.0,11.0,77.9%,MIA,10,2019
9,Tennessee Titans,2,0,1,1,1,0,0,1,11.0,11.0,1.1%,TEN,10,2019
10,Atlanta Falcons,6,0,0,0,0,0,0,1,10.0,10.0,11.4%,ATL,10,2019
11,Arizona Cardinals,4,2,1,1,0,0,0,1,9.0,9.0,0.4%,ARI,10,2019
12,Green Bay Packers,3,1,1,1,0,0,0,1,8.0,8.0,10.2%,GB,10,2019
13,Indianapolis Colts,3,1,1,1,0,0,0,1,8.0,8.0,6.9%,IND,10,2019
14,Chicago Bears,2,1,0,0,0,0,0,1,8.0,8.0,46.1%,CHI,10,2019
15,Detroit Lions,5,0,0,0,0,0,0,1,6.0,6.0,40.6%,DET,10,2019
16,Tampa Bay Buccaneers,2,1,1,1,0,0,0,1,6.0,6.0,6.5%,TB,10,2019
17,Buffalo Bills,2,0,0,0,0,1,0,1,5.0,5.0,51.7%,BUF,10,2019
18,Kansas City Chiefs,4,0,1,1,0,0,0,1,5.0,5.0,79.3%,KC,10,2019
19,Minnesota Vikings,1,1,0,0,0,0,0,1,3.0,3.0,33.7%,MIN,10,2019
20,New Orleans Saints,1,1,0,0,0,0,0,1,3.0,3.0,64.3%,NO,10,2019
21,Los Angeles Chargers,3,0,0,0,0,0,0,1,3.0,3.0,9.6%,LAC,10,2019
22,Cleveland Browns,1,0,0,1,0,0,0,1,2.0,2.0,97.8%,CLE,10,2019
23,Carolina Panthers,2,0,0,0,0,0,0,1,2.0,2.0,1.0%,CAR,10,2019
24,New York Giants,2,0,0,0,0,0,0,1,1.0,1.0,3.3%,NYG,10,2019
25,Dallas Cowboys,1,0,0,0,0,0,0,1,0.0,0.0,98.7%,DAL,10,2019
26,Cincinnati Bengals,1,1,0,0,0,0,0,1,-1.0,-1.0,58.3%,CIN,10,2019
