Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Justin Fields,17,28,60.7,123,4.4,3,0,2,15,178,1,0,1,42.7,42.7,6.0%,PIT,9,2022
2,Patrick Mahomes II,43,68,63.2,446,6.6,1,1,4,6,63,1,0,1,35.1,35.1,99.9%,KC,9,2022
3,Josh Allen,18,34,52.9,205,6.0,0,2,5,9,86,2,0,1,26.8,26.8,100.0%,BUF,9,2022
4,Tua Tagovailoa,21,30,70.0,302,10.1,3,0,0,5,0,0,0,1,24.1,24.1,80.1%,MIA,9,2022
5,Geno Smith,26,34,76.5,275,8.1,2,1,2,6,38,0,0,1,21.8,21.8,21.9%,SEA,9,2022
6,Jalen Hurts,21,27,77.8,243,9.0,2,0,4,9,23,0,1,1,20.0,20.0,99.9%,PHI,9,2022
7,Joe Burrow,22,28,78.6,206,7.4,1,0,1,4,9,1,0,1,19.1,19.1,98.2%,CIN,9,2022
8,Kyler Murray,25,35,71.4,175,5.0,2,0,5,8,60,0,1,1,19.0,19.0,94.7%,ARI,9,2022
9,Derek Carr,21,36,58.3,259,7.2,2,0,2,0,0,0,0,1,18.4,18.4,7.1%,NO,9,2022
10,Lamar Jackson,12,22,54.5,133,6.0,1,0,3,11,82,0,0,1,17.5,17.5,99.9%,BAL,9,2022
11,Kirk Cousins,22,40,55.0,265,6.6,2,1,2,2,-2,0,0,1,17.4,17.4,64.2%,ATL,9,2022
12,Trevor Lawrence,25,31,80.6,235,7.6,1,0,0,6,53,0,1,1,16.7,16.7,66.9%,JAC,9,2022
13,Aaron Rodgers,23,43,53.5,291,6.8,1,3,1,4,40,0,0,1,16.6,16.6,72.2%,NYJ,9,2022
14,Tom Brady,36,58,62.1,280,4.8,1,0,1,0,0,0,0,1,15.2,15.2,2.7%,FA,9,2022
15,Taylor Heinicke,15,28,53.6,149,5.3,2,1,3,4,17,0,0,1,14.7,14.7,0.0%,LAC,9,2022
16,Baker Mayfield,14,20,70.0,155,7.8,2,0,0,0,0,0,0,1,14.2,14.2,31.7%,TB,9,2022
17,Davis Mills,13,22,59.1,154,7.0,2,2,3,3,18,0,0,1,14.0,14.0,0.1%,HOU,9,2022
18,Justin Herbert,30,43,69.8,245,5.7,1,1,0,1,3,0,0,1,13.1,13.1,65.1%,LAC,9,2022
19,Jared Goff,14,26,53.8,137,5.3,2,1,0,1,-1,0,0,1,12.4,12.4,73.4%,DET,9,2022
20,Andy Dalton,19,29,65.5,210,7.2,1,1,4,2,5,0,0,1,11.9,11.9,0.1%,CAR,9,2022
21,Zach Wilson,18,25,72.0,154,6.2,1,0,2,5,24,0,1,1,10.6,10.6,0.1%,DEN,9,2022
22,Matthew Stafford,13,27,48.1,165,6.1,1,0,4,2,-1,0,0,1,10.5,10.5,49.9%,LAR,9,2022
23,Mac Jones,20,30,66.7,147,4.9,1,0,4,1,-2,0,0,1,9.7,9.7,0.1%,JAC,9,2022
24,Marcus Mariota,12,23,52.2,129,5.6,0,0,2,5,24,0,0,1,7.6,7.6,0.1%,WAS,9,2022
25,Malik Willis,5,16,31.3,80,5.0,0,0,3,8,40,0,0,1,7.2,7.2,0.1%,GB,9,2022
26,Sam Ehlinger,15,29,51.7,103,3.6,0,1,9,5,39,0,0,1,7.0,7.0,0.0%,IND,9,2022
27,Brandon Allen,3,3,100.0,22,7.3,0,0,1,3,-1,0,0,1,0.8,0.8,0.0%,SF,9,2022
28,Taysom Hill,1,1,100.0,13,13.0,0,0,0,1,6,0,0,1,0.0,0.0,45.9%,NO,9,2022
29,Nick Mullens,1,1,100.0,-3,-3.0,0,0,0,0,0,0,0,1,-0.1,-0.1,0.1%,MIN,9,2022
30,P.J. Walker,3,10,30.0,9,0.9,0,2,0,1,6,0,0,1,-1.0,-1.0,0.0%,FA,9,2022
