Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jalen Hurts,29,39,74.4,380,9.7,3,0,2,5,12,1,0,1,34.4,34.4,99.9%,PHI,13,2022
2,Joe Burrow,25,31,80.6,286,9.2,2,0,1,11,46,1,0,1,30.0,30.0,98.2%,CIN,13,2022
3,Geno Smith,28,39,71.8,367,9.4,3,1,4,2,3,0,1,1,24.0,24.0,21.9%,SEA,13,2022
4,Jared Goff,31,41,75.6,340,8.3,2,0,2,0,0,0,0,1,21.6,21.6,73.4%,DET,13,2022
5,Justin Fields,20,25,80.0,254,10.2,0,2,0,6,71,1,0,1,21.3,21.3,6.0%,PIT,13,2022
6,Patrick Mahomes II,16,27,59.3,223,8.3,1,0,2,2,9,1,0,1,19.8,19.8,99.9%,KC,13,2022
7,Mike White,31,57,54.4,369,6.5,0,2,1,3,7,1,0,1,19.5,19.5,0.1%,BUF,13,2022
8,Tom Brady,36,54,66.7,281,5.2,2,1,1,1,-1,0,0,1,18.1,18.1,2.7%,FA,13,2022
9,Justin Herbert,28,47,59.6,335,7.1,1,0,5,5,7,0,0,1,18.1,18.1,65.1%,LAC,13,2022
10,Dak Prescott,20,30,66.7,170,5.7,3,1,1,0,0,0,0,1,17.8,17.8,96.3%,DAL,13,2022
11,Taylor Heinicke,27,41,65.9,275,6.7,2,0,5,2,6,0,1,1,17.6,17.6,0.0%,LAC,13,2022
12,Daniel Jones,25,31,80.6,200,6.5,1,0,4,12,71,0,1,1,17.1,17.1,7.4%,NYG,13,2022
13,Derek Carr,16,30,53.3,250,8.3,2,1,0,0,0,0,0,1,17.0,17.0,7.1%,NO,13,2022
14,Josh Allen,22,33,66.7,223,6.8,2,0,2,8,20,0,1,1,16.9,16.9,100.0%,BUF,13,2022
15,Tyler Huntley,27,32,84.4,187,5.8,0,1,2,10,41,1,0,1,16.6,16.6,0.0%,BAL,13,2022
16,Trevor Lawrence,17,31,54.8,179,5.8,1,0,2,4,32,0,0,1,16.4,16.4,66.9%,JAC,13,2022
17,Tua Tagovailoa,18,33,54.5,295,8.9,2,2,3,0,0,0,1,1,15.8,15.8,80.1%,MIA,13,2022
18,Brock Purdy,25,37,67.6,210,5.7,2,1,3,4,-1,0,0,1,15.3,15.3,92.4%,SF,13,2022
19,Aaron Rodgers,18,31,58.1,182,5.9,1,0,0,3,4,0,0,1,13.7,13.7,72.2%,NYJ,13,2022
20,Andy Dalton,20,28,71.4,229,8.2,1,0,2,1,1,0,0,1,13.3,13.3,0.1%,CAR,13,2022
21,Kenny Pickett,16,28,57.1,197,7.0,1,0,0,7,14,0,0,1,13.3,13.3,0.2%,PHI,13,2022
22,Ryan Tannehill,14,22,63.6,141,6.4,1,0,6,3,34,0,0,1,13.0,13.0,0.1%,FA,13,2022
23,Mac Jones,22,36,61.1,195,5.4,1,0,1,3,7,0,0,1,12.5,12.5,0.1%,JAC,13,2022
24,Matt Ryan,21,37,56.8,233,6.3,2,3,3,3,-2,0,1,1,12.1,12.1,0.1%,FA,13,2022
25,Kirk Cousins,21,35,60.0,173,4.9,1,0,2,3,9,0,0,1,11.8,11.8,64.2%,ATL,13,2022
26,Marcus Mariota,13,24,54.2,167,7.0,1,1,1,3,17,0,0,1,11.4,11.4,0.1%,WAS,13,2022
27,Russell Wilson,17,22,77.3,189,8.6,0,0,2,2,21,0,0,1,9.7,9.7,6.9%,PIT,13,2022
28,Kyle Allen,20,39,51.3,201,5.2,1,2,0,2,1,0,1,1,8.1,8.1,0.0%,PIT,13,2022
29,John Wolford,14,26,53.8,178,6.8,0,2,4,5,29,0,0,1,8.0,8.0,0.0%,CAR,13,2022
30,Deshaun Watson,12,22,54.5,131,6.0,0,1,1,7,21,0,0,1,6.3,6.3,38.9%,CLE,13,2022
31,Jimmy Garoppolo,2,4,50.0,56,14.0,0,0,1,0,0,0,0,1,2.2,2.2,0.1%,LAR,13,2022
32,Malik Willis,2,4,50.0,16,4.0,0,0,0,1,8,0,0,1,1.4,1.4,0.1%,GB,13,2022
33,Lamar Jackson,3,4,75.0,11,2.8,0,0,2,1,9,0,0,1,1.3,1.3,99.9%,BAL,13,2022
34,Bryce Perkins,0,0,0.0,0,0.0,0,0,0,1,5,0,0,1,0.5,0.5,0.0%,FA,13,2022
35,Gardner Minshew II,1,2,50.0,11,5.5,0,0,0,0,0,0,0,1,0.4,0.4,3.9%,LV,13,2022
36,C.J. Beathard,2,3,66.7,6,2.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,FA,13,2022
37,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,13,2022
38,Taysom Hill,1,1,100.0,21,21.0,0,0,0,3,10,0,0,1,0.0,0.0,45.9%,NO,13,2022
39,Nate Sudfeld,0,0,0.0,0,0.0,0,0,0,2,-1,0,0,1,-0.1,-0.1,0.0%,FA,13,2022
40,Skylar Thompson,0,1,0.0,0,0.0,0,1,0,0,0,0,0,1,-1.0,-1.0,0.1%,MIA,13,2022
