Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Lamar Jackson,21,29,72.4,318,11.0,3,0,0,9,119,1,0,1,42.6,42.6,99.9%,BAL,2,2022
2,Tua Tagovailoa,36,50,72.0,469,9.4,6,2,1,1,1,0,0,1,40.9,40.9,80.1%,MIA,2,2022
3,Jalen Hurts,26,31,83.9,333,10.7,1,1,3,11,57,2,0,1,34.0,34.0,99.9%,PHI,2,2022
4,Josh Allen,26,38,68.4,317,8.3,4,0,1,1,10,0,0,1,29.7,29.7,100.0%,BUF,2,2022
5,Carson Wentz,30,46,65.2,337,7.3,3,1,5,2,23,0,0,1,28.8,28.8,0.2%,KC,2,2022
6,Joe Flacco,26,44,59.1,307,7.0,4,0,2,2,6,0,1,1,26.9,26.9,0.7%,IND,2,2022
7,Kyler Murray,31,49,63.3,277,5.7,1,1,1,5,28,1,0,1,26.9,26.9,94.7%,ARI,2,2022
8,Jared Goff,20,34,58.8,256,7.5,4,0,3,2,-2,0,0,1,26.0,26.0,73.4%,DET,2,2022
9,Justin Herbert,33,48,68.8,334,7.0,3,1,2,2,1,0,0,1,24.5,24.5,65.1%,LAC,2,2022
10,Matthew Stafford,27,36,75.0,272,7.6,3,2,1,0,0,0,0,1,20.9,20.9,49.9%,LAR,2,2022
11,Derek Carr,25,39,64.1,252,6.5,2,0,1,1,9,0,0,1,19.0,19.0,7.1%,NO,2,2022
12,Trevor Lawrence,25,30,83.3,235,7.8,2,0,0,3,11,0,0,1,18.5,18.5,66.9%,JAC,2,2022
13,Patrick Mahomes II,24,35,68.6,235,6.7,2,0,1,2,-1,0,0,1,17.3,17.3,99.9%,KC,2,2022
14,Jimmy Garoppolo,13,21,61.9,154,7.3,1,0,1,4,5,1,0,1,16.7,16.7,0.1%,LAR,2,2022
15,Joe Burrow,24,36,66.7,199,5.5,1,0,6,4,26,0,0,1,16.6,16.6,98.2%,CIN,2,2022
16,Jacoby Brissett,22,27,81.5,229,8.5,1,1,1,6,43,0,0,1,16.5,16.5,0.9%,NE,2,2022
17,Aaron Rodgers,19,25,76.0,234,9.4,2,0,3,5,10,0,1,1,16.4,16.4,72.2%,NYJ,2,2022
18,Marcus Mariota,17,26,65.4,196,7.5,2,2,3,6,16,0,1,1,15.4,15.4,0.1%,WAS,2,2022
19,Mac Jones,21,35,60.0,252,7.2,1,1,0,7,6,0,0,1,13.7,13.7,0.1%,JAC,2,2022
20,Cooper Rush,19,31,61.3,235,7.6,1,0,1,1,2,0,0,1,13.6,13.6,0.1%,DAL,2,2022
21,Baker Mayfield,14,29,48.3,145,5.0,1,0,2,6,35,0,0,1,13.3,13.3,31.7%,TB,2,2022
22,Daniel Jones,22,34,64.7,176,5.2,1,0,3,10,21,0,0,1,13.1,13.1,7.4%,NYG,2,2022
23,Mitchell Trubisky,21,33,63.6,168,5.1,1,1,3,1,7,0,0,1,12.4,12.4,0.1%,BUF,2,2022
24,Russell Wilson,14,31,45.2,219,7.1,1,1,3,2,3,0,0,1,12.1,12.1,6.9%,PIT,2,2022
25,Kirk Cousins,27,46,58.7,221,4.8,1,3,2,2,20,0,0,1,11.8,11.8,64.2%,ATL,2,2022
26,Jameis Winston,25,40,62.5,236,5.9,1,3,6,1,2,0,0,1,10.6,10.6,0.6%,CLE,2,2022
27,Justin Fields,7,11,63.6,70,6.4,0,1,3,8,20,1,0,1,9.8,9.8,6.0%,PIT,2,2022
28,Tom Brady,18,34,52.9,190,5.6,1,0,1,3,-2,0,1,1,9.4,9.4,2.7%,FA,2,2022
29,Davis Mills,19,38,50.0,177,4.7,0,0,3,2,1,0,0,1,7.2,7.2,0.1%,HOU,2,2022
30,Geno Smith,24,30,80.0,197,6.6,0,1,2,2,2,0,0,1,7.1,7.1,21.9%,SEA,2,2022
31,Matt Ryan,16,30,53.3,195,6.5,0,3,5,0,0,0,0,1,4.8,4.8,0.1%,FA,2,2022
32,Ryan Tannehill,11,20,55.0,117,5.9,0,2,2,1,2,0,0,1,2.9,2.9,0.1%,FA,2,2022
33,Trey Lance,2,3,66.7,30,10.0,0,0,0,3,13,0,0,1,2.5,2.5,0.1%,DAL,2,2022
34,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,1,10,0,0,1,1.0,1.0,0.0%,WAS,2,2022
35,Case Keenum,0,2,0.0,0,0.0,0,0,0,3,2,0,0,1,0.2,0.2,0.0%,HOU,2,2022
36,Tyrod Taylor,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.2%,NYJ,2,2022
37,Taysom Hill,0,0,0.0,0,0.0,0,0,0,3,14,0,0,1,0.0,0.0,45.9%,NO,2,2022
38,Malik Willis,1,4,25.0,6,1.5,0,0,0,4,16,0,1,1,-0.2,-0.2,0.1%,GB,2,2022
