Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Lamar Jackson,18,29,62.1,218,7.5,4,1,4,11,107,1,0,1,40.4,40.4,99.9%,BAL,3,2022
2,Jalen Hurts,22,35,62.9,340,9.7,3,0,3,9,20,0,0,1,27.6,27.6,99.9%,PHI,3,2022
3,Josh Allen,42,63,66.7,400,6.3,2,0,4,8,47,0,1,1,26.7,26.7,100.0%,BUF,3,2022
4,Trevor Lawrence,28,39,71.8,262,6.7,3,0,0,3,7,0,0,1,25.2,25.2,66.9%,JAC,3,2022
5,Joe Burrow,23,36,63.9,275,7.6,3,0,2,5,0,0,0,1,23.0,23.0,98.2%,CIN,3,2022
6,Derek Carr,26,44,59.1,303,6.9,2,1,1,2,17,0,0,1,20.8,20.8,7.1%,NO,3,2022
7,Geno Smith,32,44,72.7,325,7.4,2,1,2,2,-1,0,0,1,19.9,19.9,21.9%,SEA,3,2022
8,Ryan Tannehill,19,27,70.4,264,9.8,1,1,1,4,2,1,0,1,19.8,19.8,0.1%,FA,3,2022
9,Mac Jones,22,32,68.8,321,10.0,0,3,3,5,31,1,0,1,18.9,18.9,0.1%,JAC,3,2022
10,Kirk Cousins,24,41,58.5,260,6.3,2,0,1,1,-1,0,0,1,18.3,18.3,64.2%,ATL,3,2022
11,Patrick Mahomes II,20,35,57.1,262,7.5,1,1,1,4,26,0,0,1,18.1,18.1,99.9%,KC,3,2022
12,Jacoby Brissett,21,31,67.7,220,7.1,2,0,2,3,11,0,0,1,17.9,17.9,0.9%,NE,3,2022
13,Aaron Rodgers,27,35,77.1,255,7.3,2,1,1,1,-1,0,0,1,17.1,17.1,72.2%,NYJ,3,2022
14,Jameis Winston,25,41,61.0,353,8.6,1,2,1,2,5,0,0,1,16.6,16.6,0.6%,CLE,3,2022
15,Marcus Mariota,13,20,65.0,229,11.5,1,1,3,7,4,1,1,1,16.6,16.6,0.1%,WAS,3,2022
16,Matt Ryan,27,37,73.0,222,6.0,2,0,5,3,4,0,1,1,15.3,15.3,0.1%,FA,3,2022
17,Mitchell Trubisky,20,32,62.5,207,6.5,0,0,1,2,7,1,0,1,15.0,15.0,0.1%,BUF,3,2022
18,Jared Goff,25,41,61.0,277,6.8,1,1,0,2,8,0,0,1,14.9,14.9,73.4%,DET,3,2022
19,Tom Brady,31,42,73.8,271,6.5,1,0,3,1,-1,0,0,1,14.7,14.7,2.7%,FA,3,2022
20,Daniel Jones,20,37,54.1,196,5.3,0,1,5,9,79,0,0,1,14.7,14.7,7.4%,NYG,3,2022
21,Justin Herbert,25,45,55.6,297,6.6,1,1,1,1,7,0,1,1,13.6,13.6,65.1%,LAC,3,2022
22,Kyler Murray,37,58,63.8,314,5.4,0,0,2,2,8,0,0,1,13.4,13.4,94.7%,ARI,3,2022
23,Cooper Rush,21,31,67.7,215,6.9,1,0,0,2,-2,0,0,1,12.4,12.4,0.1%,DAL,3,2022
24,Davis Mills,20,32,62.5,245,7.7,1,2,1,0,0,0,0,1,11.8,11.8,0.1%,HOU,3,2022
25,Tua Tagovailoa,13,18,72.2,186,10.3,1,0,1,1,0,0,0,1,11.4,11.4,80.1%,MIA,3,2022
26,Baker Mayfield,12,25,48.0,170,6.8,1,0,3,1,-1,0,0,1,10.7,10.7,31.7%,TB,3,2022
27,Matthew Stafford,18,25,72.0,249,10.0,0,0,1,3,2,0,0,1,10.2,10.2,49.9%,LAR,3,2022
28,Jimmy Garoppolo,18,29,62.1,211,7.3,1,1,4,1,0,0,1,1,9.4,9.4,0.1%,LAR,3,2022
29,Russell Wilson,20,33,60.6,184,5.6,0,0,4,6,17,0,0,1,9.1,9.1,6.9%,PIT,3,2022
30,Carson Wentz,25,43,58.1,211,4.9,0,0,9,3,22,0,1,1,8.6,8.6,0.2%,KC,3,2022
31,Justin Fields,8,17,47.1,106,6.2,0,2,5,8,47,0,0,1,6.9,6.9,6.0%,PIT,3,2022
32,Joe Flacco,28,52,53.8,285,5.5,0,2,4,0,0,0,2,1,5.4,5.4,0.7%,IND,3,2022
33,Teddy Bridgewater,0,2,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,0.0%,FA,3,2022
34,C.J. Beathard,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,0.0%,FA,3,2022
