Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,20,31,64.5,424,13.7,4,1,0,5,42,0,0,1,36.2,36.2,100.0%,BUF,5,2022
2,Patrick Mahomes II,29,43,67.4,292,6.8,4,0,3,4,28,0,0,1,30.5,30.5,99.9%,KC,5,2022
3,Jalen Hurts,26,36,72.2,239,6.6,0,0,2,15,61,2,0,1,27.7,27.7,99.9%,PHI,5,2022
4,Geno Smith,16,25,64.0,268,10.7,3,0,3,3,13,0,0,1,24.0,24.0,21.9%,SEA,5,2022
5,Kirk Cousins,32,41,78.0,296,7.2,1,1,1,4,4,1,0,1,23.2,23.2,64.2%,ATL,5,2022
6,Carson Wentz,25,38,65.8,359,9.4,2,1,3,5,15,0,0,1,22.9,22.9,0.2%,KC,5,2022
7,Tom Brady,35,52,67.3,351,6.8,1,0,0,3,-3,0,0,1,19.7,19.7,2.7%,FA,5,2022
8,Joe Burrow,24,35,68.6,217,6.2,1,1,2,3,6,1,0,1,18.3,18.3,98.2%,CIN,5,2022
9,Marcus Mariota,14,25,56.0,147,5.9,1,0,5,7,61,0,0,1,18.0,18.0,0.1%,WAS,5,2022
10,Jimmy Garoppolo,18,30,60.0,253,8.4,2,0,2,1,-1,0,0,1,18.0,18.0,0.1%,LAR,5,2022
11,Derek Carr,19,30,63.3,241,8.0,2,0,2,1,3,0,0,1,17.9,17.9,7.1%,NO,5,2022
12,Kyler Murray,28,42,66.7,250,6.0,1,1,1,4,42,0,0,1,17.2,17.2,94.7%,ARI,5,2022
13,Justin Fields,15,21,71.4,208,9.9,1,0,2,8,47,0,0,1,17.0,17.0,6.0%,PIT,5,2022
14,Aaron Rodgers,25,39,64.1,222,5.7,2,0,2,0,0,0,0,1,16.9,16.9,72.2%,NYJ,5,2022
15,Lamar Jackson,19,32,59.4,174,5.4,1,1,1,12,58,0,0,1,15.8,15.8,99.9%,BAL,5,2022
16,Jacoby Brissett,21,34,61.8,230,6.8,1,1,0,3,32,0,0,1,15.4,15.4,0.9%,NE,5,2022
17,Zach Wilson,14,21,66.7,210,10.0,0,0,2,4,2,1,0,1,14.6,14.6,0.1%,DEN,5,2022
18,Justin Herbert,22,34,64.7,228,6.7,1,0,1,5,13,0,0,1,14.4,14.4,65.1%,LAC,5,2022
19,Kenny Pickett,34,52,65.4,327,6.3,0,1,3,1,10,0,0,1,13.1,13.1,0.2%,PHI,5,2022
20,Daniel Jones,21,27,77.8,217,8.0,0,0,1,10,37,0,0,1,12.4,12.4,7.4%,NYG,5,2022
21,Trevor Lawrence,25,47,53.2,286,6.1,0,2,0,4,29,0,0,1,12.3,12.3,66.9%,JAC,5,2022
22,Ryan Tannehill,15,25,60.0,181,7.2,1,0,5,3,3,0,0,1,11.5,11.5,0.1%,FA,5,2022
23,Matthew Stafford,28,42,66.7,308,7.3,1,1,5,0,0,0,2,1,11.3,11.3,49.9%,LAR,5,2022
24,Russell Wilson,21,39,53.8,274,7.0,0,2,4,4,22,0,0,1,11.2,11.2,6.9%,PIT,5,2022
25,Bailey Zappe,17,21,81.0,188,9.0,1,1,0,5,5,0,0,1,11.0,11.0,0.0%,KC,5,2022
26,Andy Dalton,16,24,66.7,187,7.8,1,1,1,7,4,0,0,1,10.9,10.9,0.1%,CAR,5,2022
27,Matt Ryan,26,41,63.4,251,6.1,0,2,6,1,1,0,0,1,8.1,8.1,0.1%,FA,5,2022
28,Baker Mayfield,20,36,55.6,215,6.0,0,1,4,0,0,0,0,1,7.6,7.6,31.7%,TB,5,2022
29,Jared Goff,19,35,54.3,229,6.5,0,1,2,3,7,0,1,1,6.9,6.9,73.4%,DET,5,2022
30,Davis Mills,16,24,66.7,140,5.8,0,0,1,2,2,0,0,1,5.8,5.8,0.1%,HOU,5,2022
31,Cooper Rush,10,16,62.5,102,6.4,0,0,3,4,-1,0,0,1,4.0,4.0,0.1%,DAL,5,2022
32,Skylar Thompson,19,33,57.6,166,5.0,0,1,2,0,0,0,1,1,3.6,3.6,0.1%,MIA,5,2022
33,P.J. Walker,5,6,83.3,60,10.0,0,0,2,0,0,0,0,1,2.4,2.4,0.0%,FA,5,2022
34,Case Keenum,2,5,40.0,8,1.6,0,0,0,2,-2,0,0,1,0.1,0.1,0.0%,HOU,5,2022
35,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,5,2022
36,Teddy Bridgewater,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,5,2022
37,Taysom Hill,1,1,100.0,22,22.0,1,0,0,9,112,3,0,1,0.0,0.0,45.9%,NO,5,2022
38,Brock Purdy,0,0,0.0,0,0.0,0,0,0,1,-1,0,0,1,-0.1,-0.1,92.4%,SF,5,2022
