Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Dak Prescott,27,35,77.1,347,9.9,3,1,6,6,41,0,0,1,29.0,29.0,96.3%,DAL,16,2022
2,Jared Goff,25,42,59.5,355,8.5,3,0,2,3,15,0,1,1,25.7,25.7,73.4%,DET,16,2022
3,Joe Burrow,40,52,76.9,375,7.2,3,2,2,4,5,0,0,1,25.5,25.5,98.2%,CIN,16,2022
4,Josh Allen,15,26,57.7,172,6.6,2,2,1,6,41,1,0,1,25.0,25.0,100.0%,BUF,16,2022
5,Gardner Minshew II,24,40,60.0,355,8.9,2,2,0,4,5,1,1,1,24.7,24.7,3.9%,LV,16,2022
6,Kirk Cousins,34,48,70.8,299,6.2,3,0,4,1,2,0,0,1,24.2,24.2,64.2%,ATL,16,2022
7,Patrick Mahomes II,16,28,57.1,224,8.0,2,0,1,2,8,1,0,1,23.8,23.8,99.9%,KC,16,2022
8,Sam Darnold,15,22,68.2,250,11.4,1,0,0,6,19,1,0,1,21.9,21.9,6.3%,MIN,16,2022
9,Daniel Jones,30,42,71.4,334,8.0,1,1,3,4,34,0,0,1,21.8,21.8,7.4%,NYG,16,2022
10,Trevor Lawrence,20,31,64.5,229,7.4,0,0,1,7,51,1,1,1,18.3,18.3,66.9%,JAC,16,2022
11,Mac Jones,21,33,63.6,240,7.3,2,0,4,1,-1,0,0,1,17.5,17.5,0.1%,JAC,16,2022
12,Baker Mayfield,24,28,85.7,230,8.2,2,0,0,2,2,0,0,1,17.4,17.4,31.7%,TB,16,2022
13,Brock Purdy,15,22,68.2,234,10.6,2,1,3,1,6,0,0,1,17.0,17.0,92.4%,SF,16,2022
14,Aaron Rodgers,24,38,63.2,238,6.3,1,1,2,7,18,0,0,1,14.3,14.3,72.2%,NYJ,16,2022
15,Kenny Pickett,26,39,66.7,244,6.3,1,1,0,3,9,0,0,1,13.7,13.7,0.2%,PHI,16,2022
16,Tua Tagovailoa,16,25,64.0,310,12.4,1,3,2,1,0,0,0,1,13.4,13.4,80.1%,MIA,16,2022
17,Tom Brady,32,48,66.7,281,5.9,1,2,0,2,1,0,0,1,13.3,13.3,2.7%,FA,16,2022
18,Tyler Huntley,9,17,52.9,115,6.8,1,0,0,11,26,0,0,1,13.2,13.2,0.0%,BAL,16,2022
19,Geno Smith,25,40,62.5,215,5.4,1,1,2,3,16,0,0,1,13.2,13.2,21.9%,SEA,16,2022
20,Deshaun Watson,15,31,48.4,135,4.4,0,1,2,3,24,1,0,1,12.8,12.8,38.9%,CLE,16,2022
21,Malik Willis,14,23,60.9,99,4.3,0,2,4,7,43,1,0,1,12.3,12.3,0.1%,GB,16,2022
22,Russell Wilson,15,27,55.6,214,7.9,1,3,6,2,17,0,0,1,11.3,11.3,6.9%,PIT,16,2022
23,Taylor Heinicke,13,18,72.2,166,9.2,2,1,2,2,-4,0,1,1,11.2,11.2,0.0%,LAC,16,2022
24,Davis Mills,17,28,60.7,178,6.4,1,1,1,4,8,0,0,1,10.9,10.9,0.1%,HOU,16,2022
25,Justin Fields,15,23,65.2,119,5.2,1,0,2,7,11,0,0,1,9.9,9.9,6.0%,PIT,16,2022
26,Desmond Ridder,22,33,66.7,218,6.6,0,0,2,4,8,0,0,1,9.5,9.5,0.1%,ARI,16,2022
27,Derek Carr,16,30,53.3,174,5.8,1,3,3,3,14,0,0,1,9.4,9.4,7.1%,NO,16,2022
28,Chris Streveler,10,15,66.7,90,6.0,0,0,0,9,54,0,0,1,9.0,9.0,0.0%,FA,16,2022
29,Carson Wentz,12,16,75.0,123,7.7,1,0,0,0,0,0,0,1,8.9,8.9,0.2%,KC,16,2022
30,Justin Herbert,24,31,77.4,235,7.6,0,1,4,5,1,0,1,1,6.5,6.5,65.1%,LAC,16,2022
31,Trace McSorley,24,45,53.3,217,4.8,0,1,1,7,14,0,2,1,5.1,5.1,0.1%,FA,16,2022
32,Jeff Driskel,3,4,75.0,40,10.0,0,0,0,2,2,0,0,1,3.2,3.2,0.0%,WAS,16,2022
33,Zach Wilson,9,18,50.0,92,5.1,0,1,3,1,1,0,0,1,2.8,2.8,0.1%,DEN,16,2022
34,Nick Foles,17,29,58.6,143,4.9,0,3,7,1,0,0,0,1,2.7,2.7,0.0%,FA,16,2022
35,Andy Dalton,8,15,53.3,92,6.1,0,1,0,1,-1,0,0,1,2.6,2.6,0.1%,CAR,16,2022
36,Brett Rypien,4,8,50.0,45,5.6,0,1,0,0,0,0,0,1,0.8,0.8,0.0%,MIN,16,2022
37,Taysom Hill,0,0,0.0,0,0.0,0,0,0,9,56,1,0,1,0.0,0.0,45.9%,NO,16,2022
38,Nathan Peterman,3,5,60.0,25,5.0,0,1,0,0,0,0,0,1,0.0,0.0,0.0%,FA,16,2022
39,Bryce Perkins,0,0,0.0,0,0.0,0,0,0,1,-2,0,0,1,-0.2,-0.2,0.0%,FA,16,2022
40,C.J. Beathard,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,FA,16,2022
