Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joe Burrow,34,42,81.0,481,11.5,3,0,3,3,20,1,0,1,39.2,39.2,98.2%,CIN,7,2022
2,Andy Dalton,30,47,63.8,361,7.7,4,3,0,4,21,0,0,1,29.5,29.5,0.1%,CAR,7,2022
3,Daniel Jones,19,30,63.3,202,6.7,1,0,1,11,107,1,0,1,28.8,28.8,7.4%,NYG,7,2022
4,Patrick Mahomes II,25,34,73.5,423,12.4,3,1,1,0,0,0,0,1,27.9,27.9,99.9%,KC,7,2022
5,Justin Fields,13,21,61.9,179,8.5,1,1,4,14,82,1,0,1,24.4,24.4,6.0%,PIT,7,2022
6,Davis Mills,28,41,68.3,302,7.4,2,1,1,0,0,0,0,1,19.1,19.1,0.1%,HOU,7,2022
7,Justin Herbert,33,51,64.7,293,5.7,2,1,3,3,22,0,1,1,19.1,19.1,65.1%,LAC,7,2022
8,Trevor Lawrence,22,43,51.2,310,7.2,0,0,0,4,3,1,0,1,18.7,18.7,66.9%,JAC,7,2022
9,Jimmy Garoppolo,25,37,67.6,303,8.2,2,1,5,2,2,0,1,1,17.3,17.3,0.1%,LAR,7,2022
10,Kyler Murray,20,29,69.0,204,7.0,1,0,2,7,30,0,0,1,17.2,17.2,94.7%,ARI,7,2022
11,Tua Tagovailoa,21,35,60.0,261,7.5,1,0,0,4,15,0,0,1,15.9,15.9,80.1%,MIA,7,2022
12,Aaron Rodgers,23,35,65.7,194,5.5,2,0,0,0,0,0,0,1,15.8,15.8,72.2%,NYJ,7,2022
13,Taylor Heinicke,20,33,60.6,201,6.1,2,1,1,2,4,0,0,1,15.4,15.4,0.0%,LAC,7,2022
14,P.J. Walker,16,22,72.7,177,8.0,2,0,1,0,0,0,0,1,15.1,15.1,0.0%,FA,7,2022
15,Geno Smith,20,27,74.1,210,7.8,2,1,2,4,7,0,1,1,14.1,14.1,21.9%,SEA,7,2022
16,Derek Carr,21,27,77.8,241,8.9,1,0,1,3,-1,0,0,1,13.5,13.5,7.1%,NO,7,2022
17,Kenny Pickett,32,44,72.7,257,5.8,1,3,2,3,20,0,0,1,13.3,13.3,0.2%,PHI,7,2022
18,Dak Prescott,19,25,76.0,207,8.3,1,0,2,3,0,0,0,1,12.3,12.3,96.3%,DAL,7,2022
19,Marcus Mariota,8,13,61.5,124,9.5,1,0,3,6,31,0,0,1,12.1,12.1,0.1%,WAS,7,2022
20,Matt Ryan,33,44,75.0,243,5.5,1,2,3,1,2,0,0,1,11.9,11.9,0.1%,FA,7,2022
21,Tom Brady,32,49,65.3,290,5.9,0,0,1,1,1,0,0,1,11.7,11.7,2.7%,FA,7,2022
22,Lamar Jackson,9,16,56.3,120,7.5,0,0,3,10,59,0,0,1,10.7,10.7,99.9%,BAL,7,2022
23,Jacoby Brissett,22,27,81.5,258,9.6,0,0,5,3,18,0,1,1,10.1,10.1,0.9%,NE,7,2022
24,Brett Rypien,24,46,52.2,225,4.9,0,1,1,3,9,0,0,1,8.9,8.9,0.0%,MIN,7,2022
25,Bailey Zappe,14,22,63.6,185,8.4,1,2,1,2,-1,0,1,1,7.3,7.3,0.0%,KC,7,2022
26,Zach Wilson,16,26,61.5,121,4.7,0,0,3,4,24,0,0,1,7.2,7.2,0.1%,DEN,7,2022
27,Ryan Tannehill,13,20,65.0,132,6.6,0,0,2,4,6,0,1,1,3.9,3.9,0.1%,FA,7,2022
28,Jared Goff,21,26,80.8,228,8.8,0,2,5,1,4,0,2,1,3.5,3.5,73.4%,DET,7,2022
29,Mac Jones,3,6,50.0,13,2.2,0,1,0,3,24,0,0,1,1.9,1.9,0.1%,JAC,7,2022
30,Brock Purdy,4,9,44.4,66,7.3,0,1,0,1,1,0,0,1,1.7,1.7,92.4%,SF,7,2022
31,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,7,2022
32,Taysom Hill,2,2,100.0,48,24.0,0,0,0,3,9,0,0,1,0.0,0.0,45.9%,NO,7,2022
33,Chad Henne,0,2,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.1%,FA,7,2022
