Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Davis Mills,22,38,57.9,298,7.8,3,2,1,1,6,0,0,1,24.5,24.5,0.1%,HOU,18,2022
2,Russell Wilson,13,24,54.2,283,11.8,3,1,2,8,18,0,0,1,24.1,24.1,6.9%,PIT,18,2022
3,Josh Allen,19,31,61.3,254,8.2,3,1,2,9,16,0,0,1,22.8,22.8,100.0%,BUF,18,2022
4,Davis Webb,23,40,57.5,168,4.2,1,0,0,6,41,1,0,1,20.8,20.8,0.0%,FA,18,2022
5,Brock Purdy,15,20,75.0,178,8.9,3,0,4,4,7,0,0,1,19.8,19.8,92.4%,SF,18,2022
6,Deshaun Watson,19,29,65.5,230,7.9,2,2,7,6,44,0,0,1,19.6,19.6,38.9%,CLE,18,2022
7,Sam Howell,11,19,57.9,169,8.9,1,1,3,5,35,1,0,1,19.3,19.3,0.7%,SEA,18,2022
8,Mac Jones,26,40,65.0,243,6.1,3,3,1,4,5,0,0,1,19.2,19.2,0.1%,JAC,18,2022
9,Justin Herbert,25,37,67.6,273,7.4,2,0,1,2,-1,0,0,1,18.8,18.8,65.1%,LAC,18,2022
10,Sam Ehlinger,23,35,65.7,209,6.0,2,2,2,5,21,0,0,1,16.5,16.5,0.0%,IND,18,2022
11,Desmond Ridder,19,30,63.3,224,7.5,2,0,2,2,9,0,1,1,15.9,15.9,0.1%,ARI,18,2022
12,Geno Smith,19,31,61.3,213,6.9,1,2,3,4,51,0,0,1,15.6,15.6,21.9%,SEA,18,2022
13,Patrick Mahomes II,18,26,69.2,202,7.8,1,0,2,3,29,0,0,1,15.0,15.0,99.9%,KC,18,2022
14,Jarrett Stidham,22,36,61.1,219,6.1,1,1,6,7,50,0,1,1,14.8,14.8,0.1%,DEN,18,2022
15,Kenny Pickett,13,29,44.8,195,6.7,1,0,1,3,1,0,0,1,13.9,13.9,0.2%,PHI,18,2022
16,Kirk Cousins,17,20,85.0,225,11.3,1,0,0,0,0,0,0,1,13.0,13.0,64.2%,ATL,18,2022
17,Aaron Rodgers,17,27,63.0,205,7.6,1,1,2,3,10,0,0,1,12.2,12.2,72.2%,NYJ,18,2022
18,Joe Burrow,25,42,59.5,215,5.1,1,0,2,3,10,0,1,1,11.6,11.6,98.2%,CIN,18,2022
19,Joshua Dobbs,20,29,69.0,179,6.2,1,1,4,5,32,0,1,1,11.4,11.4,0.2%,SF,18,2022
20,Andy Dalton,15,25,60.0,171,6.8,1,0,1,1,2,0,0,1,11.0,11.0,0.1%,CAR,18,2022
21,Trevor Lawrence,20,32,62.5,212,6.6,1,0,1,4,-3,0,1,1,10.2,10.2,66.9%,JAC,18,2022
22,Dak Prescott,14,37,37.8,128,3.5,1,1,1,6,16,0,0,1,9.7,9.7,96.3%,DAL,18,2022
23,Jalen Hurts,20,35,57.1,229,6.5,0,1,3,9,13,0,0,1,9.5,9.5,99.9%,PHI,18,2022
24,Jared Goff,23,34,67.6,224,6.6,0,0,1,2,5,0,0,1,9.5,9.5,73.4%,DET,18,2022
25,Nathan Peterman,11,19,57.9,114,6.0,1,0,1,2,7,0,0,1,9.3,9.3,0.0%,FA,18,2022
26,Chase Daniel,5,7,71.4,25,3.6,1,0,0,1,4,0,0,1,7.4,7.4,0.0%,FA,18,2022
27,Tom Brady,13,17,76.5,84,4.9,1,0,0,0,0,0,0,1,7.4,7.4,2.7%,FA,18,2022
28,Anthony Brown Jr.,19,44,43.2,286,6.5,0,2,4,0,0,0,1,1,7.4,7.4,0.0%,FA,18,2022
29,David Blough,14,18,77.8,180,10.0,1,2,3,2,-2,0,1,1,7.0,7.0,0.0%,FA,18,2022
30,Baker Mayfield,13,26,50.0,147,5.7,0,1,5,5,16,0,0,1,6.5,6.5,31.7%,TB,18,2022
31,Skylar Thompson,20,31,64.5,152,4.9,0,0,1,3,3,0,0,1,6.4,6.4,0.1%,MIA,18,2022
32,Joe Flacco,18,33,54.5,149,4.5,0,0,0,0,0,0,0,1,5.7,5.7,0.7%,IND,18,2022
33,Blaine Gabbert,6,8,75.0,29,3.6,1,0,0,0,0,0,0,1,5.2,5.2,0.0%,FA,18,2022
34,Nick Mullens,11,13,84.6,116,8.9,0,1,0,4,8,0,0,1,4.4,4.4,0.1%,MIN,18,2022
35,Sam Darnold,5,15,33.3,43,2.9,0,2,2,6,32,0,0,1,2.9,2.9,6.3%,MIN,18,2022
36,Trace McSorley,6,9,66.7,29,3.2,0,1,0,3,13,0,0,1,1.5,1.5,0.1%,FA,18,2022
37,Jeff Driskel,2,2,100.0,13,6.5,0,0,0,3,7,0,0,1,1.2,1.2,0.0%,WAS,18,2022
38,Kyle Trask,3,9,33.3,23,2.6,0,0,0,0,0,0,0,1,0.9,0.9,0.0%,TB,18,2022
39,Taysom Hill,0,0,0.0,0,0.0,0,0,0,5,24,0,0,1,0.0,0.0,45.9%,NO,18,2022
40,Cooper Rush,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,DAL,18,2022
41,Chad Henne,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.1%,FA,18,2022
42,Tim Boyle,2,8,25.0,33,4.1,0,2,0,2,-2,0,0,1,-0.9,-0.9,0.0%,MIA,18,2022
