Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jalen Hurts,22,37,59.5,315,8.5,0,2,1,17,61,3,0,1,36.7,36.7,99.9%,PHI,15,2022
2,Josh Allen,25,40,62.5,304,7.6,4,0,2,10,77,0,1,1,35.9,35.9,100.0%,BUF,15,2022
3,Kirk Cousins,34,54,63.0,460,8.5,4,2,7,2,0,0,0,1,34.4,34.4,64.2%,ATL,15,2022
4,Patrick Mahomes II,36,41,87.8,336,8.2,2,0,2,5,33,1,0,1,32.7,32.7,99.9%,KC,15,2022
5,Trevor Lawrence,27,42,64.3,318,7.6,4,1,1,3,21,0,1,1,27.8,27.8,66.9%,JAC,15,2022
6,Joe Burrow,27,39,69.2,200,5.1,4,1,2,3,8,0,0,1,25.8,25.8,98.2%,CIN,15,2022
7,Justin Fields,14,21,66.7,152,7.2,2,0,6,15,95,0,0,1,23.6,23.6,6.0%,PIT,15,2022
8,Dak Prescott,23,30,76.7,256,8.5,3,2,3,5,20,0,0,1,22.2,22.2,96.3%,DAL,15,2022
9,Zach Wilson,18,35,51.4,317,9.1,2,1,4,3,7,0,0,1,20.4,20.4,0.1%,DEN,15,2022
10,Derek Carr,20,38,52.6,231,6.1,3,1,3,0,0,0,0,1,20.2,20.2,7.1%,NO,15,2022
11,Davis Mills,12,24,50.0,121,5.0,2,0,0,5,21,1,1,1,18.9,18.9,0.1%,HOU,15,2022
12,Tom Brady,30,44,68.2,312,7.1,3,2,1,2,1,0,2,1,18.6,18.6,2.7%,FA,15,2022
13,Tua Tagovailoa,17,30,56.7,234,7.8,2,0,2,1,7,0,0,1,18.1,18.1,80.1%,MIA,15,2022
14,Brock Purdy,17,26,65.4,217,8.3,2,0,1,4,-2,0,0,1,16.5,16.5,92.4%,SF,15,2022
15,Geno Smith,31,44,70.5,238,5.4,1,0,3,1,18,0,0,1,15.3,15.3,21.9%,SEA,15,2022
16,Andy Dalton,11,17,64.7,151,8.9,2,0,2,2,1,0,0,1,14.1,14.1,0.1%,CAR,15,2022
17,Mitchell Trubisky,17,22,77.3,179,8.1,0,0,1,6,9,1,0,1,14.1,14.1,0.1%,BUF,15,2022
18,Jared Goff,23,38,60.5,252,6.6,1,0,0,0,0,0,0,1,14.1,14.1,73.4%,DET,15,2022
19,Taylor Heinicke,17,29,58.6,249,8.6,1,0,3,3,33,0,2,1,13.3,13.3,0.0%,LAC,15,2022
20,Sam Darnold,14,23,60.9,225,9.8,1,0,4,2,2,0,0,1,13.2,13.2,6.3%,MIN,15,2022
21,Deshaun Watson,18,28,64.3,161,5.8,1,0,3,6,22,0,0,1,12.6,12.6,38.9%,CLE,15,2022
22,Aaron Rodgers,22,30,73.3,229,7.6,1,1,3,3,-3,0,0,1,11.9,11.9,72.2%,NYJ,15,2022
23,Ryan Tannehill,15,22,68.2,165,7.5,0,1,4,3,1,1,0,1,11.7,11.7,0.1%,FA,15,2022
24,Matt Ryan,19,33,57.6,182,5.5,1,0,3,3,0,0,0,1,11.3,11.3,0.1%,FA,15,2022
25,Justin Herbert,28,42,66.7,313,7.5,0,2,3,1,2,0,0,1,10.7,10.7,65.1%,LAC,15,2022
26,Daniel Jones,21,32,65.6,160,5.0,0,0,0,10,35,0,0,1,9.9,9.9,7.4%,NYG,15,2022
27,Brett Rypien,21,26,80.8,197,7.6,1,1,7,2,-2,0,1,1,8.7,8.7,0.0%,MIN,15,2022
28,Desmond Ridder,13,26,50.0,97,3.7,0,0,4,6,38,0,0,1,7.7,7.7,0.1%,ARI,15,2022
29,Mac Jones,13,31,41.9,112,3.6,0,0,0,4,10,0,0,1,7.5,7.5,0.1%,JAC,15,2022
30,Baker Mayfield,12,21,57.1,111,5.3,1,1,5,1,1,0,0,1,7.5,7.5,31.7%,TB,15,2022
31,Tyler Huntley,17,30,56.7,138,4.6,0,1,3,6,15,0,0,1,6.0,6.0,0.0%,BAL,15,2022
32,Trace McSorley,7,15,46.7,95,6.3,0,2,1,1,8,0,0,1,2.6,2.6,0.1%,FA,15,2022
33,Colt McCoy,13,21,61.9,78,3.7,0,1,2,2,2,0,0,1,2.3,2.3,0.0%,FA,15,2022
34,Malik Willis,3,4,75.0,20,5.0,0,0,0,1,8,0,0,1,1.6,1.6,0.1%,GB,15,2022
35,Jeff Driskel,2,4,50.0,8,2.0,0,0,1,4,8,0,0,1,1.1,1.1,0.0%,WAS,15,2022
36,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,1,3,0,0,1,0.3,0.3,0.9%,NE,15,2022
37,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.0%,CAR,15,2022
38,Davis Cheek,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2022
39,Taysom Hill,2,2,100.0,80,40.0,1,0,0,7,30,0,0,1,0.0,0.0,45.9%,NO,15,2022
40,Nathan Peterman,0,1,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,15,2022
