Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,24,42,57.1,253,6.0,2,1,3,10,78,1,0,1,30.9,30.9,100.0%,BUF,12,2022
2,Jalen Hurts,16,28,57.1,153,5.5,2,0,2,17,157,0,0,1,29.8,29.8,99.9%,PHI,12,2022
3,Justin Herbert,35,47,74.5,274,5.8,3,0,4,4,38,0,0,1,28.8,28.8,65.1%,LAC,12,2022
4,Kyler Murray,18,29,62.1,191,6.6,2,1,1,7,56,1,0,1,26.2,26.2,94.7%,ARI,12,2022
5,Trevor Lawrence,29,37,78.4,321,8.7,3,0,4,2,1,0,1,1,24.9,24.9,66.9%,JAC,12,2022
6,Mike White,22,28,78.6,315,11.3,3,0,1,3,2,0,0,1,24.8,24.8,0.1%,BUF,12,2022
7,Mac Jones,28,39,71.8,382,9.8,2,0,3,0,0,0,0,1,23.3,23.3,0.1%,JAC,12,2022
8,Lamar Jackson,16,32,50.0,254,7.9,1,0,1,14,89,0,1,1,23.1,23.1,99.9%,BAL,12,2022
9,Kirk Cousins,30,37,81.1,299,8.1,3,1,1,1,-1,0,0,1,22.9,22.9,64.2%,ATL,12,2022
10,Derek Carr,25,36,69.4,295,8.2,3,2,1,2,10,0,0,1,22.8,22.8,7.1%,NO,12,2022
11,Geno Smith,27,37,73.0,328,8.9,2,1,3,5,22,0,1,1,20.3,20.3,21.9%,SEA,12,2022
12,Patrick Mahomes II,27,42,64.3,320,7.6,1,1,0,4,36,0,0,1,19.4,19.4,99.9%,KC,12,2022
13,Tom Brady,29,43,67.4,246,5.7,2,0,3,1,2,0,0,1,18.0,18.0,2.7%,FA,12,2022
14,Joe Burrow,22,37,59.5,270,7.3,1,0,1,9,32,0,0,1,18.0,18.0,98.2%,CIN,12,2022
15,Jared Goff,23,37,62.2,240,6.5,2,0,2,0,0,0,0,1,17.6,17.6,73.4%,DET,12,2022
16,Sam Darnold,11,19,57.9,164,8.6,1,0,0,3,3,1,0,1,16.9,16.9,6.3%,MIN,12,2022
17,Dak Prescott,21,30,70.0,261,8.7,2,2,0,2,4,0,0,1,16.8,16.8,96.3%,DAL,12,2022
18,Tua Tagovailoa,22,36,61.1,299,8.3,1,0,4,0,0,0,0,1,16.0,16.0,80.1%,MIA,12,2022
19,Marcus Mariota,15,25,60.0,174,7.0,1,1,1,6,49,0,0,1,14.9,14.9,0.1%,WAS,12,2022
20,Daniel Jones,21,35,60.0,228,6.5,1,0,3,3,14,0,0,1,14.5,14.5,7.4%,NYG,12,2022
21,Jacoby Brissett,23,37,62.2,210,5.7,1,1,4,2,27,0,0,1,14.1,14.1,0.9%,NE,12,2022
22,Jimmy Garoppolo,26,37,70.3,222,6.0,1,0,1,4,4,0,0,1,13.3,13.3,0.1%,LAR,12,2022
23,Ryan Tannehill,22,34,64.7,291,8.6,0,0,1,2,9,0,0,1,12.5,12.5,0.1%,FA,12,2022
24,Taylor Heinicke,14,23,60.9,138,6.0,2,1,0,1,-1,0,0,1,12.4,12.4,0.0%,LAC,12,2022
25,Kenny Pickett,20,28,71.4,174,6.2,0,0,3,6,32,0,0,1,12.2,12.2,0.2%,PHI,12,2022
26,Kyle Allen,26,39,66.7,215,5.5,1,2,5,4,12,0,0,1,11.8,11.8,0.0%,PIT,12,2022
27,Aaron Rodgers,11,16,68.8,140,8.8,2,2,3,1,-1,0,0,1,11.5,11.5,72.2%,NYJ,12,2022
28,Matt Ryan,22,34,64.7,199,5.9,1,1,3,4,22,0,1,1,11.2,11.2,0.1%,FA,12,2022
29,Trevor Siemian,14,25,56.0,179,7.2,1,1,2,4,8,0,0,1,11.0,11.0,0.0%,FA,12,2022
30,Bryce Perkins,13,23,56.5,100,4.3,1,2,3,9,44,0,0,1,10.4,10.4,0.0%,FA,12,2022
31,Andy Dalton,18,29,62.1,204,7.0,0,0,1,4,21,0,0,1,10.3,10.3,0.1%,CAR,12,2022
32,Russell Wilson,19,35,54.3,142,4.1,1,0,3,2,8,0,1,1,8.5,8.5,6.9%,PIT,12,2022
33,Jordan Love,6,9,66.7,113,12.6,1,0,0,0,0,0,0,1,8.5,8.5,95.3%,GB,12,2022
34,Matt Barkley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,12,2022
35,Taysom Hill,0,1,0.0,0,0.0,0,0,0,6,13,0,0,1,0.0,0.0,45.9%,NO,12,2022
36,Skylar Thompson,1,5,20.0,6,1.2,0,0,1,6,5,0,1,1,-1.3,-1.3,0.1%,MIA,12,2022
