Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joe Burrow,24,39,61.5,355,9.1,4,2,2,4,5,0,0,1,28.7,28.7,98.2%,CIN,11,2022
2,Patrick Mahomes II,20,34,58.8,329,9.7,3,0,1,4,23,0,0,1,27.5,27.5,99.9%,KC,11,2022
3,Daniel Jones,27,44,61.4,341,7.8,1,2,2,7,50,1,0,1,26.6,26.6,7.4%,NYG,11,2022
4,Jacoby Brissett,28,41,68.3,324,7.9,3,0,1,7,29,0,1,1,25.9,25.9,0.9%,NE,11,2022
5,Jimmy Garoppolo,20,29,69.0,228,7.9,4,0,0,1,3,0,0,1,25.4,25.4,0.1%,LAR,11,2022
6,Jalen Hurts,18,25,72.0,190,7.6,1,0,3,16,86,1,1,1,24.2,24.2,99.9%,PHI,11,2022
7,Justin Fields,14,21,66.7,153,7.3,1,1,4,18,85,1,0,1,23.6,23.6,6.0%,PIT,11,2022
8,Andy Dalton,21,25,84.0,260,10.4,3,0,3,2,-2,0,0,1,22.2,22.2,0.1%,CAR,11,2022
9,Justin Herbert,23,30,76.7,280,9.3,2,1,5,5,17,0,0,1,20.7,20.7,65.1%,LAC,11,2022
10,Dak Prescott,22,25,88.0,276,11.0,2,0,0,3,16,0,0,1,20.6,20.6,96.3%,DAL,11,2022
11,Derek Carr,23,37,62.2,307,8.3,2,0,1,0,0,0,0,1,20.3,20.3,7.1%,NO,11,2022
12,Ryan Tannehill,22,27,81.5,333,12.3,2,1,3,3,-3,0,0,1,20.0,20.0,0.1%,FA,11,2022
13,Aaron Rodgers,24,39,61.5,227,5.8,2,0,1,0,0,0,0,1,19.1,19.1,72.2%,NYJ,11,2022
14,Marcus Mariota,13,20,65.0,131,6.6,1,0,0,13,25,1,0,1,17.7,17.7,0.1%,WAS,11,2022
15,Lamar Jackson,24,33,72.7,209,6.3,0,1,3,11,31,1,0,1,16.5,16.5,99.9%,BAL,11,2022
16,Kenny Pickett,25,42,59.5,265,6.3,1,0,2,2,14,0,0,1,16.0,16.0,0.2%,PHI,11,2022
17,Matthew Stafford,11,18,61.1,159,8.8,2,0,1,1,4,0,0,1,14.8,14.8,49.9%,LAR,11,2022
18,Josh Allen,18,27,66.7,197,7.3,1,0,2,3,7,0,0,1,12.6,12.6,100.0%,BUF,11,2022
19,Davis Mills,19,33,57.6,169,5.1,0,2,5,5,10,1,0,1,11.8,11.8,0.1%,HOU,11,2022
20,Russell Wilson,24,31,77.4,247,8.0,0,0,3,1,8,0,0,1,10.7,10.7,6.9%,PIT,11,2022
21,Mac Jones,23,27,85.2,246,9.1,0,0,6,2,3,0,0,1,10.1,10.1,0.1%,JAC,11,2022
22,Matt Ryan,23,32,71.9,213,6.7,0,0,4,1,1,0,0,1,8.6,8.6,0.1%,FA,11,2022
23,Colt McCoy,24,34,70.6,218,6.4,0,1,3,3,6,0,0,1,8.3,8.3,0.0%,FA,11,2022
24,Taylor Heinicke,15,27,55.6,191,7.1,0,0,0,3,2,0,0,1,7.8,7.8,0.0%,LAC,11,2022
25,Baker Mayfield,21,33,63.6,196,5.9,0,2,4,2,12,0,0,1,7.0,7.0,31.7%,TB,11,2022
26,Bryce Perkins,5,10,50.0,64,6.4,0,0,3,5,39,0,0,1,6.5,6.5,0.0%,FA,11,2022
27,Jared Goff,17,26,65.4,165,6.3,0,0,0,4,-1,0,0,1,6.5,6.5,73.4%,DET,11,2022
28,Zach Wilson,9,22,40.9,77,3.5,0,0,4,3,26,0,0,1,5.7,5.7,0.1%,DEN,11,2022
29,Kirk Cousins,12,23,52.2,105,4.6,0,0,7,0,0,0,1,1,2.2,2.2,64.2%,ATL,11,2022
30,Nick Mullens,5,7,71.4,54,7.7,0,0,0,0,0,0,0,1,2.2,2.2,0.1%,MIN,11,2022
31,Trace McSorley,6,10,60.0,59,5.9,0,1,0,1,6,0,0,1,2.0,2.0,0.1%,FA,11,2022
32,Cooper Rush,4,5,80.0,31,6.2,0,0,0,0,0,0,0,1,1.2,1.2,0.1%,DAL,11,2022
33,Brock Purdy,0,0,0.0,0,0.0,0,0,0,3,3,0,0,1,0.3,0.3,92.4%,SF,11,2022
34,Taysom Hill,1,3,33.3,14,4.7,0,0,1,9,52,0,0,1,0.0,0.0,45.9%,NO,11,2022
