Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Joe Burrow,28,37,75.7,300,8.1,3,0,3,4,25,1,0,1,32.5,32.5,98.2%,CIN,6,2022
2,Matt Ryan,42,58,72.4,389,6.7,3,0,0,1,-4,0,0,1,27.2,27.2,0.1%,FA,6,2022
3,Josh Allen,27,40,67.5,329,8.2,3,0,1,12,32,0,1,1,26.4,26.4,100.0%,BUF,6,2022
4,Trevor Lawrence,20,22,90.9,165,7.5,1,0,4,6,23,2,0,1,24.9,24.9,66.9%,JAC,6,2022
5,Marcus Mariota,13,14,92.9,129,9.2,2,0,2,6,50,1,0,1,24.2,24.2,0.1%,WAS,6,2022
6,Patrick Mahomes II,25,40,62.5,338,8.5,2,2,3,4,21,0,0,1,21.6,21.6,99.9%,KC,6,2022
7,Teddy Bridgewater,23,34,67.6,329,9.7,2,2,5,1,10,0,0,1,20.2,20.2,0.0%,FA,6,2022
8,Justin Fields,14,27,51.9,190,7.0,1,1,5,12,88,0,0,1,19.4,19.4,6.0%,PIT,6,2022
9,Jimmy Garoppolo,29,41,70.7,296,7.2,2,2,0,3,11,0,0,1,18.9,18.9,0.1%,LAR,6,2022
10,Bailey Zappe,24,34,70.6,309,9.1,2,0,2,3,-4,0,1,1,18.4,18.4,0.0%,KC,6,2022
11,Lamar Jackson,17,32,53.1,210,6.6,1,1,2,7,77,0,1,1,17.1,17.1,99.9%,BAL,6,2022
12,Jalen Hurts,15,25,60.0,155,6.2,2,0,4,9,27,0,0,1,16.9,16.9,99.9%,PHI,6,2022
13,Kirk Cousins,20,30,66.7,175,5.8,2,0,3,2,-5,0,0,1,16.5,16.5,64.2%,ATL,6,2022
14,Kyler Murray,23,37,62.2,222,6.0,0,1,6,10,100,0,1,1,15.9,15.9,94.7%,ARI,6,2022
15,Russell Wilson,15,28,53.6,188,6.7,1,0,4,4,23,0,0,1,13.8,13.8,6.9%,PIT,6,2022
16,Tom Brady,25,40,62.5,243,6.1,1,0,2,1,0,0,0,1,13.7,13.7,2.7%,FA,6,2022
17,Daniel Jones,19,27,70.4,173,6.4,2,0,4,6,6,0,1,1,13.5,13.5,7.4%,NYG,6,2022
18,Matthew Stafford,26,33,78.8,253,7.7,1,1,1,2,-3,0,0,1,12.8,12.8,49.9%,LAR,6,2022
19,Geno Smith,20,31,64.5,197,6.4,0,0,5,6,48,0,0,1,12.7,12.7,21.9%,SEA,6,2022
20,Aaron Rodgers,26,41,63.4,246,6.0,1,0,4,1,0,0,1,1,11.8,11.8,72.2%,NYJ,6,2022
21,Jacoby Brissett,21,45,46.7,266,5.9,1,2,4,1,0,0,1,1,10.6,10.6,0.9%,NE,6,2022
22,Andy Dalton,17,32,53.1,162,5.1,1,0,1,0,0,0,0,1,10.5,10.5,0.1%,CAR,6,2022
23,Mitchell Trubisky,9,12,75.0,144,12.0,1,0,1,6,5,0,0,1,10.3,10.3,0.1%,BUF,6,2022
24,Justin Herbert,37,57,64.9,238,4.2,0,1,2,2,9,0,0,1,9.4,9.4,65.1%,LAC,6,2022
25,Kenny Pickett,11,18,61.1,67,3.7,1,0,1,2,16,0,0,1,8.3,8.3,0.2%,PHI,6,2022
26,Cooper Rush,18,38,47.4,181,4.8,1,3,0,0,0,0,0,1,8.2,8.2,0.1%,DAL,6,2022
27,Zach Wilson,10,18,55.6,110,6.1,0,0,2,5,1,0,0,1,4.5,4.5,0.1%,DEN,6,2022
28,Skylar Thompson,7,13,53.8,89,6.8,0,0,1,1,9,0,0,1,4.5,4.5,0.1%,MIA,6,2022
29,Carson Wentz,12,22,54.5,99,4.5,0,0,3,2,2,0,0,1,4.2,4.2,0.2%,KC,6,2022
30,P.J. Walker,10,16,62.5,60,3.8,0,0,2,1,-1,0,0,1,2.3,2.3,0.0%,FA,6,2022
31,Jacob Eason,3,5,60.0,59,11.8,0,1,0,0,0,0,0,1,1.4,1.4,0.0%,FA,6,2022
32,Jordan Love,2,4,50.0,8,2.0,0,0,0,0,0,0,0,1,0.3,0.3,95.3%,GB,6,2022
33,Taysom Hill,2,4,50.0,16,4.0,0,0,0,5,39,0,0,1,0.0,0.0,45.9%,NO,6,2022
