Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Patrick Mahomes II,30,39,76.9,360,9.2,5,0,0,3,5,0,0,1,34.9,34.9,99.9%,KC,1,2022
2,Josh Allen,26,31,83.9,297,9.6,3,2,2,10,56,1,0,1,33.5,33.5,100.0%,BUF,1,2022
3,Carson Wentz,27,41,65.9,313,7.6,4,2,1,6,12,0,0,1,29.7,29.7,0.2%,KC,1,2022
4,Jalen Hurts,18,32,56.3,243,7.6,0,0,1,17,90,1,0,1,24.7,24.7,99.9%,PHI,1,2022
5,Justin Herbert,26,34,76.5,279,8.2,3,0,0,4,1,0,0,1,23.3,23.3,65.1%,LAC,1,2022
6,Joe Burrow,33,53,62.3,338,6.4,2,4,7,6,47,0,1,1,22.2,22.2,98.2%,CIN,1,2022
7,Jameis Winston,23,34,67.6,269,7.9,2,0,4,2,9,0,0,1,21.7,21.7,0.6%,CLE,1,2022
8,Lamar Jackson,17,30,56.7,213,7.1,3,1,2,6,17,0,0,1,21.2,21.2,99.9%,BAL,1,2022
9,Kyler Murray,22,34,64.7,193,5.7,2,0,2,5,29,0,0,1,20.6,20.6,94.7%,ARI,1,2022
10,Marcus Mariota,20,33,60.6,215,6.5,0,0,0,12,72,1,1,1,19.8,19.8,0.1%,WAS,1,2022
11,Ryan Tannehill,20,33,60.6,266,8.1,2,0,1,2,7,0,0,1,19.3,19.3,0.1%,FA,1,2022
12,Kirk Cousins,23,32,71.9,277,8.7,2,0,1,0,0,0,0,1,19.1,19.1,64.2%,ATL,1,2022
13,Baker Mayfield,16,27,59.3,235,8.7,1,1,4,5,6,1,0,1,19.0,19.0,31.7%,TB,1,2022
14,Russell Wilson,29,42,69.0,340,8.1,1,0,2,1,2,0,0,1,17.8,17.8,6.9%,PIT,1,2022
15,Geno Smith,23,28,82.1,195,7.0,2,0,2,6,14,0,0,1,17.2,17.2,21.9%,SEA,1,2022
16,Daniel Jones,17,21,81.0,188,9.0,2,1,5,6,25,0,1,1,17.0,17.0,7.4%,NYG,1,2022
17,Derek Carr,22,37,59.5,295,8.0,2,3,5,0,0,0,0,1,16.8,16.8,7.1%,NO,1,2022
18,Jared Goff,21,37,56.8,215,5.8,2,1,1,2,9,0,0,1,16.5,16.5,73.4%,DET,1,2022
19,Matt Ryan,32,50,64.0,352,7.0,1,1,2,4,12,0,1,1,16.3,16.3,0.1%,FA,1,2022
20,Davis Mills,23,37,62.2,240,6.5,2,0,3,2,-1,0,1,1,15.5,15.5,0.1%,HOU,1,2022
21,Joe Flacco,37,59,62.7,309,5.2,1,1,3,1,0,0,0,1,15.4,15.4,0.7%,IND,1,2022
22,Tua Tagovailoa,23,33,69.7,270,8.2,1,0,3,2,0,0,0,1,14.8,14.8,80.1%,MIA,1,2022
23,Justin Fields,8,17,47.1,121,7.1,2,1,2,11,28,0,0,1,14.6,14.6,6.0%,PIT,1,2022
24,Trevor Lawrence,24,42,57.1,275,6.5,1,1,2,2,4,0,0,1,14.4,14.4,66.9%,JAC,1,2022
25,Mitchell Trubisky,21,38,55.3,194,5.1,1,0,1,3,9,0,0,1,12.7,12.7,0.1%,BUF,1,2022
26,Tom Brady,18,27,66.7,212,7.9,1,1,2,2,-1,0,0,1,11.4,11.4,2.7%,FA,1,2022
27,Trey Lance,13,28,46.4,164,5.9,0,1,2,13,54,0,0,1,11.0,11.0,0.1%,DAL,1,2022
28,Jacoby Brissett,18,34,52.9,147,4.3,1,0,1,4,10,0,0,1,10.9,10.9,0.9%,NE,1,2022
29,Matthew Stafford,29,41,70.7,240,5.9,1,3,7,1,2,0,0,1,10.8,10.8,49.9%,LAR,1,2022
30,Mac Jones,21,30,70.0,213,7.1,1,1,2,2,0,0,1,1,9.5,9.5,0.1%,JAC,1,2022
31,Dak Prescott,14,29,48.3,134,4.6,0,1,2,2,11,0,0,1,5.5,5.5,96.3%,DAL,1,2022
32,Aaron Rodgers,22,34,64.7,195,5.7,0,1,4,1,-1,0,1,1,4.7,4.7,72.2%,NYJ,1,2022
33,Cooper Rush,7,13,53.8,64,4.9,0,0,2,0,0,0,0,1,2.6,2.6,0.1%,DAL,1,2022
34,Jordan Love,4,5,80.0,65,13.0,0,0,0,0,0,0,0,1,2.6,2.6,95.3%,GB,1,2022
35,Trace McSorley,2,4,50.0,12,3.0,0,0,1,3,20,0,0,1,2.5,2.5,0.1%,FA,1,2022
36,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,1,5,0,0,1,0.5,0.5,0.0%,WAS,1,2022
37,Matt Corral,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,1,2022
38,Chad Henne,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,1,2022
39,Taysom Hill,0,0,0.0,0,0.0,0,0,0,4,81,1,0,1,0.0,0.0,45.9%,NO,1,2022
