Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tua Tagovailoa,29,36,80.6,382,10.6,3,0,2,5,19,0,0,1,29.2,29.2,80.1%,MIA,8,2022
2,Jalen Hurts,19,28,67.9,285,10.2,4,0,3,2,10,0,0,1,28.4,28.4,99.9%,PHI,8,2022
3,Kyler Murray,31,44,70.5,326,7.4,3,2,4,6,36,0,0,1,26.6,26.6,94.7%,ARI,8,2022
4,Dak Prescott,21,27,77.8,250,9.3,2,1,1,5,34,1,0,1,26.4,26.4,96.3%,DAL,8,2022
5,Justin Fields,17,23,73.9,151,6.6,2,0,4,8,60,1,0,1,26.0,26.0,6.0%,PIT,8,2022
6,Marcus Mariota,20,28,71.4,253,9.0,3,2,2,6,43,0,0,1,24.4,24.4,0.1%,WAS,8,2022
7,Kirk Cousins,24,36,66.7,232,6.4,2,0,3,4,22,1,1,1,23.5,23.5,64.2%,ATL,8,2022
8,Taylor Heinicke,23,31,74.2,279,9.0,1,1,2,6,29,1,0,1,23.1,23.1,0.0%,LAC,8,2022
9,Lamar Jackson,27,38,71.1,238,6.3,2,0,3,9,43,0,0,1,21.8,21.8,99.9%,BAL,8,2022
10,Jacoby Brissett,17,22,77.3,278,12.6,1,0,2,6,12,1,1,1,20.3,20.3,0.9%,NE,8,2022
11,Josh Allen,13,25,52.0,218,8.7,2,2,2,6,49,0,0,1,19.6,19.6,100.0%,BUF,8,2022
12,Zach Wilson,20,41,48.8,355,8.7,2,3,2,1,2,0,0,1,19.4,19.4,0.1%,DEN,8,2022
13,Geno Smith,23,34,67.6,212,6.2,2,0,3,5,26,0,0,1,19.1,19.1,21.9%,SEA,8,2022
14,Jared Goff,27,37,73.0,321,8.7,1,0,1,1,3,0,0,1,18.6,18.6,73.4%,DET,8,2022
15,Jimmy Garoppolo,21,25,84.0,235,9.4,2,0,3,1,3,0,0,1,17.7,17.7,0.1%,LAR,8,2022
16,P.J. Walker,19,36,52.8,317,8.8,1,1,1,1,20,0,0,1,17.7,17.7,0.0%,FA,8,2022
17,Matthew Stafford,22,33,66.7,187,5.7,1,0,2,2,-1,1,0,1,17.4,17.4,49.9%,LAR,8,2022
18,Andy Dalton,22,30,73.3,229,7.6,2,0,0,0,0,0,0,1,17.2,17.2,0.1%,CAR,8,2022
19,Tom Brady,26,44,59.1,325,7.4,1,0,3,1,1,0,0,1,17.1,17.1,2.7%,FA,8,2022
20,Aaron Rodgers,19,30,63.3,203,6.8,2,1,2,1,11,0,0,1,16.2,16.2,72.2%,NYJ,8,2022
21,Russell Wilson,18,30,60.0,252,8.4,1,1,3,4,17,0,0,1,14.8,14.8,6.9%,PIT,8,2022
22,Joe Burrow,25,35,71.4,232,6.6,2,1,5,1,2,0,1,1,14.5,14.5,98.2%,CIN,8,2022
23,Mac Jones,24,35,68.6,194,5.5,1,1,6,7,19,0,0,1,12.7,12.7,0.1%,JAC,8,2022
24,Davis Mills,17,29,58.6,152,5.2,1,1,3,3,8,0,0,1,9.9,9.9,0.1%,HOU,8,2022
25,Daniel Jones,17,31,54.8,176,5.7,0,0,5,6,20,0,0,1,9.0,9.0,7.4%,NYG,8,2022
26,Trevor Lawrence,18,31,58.1,133,4.3,1,2,2,3,15,0,0,1,8.8,8.8,66.9%,JAC,8,2022
27,Kenny Pickett,25,38,65.8,191,5.0,0,1,6,7,37,0,1,1,8.3,8.3,0.2%,PHI,8,2022
28,Sam Ehlinger,17,23,73.9,201,8.7,0,0,2,6,15,0,1,1,7.5,7.5,0.0%,IND,8,2022
29,Jarrett Stidham,8,13,61.5,72,5.5,0,0,1,0,0,0,0,1,2.9,2.9,0.1%,DEN,8,2022
30,Derek Carr,15,26,57.7,101,3.9,0,1,3,1,-1,0,0,1,2.9,2.9,7.1%,NO,8,2022
31,Malik Willis,6,10,60.0,55,5.5,0,1,3,5,12,0,0,1,2.4,2.4,0.1%,GB,8,2022
32,Gardner Minshew II,1,2,50.0,23,11.5,0,0,0,1,-1,0,0,1,0.8,0.8,3.9%,LV,8,2022
33,Trevor Siemian,1,1,100.0,5,5.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0%,FA,8,2022
34,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CAR,8,2022
35,Taysom Hill,1,1,100.0,2,2.0,0,0,0,10,61,0,0,1,0.0,0.0,45.9%,NO,8,2022
36,Logan Woodside,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CIN,8,2022
