Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tom Brady,34,45,75.6,432,9.6,3,0,3,3,4,1,0,1,37.7,37.7,2.7%,FA,17,2022
2,Daniel Jones,19,24,79.2,177,7.4,2,0,0,11,91,2,0,1,36.2,36.2,7.4%,NYG,17,2022
3,Jarrett Stidham,23,34,67.6,365,10.7,3,2,0,7,34,0,0,1,28.0,28.0,0.1%,DEN,17,2022
4,Patrick Mahomes II,29,42,69.0,328,7.8,3,1,0,4,8,0,0,1,26.5,26.5,99.9%,KC,17,2022
5,Russell Wilson,26,38,68.4,222,5.8,1,1,4,4,27,2,1,1,24.6,24.6,6.9%,PIT,17,2022
6,Sam Darnold,23,37,62.2,341,9.2,3,1,2,5,20,0,2,1,22.6,22.6,6.3%,MIN,17,2022
7,Jared Goff,21,29,72.4,255,8.8,3,0,1,1,2,0,0,1,22.4,22.4,73.4%,DET,17,2022
8,Deshaun Watson,9,18,50.0,169,9.4,3,0,5,8,31,0,0,1,21.9,21.9,38.9%,CLE,17,2022
9,Brock Purdy,22,35,62.9,284,8.1,2,1,0,2,-3,0,0,1,18.1,18.1,92.4%,SF,17,2022
10,Justin Fields,7,21,33.3,75,3.6,1,1,7,10,132,0,1,1,17.2,17.2,6.0%,PIT,17,2022
11,Geno Smith,18,29,62.1,183,6.3,2,0,4,5,18,0,0,1,17.1,17.1,21.9%,SEA,17,2022
12,Justin Herbert,21,28,75.0,212,7.6,2,0,0,1,2,0,0,1,16.7,16.7,65.1%,LAC,17,2022
13,Aaron Rodgers,15,24,62.5,159,6.6,1,0,1,1,2,1,0,1,16.6,16.6,72.2%,NYJ,17,2022
14,Dak Prescott,29,41,70.7,282,6.9,2,2,1,3,11,0,1,1,16.4,16.4,96.3%,DAL,17,2022
15,Mac Jones,20,33,60.6,204,6.2,2,0,3,3,1,0,0,1,16.3,16.3,0.1%,JAC,17,2022
16,Gardner Minshew II,18,32,56.3,274,8.6,1,1,6,1,0,0,0,1,14.0,14.0,3.9%,LV,17,2022
17,David Blough,24,40,60.0,222,5.6,1,0,2,2,7,0,0,1,13.6,13.6,0.0%,FA,17,2022
18,Joshua Dobbs,20,39,51.3,232,5.9,1,1,2,3,12,0,1,1,11.5,11.5,0.2%,SF,17,2022
19,Kenny Pickett,15,27,55.6,168,6.2,1,0,2,5,2,0,0,1,10.9,10.9,0.2%,PHI,17,2022
20,Kirk Cousins,18,31,58.1,205,6.6,1,3,2,3,37,0,1,1,10.9,10.9,64.2%,ATL,17,2022
21,Tyler Huntley,14,21,66.7,130,6.2,1,1,1,7,24,0,0,1,10.6,10.6,0.0%,BAL,17,2022
22,Teddy Bridgewater,12,19,63.2,161,8.5,1,1,1,1,6,0,0,1,10.0,10.0,0.0%,FA,17,2022
23,Davis Mills,22,40,55.0,202,5.1,0,0,1,4,33,0,1,1,9.4,9.4,0.1%,HOU,17,2022
24,Carson Wentz,16,28,57.1,143,5.1,0,3,3,3,7,1,0,1,9.4,9.4,0.2%,KC,17,2022
25,Sam Ehlinger,9,14,64.3,60,4.3,1,0,1,1,12,0,0,1,7.6,7.6,0.0%,IND,17,2022
26,Skylar Thompson,12,21,57.1,104,5.0,1,1,1,1,4,0,0,1,7.6,7.6,0.1%,MIA,17,2022
27,Andy Dalton,18,22,81.8,205,9.3,0,1,6,2,-2,0,0,1,7.0,7.0,0.1%,CAR,17,2022
28,Nick Mullens,4,4,100.0,57,14.3,1,0,0,0,0,0,0,1,6.3,6.3,0.1%,MIN,17,2022
29,Joe Burrow,4,4,100.0,52,13.0,1,0,0,1,2,0,0,1,6.3,6.3,98.2%,CIN,17,2022
30,Desmond Ridder,19,26,73.1,169,6.5,0,0,1,4,9,0,1,1,5.7,5.7,0.1%,ARI,17,2022
31,Mike White,23,46,50.0,240,5.2,0,2,4,0,0,0,1,1,5.6,5.6,0.1%,BUF,17,2022
32,Trevor Lawrence,17,21,81.0,152,7.2,0,1,1,2,4,0,0,1,5.5,5.5,66.9%,JAC,17,2022
33,Baker Mayfield,11,19,57.9,132,6.9,0,0,3,3,8,0,1,1,4.1,4.1,31.7%,TB,17,2022
34,Nick Foles,8,13,61.5,81,6.2,0,1,1,1,8,0,0,1,3.0,3.0,0.0%,FA,17,2022
35,Josh Allen,3,6,50.0,33,5.5,0,0,0,2,14,0,0,1,2.7,2.7,100.0%,BUF,17,2022
36,Jeff Driskel,3,4,75.0,9,2.3,0,0,1,2,7,0,0,1,1.1,1.1,0.0%,WAS,17,2022
37,Chase Daniel,3,3,100.0,27,9.0,0,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,17,2022
38,Jordan Love,2,3,66.7,9,3.0,0,0,0,1,-1,0,0,1,0.3,0.3,95.3%,GB,17,2022
39,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,1,2,0,0,1,0.2,0.2,0.9%,NE,17,2022
40,C.J. Beathard,5,8,62.5,29,3.6,0,1,1,0,0,0,0,1,0.2,0.2,0.0%,FA,17,2022
41,Taysom Hill,2,2,100.0,24,12.0,0,0,1,14,46,1,0,1,0.0,0.0,45.9%,NO,17,2022
42,Nate Sudfeld,0,0,0.0,0,0.0,0,0,1,3,-3,0,0,1,-0.3,-0.3,0.0%,FA,17,2022
