Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Ekeler,10,122,12.2,72,1,2,4,4,39,9.8,0,0,1,32.1,32.1,87.4%,WAS,17,2022
2,Christian McCaffrey,19,121,6.4,37,1,1,6,9,72,12.0,0,0,1,31.3,31.3,100.0%,SF,17,2022
3,D'Andre Swift,11,78,7.1,35,1,1,4,4,39,9.8,1,0,1,27.7,27.7,94.7%,CHI,17,2022
4,Raheem Mostert,9,29,3.2,6,0,0,8,8,62,7.8,1,0,1,23.1,23.1,92.7%,MIA,17,2022
5,Travis Etienne Jr.,9,108,12.0,62,2,1,3,3,32,10.7,0,0,1,23.0,23.0,99.9%,JAC,17,2022
6,Jamaal Williams,22,144,6.5,58,1,1,1,1,13,13.0,0,0,1,22.7,22.7,5.0%,NO,17,2022
7,Jerick McKinnon,2,4,2.0,4,0,0,5,6,52,10.4,2,0,1,22.6,22.6,0.1%,FA,17,2022
8,Cordarrelle Patterson,9,42,4.7,22,1,1,6,8,42,7.0,0,0,1,20.4,20.4,1.7%,PIT,17,2022
9,Najee Harris,22,111,5.0,15,0,0,2,3,12,6.0,1,0,1,20.3,20.3,93.3%,PIT,17,2022
10,Josh Jacobs,17,69,4.1,9,0,1,4,5,26,6.5,0,0,1,19.5,19.5,99.4%,GB,17,2022
11,JaMycal Hasty,10,33,3.3,11,0,1,6,6,23,3.8,0,0,1,17.6,17.6,0.2%,NE,17,2022
12,Tyler Allgeier,20,83,4.2,17,0,1,1,1,12,12.0,0,0,1,16.5,16.5,48.2%,ATL,17,2022
13,Kenneth Walker III,23,133,5.8,60,1,0,1,1,9,9.0,0,0,1,15.2,15.2,98.0%,SEA,17,2022
14,Cam Akers,19,123,6.5,42,1,0,1,2,10,10.0,0,0,1,14.3,14.3,1.5%,HOU,17,2022
15,James Conner,16,79,4.9,16,0,0,3,3,31,10.3,0,0,1,14.0,14.0,94.4%,ARI,17,2022
16,Aaron Jones,14,111,7.9,31,1,0,2,3,2,1.0,0,0,1,13.3,13.3,96.1%,MIN,17,2022
17,Isiah Pacheco,9,31,3.4,6,0,1,2,2,18,9.0,0,0,1,12.9,12.9,99.9%,KC,17,2022
