Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tony Pollard,15,80,5.3,20,1,0,6,6,109,18.2,2,0,1,36.9,36.9,90.8%,TEN,11,2022
2,Samaje Perine,11,30,2.7,8,0,0,4,4,52,13.0,3,0,1,30.2,30.2,2.1%,KC,11,2022
3,Najee Harris,20,90,4.5,19,0,2,4,6,26,6.5,0,0,1,27.6,27.6,93.3%,PIT,11,2022
4,Derrick Henry,28,87,3.1,9,0,1,2,2,45,22.5,0,0,1,25.4,25.4,99.9%,BAL,11,2022
5,Jamaal Williams,17,64,3.8,15,0,3,0,0,0,0.0,0,0,1,24.4,24.4,5.0%,NO,11,2022
6,David Montgomery,17,67,3.9,15,0,1,3,4,54,18.0,0,0,1,21.1,21.1,95.7%,DET,11,2022
7,Josh Jacobs,24,109,4.5,15,0,0,3,4,51,17.0,0,0,1,19.0,19.0,99.4%,GB,11,2022
8,Austin Ekeler,19,83,4.4,9,0,1,2,2,17,8.5,0,0,1,18.0,18.0,87.4%,WAS,11,2022
9,Ezekiel Elliott,15,42,2.8,8,0,2,1,1,5,5.0,0,0,1,17.7,17.7,81.8%,DAL,11,2022
10,Devin Singletary,18,86,4.8,18,0,1,2,2,11,5.5,0,0,1,17.7,17.7,87.8%,NYG,11,2022
11,Christian McCaffrey,7,39,5.6,20,1,0,7,7,67,9.6,0,0,1,17.6,17.6,100.0%,SF,11,2022
12,Latavius Murray,17,49,2.9,12,0,1,4,4,23,5.8,0,0,1,17.2,17.2,0.0%,FA,11,2022
13,Jonathan Taylor,22,84,3.8,28,1,1,3,4,10,3.3,0,1,1,16.4,16.4,99.9%,IND,11,2022
14,Rhamondre Stevenson,15,26,1.7,5,0,0,6,6,56,9.3,0,0,1,14.2,14.2,95.2%,NE,11,2022
15,Aaron Jones,12,40,3.3,14,0,0,6,7,20,3.3,0,0,1,14.0,14.0,96.1%,MIN,11,2022
16,James Conner,14,42,3.0,14,0,1,2,5,12,6.0,0,0,1,13.4,13.4,94.4%,ARI,11,2022
17,Antonio Gibson,18,72,4.0,18,0,0,3,3,31,10.3,0,0,1,13.3,13.3,34.1%,NE,11,2022
18,Alvin Kamara,12,42,3.5,11,0,0,4,5,47,11.8,0,0,1,12.9,12.9,98.5%,NO,11,2022
19,D'Andre Swift,5,20,4.0,16,0,1,3,3,12,4.0,0,0,1,12.2,12.2,94.7%,CHI,11,2022
20,Melvin Gordon III,8,31,3.9,10,0,0,5,5,39,7.8,0,0,1,12.0,12.0,0.0%,FA,11,2022
21,Cordarrelle Patterson,10,52,5.2,17,0,0,2,2,7,3.5,0,1,1,11.9,11.9,1.7%,PIT,11,2022
22,Damien Harris,8,65,8.1,30,2,0,2,2,28,14.0,0,0,1,11.3,11.3,9.0%,FA,11,2022
23,Isiah Pacheco,15,107,7.1,28,1,0,0,0,0,0.0,0,0,1,10.7,10.7,99.9%,KC,11,2022
24,Matt Breida,3,13,4.3,5,0,1,1,1,16,16.0,0,0,1,9.9,9.9,0.0%,FA,11,2022
25,Nick Chubb,14,19,1.4,12,0,0,3,3,48,16.0,0,0,1,9.7,9.7,83.5%,CLE,11,2022
26,Joe Mixon,7,20,2.9,7,0,0,3,3,42,14.0,0,0,1,9.2,9.2,99.1%,HOU,11,2022
27,Dontrell Hilliard,1,4,4.0,4,0,0,1,1,14,14.0,1,0,1,8.8,8.8,0.0%,FA,11,2022
28,Justin Jackson,9,66,7.3,27,1,0,1,1,11,11.0,0,0,1,8.7,8.7,0.0%,FA,11,2022
29,James Cook,11,86,7.8,29,1,0,0,1,0,0.0,0,0,1,8.6,8.6,99.1%,BUF,11,2022
30,Kareem Hunt,5,32,6.4,11,0,0,2,2,22,11.0,0,0,1,7.4,7.4,0.2%,FA,11,2022
31,Tyler Allgeier,8,55,6.9,26,1,0,1,1,9,9.0,0,0,1,7.4,7.4,48.2%,ATL,11,2022
32,Kenyan Drake,10,46,4.6,29,1,0,2,4,7,3.5,0,0,1,7.3,7.3,0.0%,FA,11,2022
33,Dalvin Cook,11,72,6.5,17,0,0,0,1,0,0.0,0,0,1,7.2,7.2,12.7%,DAL,11,2022
