Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jonathan Taylor,22,147,6.7,66,1,1,2,2,16,8.0,0,0,1,24.3,24.3,99.9%,IND,10,2022
2,James Conner,21,69,3.3,9,0,2,3,3,17,5.7,0,0,1,23.6,23.6,94.4%,ARI,10,2022
3,Aaron Jones,24,138,5.8,30,1,1,2,2,18,9.0,0,0,1,23.6,23.6,96.1%,MIN,10,2022
4,Dalvin Cook,14,119,8.5,81,1,1,3,5,27,9.0,0,0,1,23.6,23.6,12.7%,DAL,10,2022
5,Saquon Barkley,35,152,4.3,27,1,1,1,1,8,8.0,0,0,1,23.0,23.0,100.0%,PHI,10,2022
6,Josh Jacobs,21,78,3.7,22,1,1,6,8,28,4.7,0,0,1,22.6,22.6,99.4%,GB,10,2022
7,Jeff Wilson Jr.,17,119,7.0,20,1,1,2,5,24,12.0,0,0,1,22.3,22.3,0.1%,MIA,10,2022
8,Tony Pollard,22,115,5.2,14,0,1,3,6,13,4.3,0,0,1,21.8,21.8,90.8%,TEN,10,2022
9,D'Onta Foreman,31,130,4.2,23,1,1,0,1,0,0.0,0,0,1,19.0,19.0,2.4%,CLE,10,2022
10,Raheem Mostert,8,65,8.1,24,1,1,4,4,22,5.5,0,0,1,18.7,18.7,92.7%,MIA,10,2022
11,Christian McCaffrey,14,38,2.7,12,0,1,4,6,39,9.8,0,0,1,17.7,17.7,100.0%,SF,10,2022
12,Devin Singletary,13,47,3.6,21,1,2,1,2,0,0.0,0,1,1,15.7,15.7,87.8%,NYG,10,2022
13,Nick Chubb,11,63,5.7,33,1,1,3,4,18,6.0,0,1,1,15.1,15.1,83.5%,CLE,10,2022
14,Antonio Gibson,14,44,3.1,7,0,1,3,3,14,4.7,0,0,1,14.8,14.8,34.1%,NE,10,2022
15,Brian Robinson Jr.,26,86,3.3,11,0,1,0,0,0,0.0,0,0,1,14.6,14.6,90.8%,WAS,10,2022
16,Alec Ingold,0,0,0.0,0,0,0,4,4,45,11.3,1,0,1,14.5,14.5,0.1%,MIA,10,2022
17,Austin Ekeler,6,24,4.0,12,0,0,7,12,39,5.6,0,0,1,13.3,13.3,87.4%,WAS,10,2022
18,Kenneth Walker III,10,17,1.7,5,0,0,6,8,55,9.2,0,0,1,13.2,13.2,98.0%,SEA,10,2022
