Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Alvin Kamara,18,62,3.4,9,0,1,9,10,96,10.7,2,0,1,42.8,42.8,98.5%,NO,8,2022
2,Christian McCaffrey,18,94,5.2,25,2,1,8,9,55,6.9,1,0,1,40.3,40.3,100.0%,SF,8,2022
3,Derrick Henry,32,219,6.8,41,2,2,1,1,9,9.0,0,0,1,35.8,35.8,99.9%,BAL,8,2022
4,Tony Pollard,14,131,9.4,54,1,3,1,1,16,16.0,0,0,1,33.7,33.7,90.8%,TEN,8,2022
5,D'Onta Foreman,26,118,4.5,16,0,3,0,1,0,0.0,0,0,1,31.8,31.8,2.4%,CLE,8,2022
6,Nick Chubb,23,101,4.4,21,1,2,1,1,3,3.0,0,0,1,25.4,25.4,83.5%,CLE,8,2022
7,Travis Etienne Jr.,24,156,6.5,49,1,1,3,3,6,2.0,0,0,1,25.2,25.2,99.9%,JAC,8,2022
8,Dalvin Cook,20,111,5.6,30,1,1,5,6,30,6.0,0,0,1,25.1,25.1,12.7%,DAL,8,2022
9,Jamaal Williams,10,53,5.3,15,0,2,3,3,23,7.7,0,0,1,22.6,22.6,5.0%,NO,8,2022
10,Rhamondre Stevenson,16,71,4.4,35,1,0,7,7,72,10.3,0,0,1,21.3,21.3,95.2%,NE,8,2022
11,Antonio Gibson,7,19,2.7,5,0,0,7,7,58,8.3,1,0,1,20.7,20.7,34.1%,NE,8,2022
12,Aaron Jones,20,143,7.2,32,1,0,4,5,14,3.5,0,0,1,19.7,19.7,96.1%,MIN,8,2022
13,Tyler Allgeier,14,39,2.8,13,0,0,3,3,46,15.3,1,0,1,17.5,17.5,48.2%,ATL,8,2022
14,Kenyan Drake,7,62,8.9,40,1,0,4,4,5,1.3,1,0,1,16.7,16.7,0.0%,FA,8,2022
15,Khalil Herbert,16,99,6.2,36,1,1,0,0,0,0.0,0,0,1,15.9,15.9,26.2%,CHI,8,2022
16,Saquon Barkley,20,53,2.7,15,0,1,3,5,9,3.0,0,0,1,15.2,15.2,100.0%,PHI,8,2022
17,Leonard Fournette,9,24,2.7,9,0,1,3,3,34,11.3,0,0,1,14.8,14.8,2.1%,FA,8,2022
18,D'Andre Swift,5,6,1.2,7,0,0,5,5,27,5.4,1,0,1,14.3,14.3,94.7%,CHI,8,2022
19,Melvin Gordon III,9,29,3.2,9,0,1,3,4,23,7.7,0,0,1,14.2,14.2,0.0%,FA,8,2022
