Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Jerick McKinnon,6,22,3.7,7,0,0,7,9,112,16.0,2,0,1,32.4,32.4,0.1%,FA,14,2022
2,Christian McCaffrey,14,119,8.5,38,2,1,2,3,34,17.0,1,0,1,29.3,29.3,100.0%,SF,14,2022
3,Miles Sanders,17,144,8.5,40,2,2,1,3,11,11.0,0,0,1,28.5,28.5,8.5%,CAR,14,2022
4,Austin Ekeler,15,45,3.0,12,0,1,8,8,59,7.4,0,0,1,24.4,24.4,87.4%,WAS,14,2022
5,James Conner,15,85,5.7,23,1,1,6,7,29,4.8,0,0,1,23.4,23.4,94.4%,ARI,14,2022
6,Tony Pollard,10,42,4.2,18,0,1,4,5,20,5.0,1,0,1,22.2,22.2,90.8%,TEN,14,2022
7,Derrick Henry,17,121,7.1,50,2,1,3,5,34,11.3,0,2,1,20.5,20.5,99.9%,BAL,14,2022
8,Josh Jacobs,27,99,3.7,15,0,1,2,2,15,7.5,0,0,1,19.4,19.4,99.4%,GB,14,2022
9,Chuba Hubbard,14,74,5.3,12,0,1,3,3,25,8.3,0,0,1,18.9,18.9,61.7%,CAR,14,2022
10,J.K. Dobbins,15,120,8.0,44,1,1,0,0,0,0.0,0,0,1,18.0,18.0,61.0%,LAC,14,2022
11,Ezekiel Elliott,15,62,4.1,25,1,1,3,5,19,6.3,0,0,1,17.1,17.1,81.8%,DAL,14,2022
12,Pierre Strong Jr.,5,70,14.0,44,1,1,2,2,20,10.0,0,0,1,17.0,17.0,0.8%,CLE,14,2022
13,Zonovan Knight,17,71,4.2,13,0,1,2,2,6,3.0,0,0,1,15.7,15.7,0.0%,FA,14,2022
14,Marlon Mack,3,15,5.0,6,0,0,2,3,62,31.0,1,0,1,15.7,15.7,0.0%,FA,14,2022
15,Najee Harris,12,33,2.8,8,0,1,2,3,17,8.5,0,0,1,13.0,13.0,93.3%,PIT,14,2022
16,Joe Mixon,14,96,6.9,40,1,0,2,2,10,5.0,0,0,1,12.6,12.6,99.1%,HOU,14,2022
17,Isiah Pacheco,13,70,5.4,10,0,0,3,3,23,7.7,0,0,1,12.3,12.3,99.9%,KC,14,2022
18,Raheem Blackshear,4,32,8.0,16,0,1,1,1,17,17.0,0,0,1,11.9,11.9,0.2%,CAR,14,2022
19,Dameon Pierce,22,78,3.5,24,1,1,0,0,0,0.0,0,1,1,11.8,11.8,6.1%,HOU,14,2022
20,Boston Scott,6,33,5.5,11,0,1,1,1,4,4.0,0,0,1,10.7,10.7,0.0%,PIT,14,2022
21,Rachaad White,13,56,4.3,9,0,0,5,5,21,4.2,0,1,1,10.7,10.7,99.0%,TB,14,2022
22,Leonard Fournette,4,13,3.3,8,0,0,6,7,33,5.5,0,0,1,10.6,10.6,2.1%,FA,14,2022
23,Justin Jackson,4,19,4.8,15,0,1,1,1,12,12.0,0,0,1,10.1,10.1,0.0%,FA,14,2022
24,Samaje Perine,4,22,5.5,14,0,1,1,5,2,2.0,0,0,1,9.4,9.4,2.1%,KC,14,2022
25,Cam Akers,12,42,3.5,9,0,1,1,1,1,1.0,0,1,1,9.3,9.3,1.5%,HOU,14,2022
26,Kevin Harris,8,26,3.3,14,0,1,0,0,0,0.0,0,0,1,8.6,8.6,0.0%,NE,14,2022
27,Dalvin Cook,15,23,1.5,5,0,1,1,2,13,13.0,0,1,1,8.6,8.6,12.7%,DAL,14,2022
28,D'Onta Foreman,21,74,3.5,11,0,0,1,1,1,1.0,0,0,1,8.5,8.5,2.4%,CLE,14,2022
29,Nick Chubb,14,34,2.4,13,0,0,3,3,20,6.7,0,0,1,8.4,8.4,83.5%,CLE,14,2022
30,D'Andre Swift,6,21,3.5,9,0,0,3,4,18,6.0,0,0,1,6.9,6.9,94.7%,CHI,14,2022
31,Saquon Barkley,9,28,3.1,9,0,0,2,2,20,10.0,0,0,1,6.8,6.8,100.0%,PHI,14,2022
32,Gus Edwards,13,66,5.1,16,0,0,0,0,0,0.0,0,0,1,6.6,6.6,78.0%,LAC,14,2022
33,Gary Brightwell,5,23,4.6,13,0,0,2,3,18,9.0,0,0,1,6.1,6.1,0.0%,CLE,14,2022
34,Latavius Murray,8,32,4.0,8,0,0,3,5,-1,-0.3,0,0,1,6.1,6.1,0.0%,FA,14,2022
35,Jordan Mason,11,56,5.1,18,0,0,0,0,0,0.0,0,0,1,5.6,5.6,21.4%,SF,14,2022
36,Raheem Mostert,11,37,3.4,13,0,0,1,1,7,7.0,0,0,1,5.4,5.4,92.7%,MIA,14,2022
37,Travis Homer,9,26,2.9,16,0,0,2,3,8,4.0,0,0,1,5.4,5.4,0.0%,CHI,14,2022
38,Devin Singletary,8,39,4.9,16,0,0,1,2,4,4.0,0,0,1,5.3,5.3,87.8%,NYG,14,2022
39,Mike Boone,3,2,0.7,1,0,0,2,2,27,13.5,0,0,1,4.9,4.9,0.0%,CAR,14,2022
40,Jaylen Warren,3,11,3.7,8,0,0,2,3,16,8.0,0,0,1,4.7,4.7,87.9%,PIT,14,2022
41,Joshua Kelley,4,29,7.3,22,1,0,1,2,6,6.0,0,0,1,4.5,4.5,0.0%,FA,14,2022
42,Kyren Williams,3,19,6.3,9,0,0,1,2,10,10.0,0,0,1,3.9,3.9,99.9%,LAR,14,2022
43,Malcolm Brown,1,5,5.0,5,0,0,2,2,12,6.0,0,0,1,3.7,3.7,0.0%,FA,14,2022
44,Ameer Abdullah,0,0,0.0,0,0,0,2,2,17,8.5,0,0,1,3.7,3.7,0.4%,LV,14,2022
45,Jamaal Williams,16,37,2.3,8,0,0,0,1,0,0.0,0,0,1,3.7,3.7,5.0%,NO,14,2022
