Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Khalil Herbert,20,157,7.9,52,1,2,2,2,12,6.0,0,0,1,30.9,30.9,26.2%,CHI,3,2022
2,Derrick Henry,20,85,4.3,24,1,1,5,6,58,11.6,0,0,1,25.3,25.3,99.9%,BAL,3,2022
3,Jamaal Williams,20,87,4.4,15,0,2,2,2,20,10.0,0,0,1,24.7,24.7,5.0%,NO,3,2022
4,Devin Singletary,9,13,1.4,6,0,0,9,11,78,8.7,1,0,1,24.1,24.1,87.8%,NYG,3,2022
5,Saquon Barkley,14,81,5.8,36,1,1,4,4,45,11.3,0,0,1,22.6,22.6,100.0%,PHI,3,2022
6,Cordarrelle Patterson,17,141,8.3,40,1,1,1,1,12,12.0,0,0,1,22.3,22.3,1.7%,PIT,3,2022
7,James Robinson,17,100,5.9,50,2,1,3,3,16,5.3,0,0,1,20.6,20.6,0.0%,FA,3,2022
8,Rhamondre Stevenson,12,73,6.1,18,0,1,4,5,28,7.0,0,0,1,20.1,20.1,95.2%,NE,3,2022
9,Dameon Pierce,20,80,4.0,24,1,1,2,2,21,10.5,0,0,1,18.1,18.1,6.1%,HOU,3,2022
10,Nick Chubb,23,113,4.9,36,1,1,0,1,0,0.0,0,0,1,17.3,17.3,83.5%,CLE,3,2022
11,Melvin Gordon III,12,26,2.2,6,0,1,5,6,29,5.8,0,0,1,16.5,16.5,0.0%,FA,3,2022
12,Chase Edmonds,6,21,3.5,8,0,2,1,1,6,6.0,0,0,1,15.7,15.7,0.3%,TB,3,2022
13,Breece Hall,8,39,4.9,16,0,0,6,11,53,8.8,0,0,1,15.2,15.2,100.0%,NYJ,3,2022
14,Clyde Edwards-Helaire,7,0,0.0,4,0,1,5,5,39,7.8,0,0,1,14.9,14.9,7.3%,KC,3,2022
15,Josh Jacobs,13,66,5.1,13,0,0,5,5,31,6.2,0,0,1,14.7,14.7,99.4%,GB,3,2022
16,Ezekiel Elliott,15,73,4.9,27,1,1,1,1,2,2.0,0,0,1,14.5,14.5,81.8%,DAL,3,2022
17,Samaje Perine,9,47,5.2,7,0,0,2,2,14,7.0,1,0,1,14.1,14.1,2.1%,KC,3,2022
18,Dalvin Cook,17,96,5.6,13,0,1,0,0,0,0.0,0,1,1,13.6,13.6,12.7%,DAL,3,2022
19,Christian McCaffrey,25,108,4.3,18,0,0,2,4,7,3.5,0,0,1,13.5,13.5,100.0%,SF,3,2022
20,Austin Ekeler,4,5,1.3,3,0,0,8,8,48,6.0,0,0,1,13.3,13.3,87.4%,WAS,3,2022
21,Najee Harris,15,56,3.7,10,0,1,3,3,5,1.7,0,1,1,13.1,13.1,93.3%,PIT,3,2022
22,Damien Harris,11,41,3.7,10,0,1,2,3,5,2.5,0,0,1,12.6,12.6,9.0%,FA,3,2022
23,Jonathan Taylor,21,71,3.4,13,0,0,3,5,20,6.7,0,0,1,12.1,12.1,99.9%,IND,3,2022
24,Leonard Fournette,12,35,2.9,6,0,0,5,6,35,7.0,0,0,1,12.0,12.0,2.1%,FA,3,2022
25,Jeff Wilson Jr.,12,75,6.3,37,1,0,3,3,31,10.3,0,1,1,11.6,11.6,0.1%,MIA,3,2022
26,Alexander Mattison,7,28,4.0,9,0,1,1,1,16,16.0,0,0,1,11.4,11.4,7.9%,LV,3,2022
27,Antonio Gibson,12,38,3.2,11,0,1,1,1,2,2.0,0,0,1,11.0,11.0,34.1%,NE,3,2022
28,Travis Etienne Jr.,13,45,3.5,9,0,0,3,3,30,10.0,0,0,1,10.5,10.5,99.9%,JAC,3,2022
29,Tony Pollard,13,105,8.1,46,1,0,0,1,0,0.0,0,0,1,10.5,10.5,90.8%,TEN,3,2022
30,Cam Akers,12,61,5.1,14,0,1,0,0,0,0.0,0,1,1,10.1,10.1,1.5%,HOU,3,2022
31,J.D. McKissic,3,8,2.7,6,0,0,6,9,32,5.3,0,0,1,10.0,10.0,0.0%,FA,3,2022
32,Kareem Hunt,12,47,3.9,11,0,0,3,4,14,4.7,0,0,1,9.1,9.1,0.2%,FA,3,2022
33,Javonte Williams,15,58,3.9,16,0,0,3,5,2,0.7,0,0,1,9.0,9.0,90.5%,DEN,3,2022
34,James Conner,13,39,3.0,10,0,0,3,5,18,6.0,0,0,1,8.7,8.7,94.4%,ARI,3,2022
35,Nyheim Hines,3,7,2.3,7,0,0,5,6,23,4.6,0,0,1,8.0,8.0,0.3%,CLE,3,2022
36,James Cook,1,3,3.0,3,0,0,4,5,37,9.3,0,0,1,8.0,8.0,99.1%,BUF,3,2022
37,Rashaad Penny,14,66,4.7,14,0,0,1,1,3,3.0,0,0,1,7.9,7.9,0.0%,FA,3,2022
