Rank,Player,ATT,YDS,Y/A,LG,20+,TD,REC,TGT,YDS.1,Y/R,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Saquon Barkley,18,164,9.1,68,2,1,6,7,30,5.0,0,0,1,33.4,33.4,100.0%,PHI,1,2022
2,Jonathan Taylor,31,161,5.2,17,0,1,4,7,14,3.5,0,0,1,27.5,27.5,99.9%,IND,1,2022
3,D'Andre Swift,15,144,9.6,50,1,1,3,3,31,10.3,0,0,1,26.5,26.5,94.7%,CHI,1,2022
4,Kareem Hunt,11,46,4.2,24,1,1,4,4,24,6.0,1,0,1,23.0,23.0,0.2%,FA,1,2022
5,Cordarrelle Patterson,22,120,5.5,15,0,1,3,5,16,5.3,0,0,1,22.6,22.6,1.7%,PIT,1,2022
6,Clyde Edwards-Helaire,7,42,6.0,18,0,0,3,3,32,10.7,2,0,1,22.4,22.4,7.3%,KC,1,2022
7,Dontrell Hilliard,2,8,4.0,5,0,0,3,4,61,20.3,2,0,1,21.9,21.9,0.0%,FA,1,2022
8,Joe Mixon,27,82,3.0,31,1,0,7,9,63,9.0,0,0,1,21.5,21.5,99.1%,HOU,1,2022
9,AJ Dillon,10,45,4.5,14,0,1,5,6,46,9.2,0,0,1,20.1,20.1,1.9%,GB,1,2022
10,Antonio Gibson,14,58,4.1,13,0,0,7,8,72,10.3,0,0,1,20.0,20.0,34.1%,NE,1,2022
11,James Robinson,11,66,6.0,22,1,1,1,2,3,3.0,1,0,1,19.9,19.9,0.0%,FA,1,2022
12,Javonte Williams,7,43,6.1,13,0,0,11,12,65,5.9,0,1,1,19.8,19.8,90.5%,DEN,1,2022
13,Miles Sanders,13,96,7.4,24,2,1,2,2,9,4.5,0,0,1,18.5,18.5,8.5%,CAR,1,2022
14,Michael Carter,10,60,6.0,22,1,0,7,9,40,5.7,0,0,1,17.0,17.0,0.3%,ARI,1,2022
15,James Conner,10,26,2.6,8,0,1,5,6,29,5.8,0,0,1,16.5,16.5,94.4%,ARI,1,2022
16,Jamaal Williams,11,28,2.5,7,0,2,1,2,2,2.0,0,0,1,16.0,16.0,5.0%,NO,1,2022
17,Christian McCaffrey,10,33,3.3,9,0,1,4,5,24,6.0,0,0,1,15.7,15.7,100.0%,SF,1,2022
18,Leonard Fournette,21,127,6.0,17,0,0,2,2,10,5.0,0,0,1,15.7,15.7,2.1%,FA,1,2022
19,Nick Chubb,22,141,6.4,25,2,0,1,1,2,2.0,0,0,1,15.3,15.3,83.5%,CLE,1,2022
20,Dalvin Cook,20,90,4.5,16,0,0,3,5,18,6.0,0,0,1,13.8,13.8,12.7%,DAL,1,2022
