Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Mark Andrews,6,8,53,8.8,19,0,2,0,0,0,0,1,23.3,23.3,99.8%,BAL,10,2019
2,Travis Kelce,7,7,75,10.7,17,0,1,0,0,0,0,1,20.5,20.5,100.0%,KC,10,2019
3,Jacob Hollister,8,10,62,7.8,13,0,1,0,0,0,0,1,20.2,20.2,0.0%,FA,10,2019
4,Kyle Rudolph,4,5,14,3.5,7,0,2,0,0,0,0,1,19.4,19.4,0.0%,FA,10,2019
5,Greg Olsen,8,10,98,12.3,18,0,0,0,0,0,0,1,17.8,17.8,7.0%,FA,10,2019
6,Gerald Everett,8,12,68,8.5,17,0,0,0,0,0,0,1,14.8,14.8,0.8%,CHI,10,2019
7,O.J. Howard,4,7,47,11.8,26,1,1,0,0,0,0,1,14.7,14.7,0.0%,FA,10,2019
8,Jack Doyle,3,4,44,14.7,23,2,1,0,0,0,0,1,13.4,13.4,2.0%,FA,10,2019
9,Jared Cook,6,10,74,12.3,22,1,0,0,0,0,0,1,13.4,13.4,0.0%,FA,10,2019
10,Hunter Henry,4,7,30,7.5,13,0,1,0,0,0,0,1,13.0,13.0,19.0%,NE,10,2019
11,Anthony Firkser,3,4,36,12.0,20,1,1,0,0,0,0,1,12.6,12.6,0.0%,NYJ,10,2019
12,Nick Boyle,4,4,78,19.5,35,2,0,0,0,0,0,1,11.8,11.8,0.0%,FA,10,2019
13,Austin Hooper,4,5,17,4.3,9,0,1,0,0,0,0,1,11.7,11.7,0.2%,NE,10,2019
14,Eric Ebron,5,12,56,11.2,23,1,0,0,0,0,0,1,10.6,10.6,0.0%,FA,10,2019
15,Tyler Eifert,2,4,20,10.0,14,0,1,0,0,0,0,1,10.0,10.0,0.0%,FA,10,2019
16,Dawson Knox,4,6,55,13.8,21,1,0,0,0,0,0,1,9.5,9.5,3.6%,BUF,10,2019
17,Ben Braunecker,1,1,18,18.0,18,0,1,0,0,0,0,1,8.8,8.8,0.0%,FA,10,2019
18,Irv Smith Jr.,5,6,34,6.8,9,0,0,0,0,0,0,1,8.4,8.4,0.1%,FA,10,2019
19,Jimmy Graham,2,3,59,29.5,48,1,0,0,0,0,0,1,7.9,7.9,0.0%,FA,10,2019
20,T.J. Hockenson,3,6,47,15.7,19,0,0,0,0,0,0,1,7.7,7.7,76.0%,MIN,10,2019
21,Rhett Ellison,3,3,42,14.0,31,1,0,0,0,0,0,1,7.2,7.2,0.0%,FA,10,2019
22,Jonnu Smith,4,6,30,7.5,9,0,0,0,0,0,0,1,7.0,7.0,5.5%,MIA,10,2019
23,Darren Waller,3,5,40,13.3,27,1,0,0,0,0,0,1,7.0,7.0,2.9%,FA,10,2019
24,Blake Jarwin,3,4,35,11.7,26,1,0,0,0,0,0,1,6.5,6.5,4.0%,FA,10,2019
25,Ross Dwelley,3,7,24,8.0,10,0,0,0,0,0,0,1,5.4,5.4,0.0%,ATL,10,2019
26,Tyler Higbee,3,4,22,7.3,12,0,0,0,0,0,0,1,5.2,5.2,1.3%,LAR,10,2019
27,Demetrius Harris,2,2,28,14.0,16,0,0,0,0,0,0,1,4.8,4.8,0.0%,FA,10,2019
28,Vance McDonald,3,7,11,3.7,9,0,0,1,2,0,0,1,4.3,4.3,0.0%,FA,10,2019
29,Hayden Hurst,2,2,20,10.0,14,0,0,0,0,0,0,1,4.0,4.0,2.2%,LAC,10,2019
30,Logan Thomas,2,2,19,9.5,10,0,0,0,0,0,0,1,3.9,3.9,0.1%,FA,10,2019
31,Mike Gesicki,3,6,28,9.3,12,0,0,0,0,0,1,1,3.8,3.8,3.0%,CIN,10,2019
32,Jason Witten,2,5,17,8.5,9,0,0,0,0,0,0,1,3.7,3.7,0.0%,FA,10,2019
33,Trevon Wesco,1,1,15,15.0,15,0,0,1,2,0,0,1,2.7,2.7,0.0%,FA,10,2019
34,Maxx Williams,1,2,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,10,2019
35,Johnny Mundt,1,1,9,9.0,9,0,0,0,0,0,0,1,1.9,1.9,3.5%,MIN,10,2019
36,Nick Vannett,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,TEN,10,2019
37,Clive Walford,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,10,2019
38,Chris Herndon IV,1,2,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,10,2019
39,Deon Yelder,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,10,2019
40,Charles Clay,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,10,2019
41,Drew Sample,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.1%,CIN,10,2019
42,Kaden Smith,1,1,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,0.0%,FA,10,2019
43,Ryan Griffin,1,1,-2,-2.0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,10,2019
44,Jace Sternberger,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
45,Foster Moreau,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,NO,10,2019
46,Stephen Carlson,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,CHI,10,2019
47,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
48,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
49,Lance Kendricks,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
50,Luke Stocker,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
51,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
52,Virgil Green,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
53,Trey Burton,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,10,2019
