Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Evan Engram,11,14,116,10.5,22,1,1,0,0,0,0,1,28.6,28.6,97.1%,JAC,1,2019
2,T.J. Hockenson,6,9,131,21.8,39,4,1,0,0,0,0,1,25.1,25.1,76.0%,MIN,1,2019
3,Mark Andrews,8,8,108,13.5,39,3,1,0,0,0,0,1,24.8,24.8,99.8%,BAL,1,2019
4,Delanie Walker,5,6,55,11.0,16,0,2,0,0,0,0,1,22.5,22.5,0.1%,FA,1,2019
5,Austin Hooper,9,9,77,8.6,16,0,0,0,0,0,0,1,16.7,16.7,0.2%,NE,1,2019
6,Vernon Davis,4,7,59,14.8,48,1,1,0,0,0,0,1,15.9,15.9,1.6%,FA,1,2019
7,Darren Waller,7,8,70,10.0,25,1,0,0,0,0,0,1,14.0,14.0,2.9%,FA,1,2019
8,David Njoku,4,6,37,9.3,18,0,1,0,0,0,0,1,13.7,13.7,93.2%,CLE,1,2019
9,George Kittle,8,10,54,6.8,19,0,0,0,0,0,0,1,13.4,13.4,99.1%,SF,1,2019
10,Blake Jarwin,3,3,39,13.0,28,1,1,0,0,0,0,1,12.9,12.9,4.0%,FA,1,2019
11,Jimmy Graham,3,5,30,10.0,16,0,1,0,0,0,0,1,12.0,12.0,0.0%,FA,1,2019
12,Tyler Higbee,4,5,20,5.0,6,0,1,0,0,0,0,1,12.0,12.0,1.3%,LAR,1,2019
13,Travis Kelce,3,8,88,29.3,42,2,0,0,0,0,0,1,11.8,11.8,100.0%,KC,1,2019
14,C.J. Uzomah,4,5,66,16.5,36,1,0,0,0,0,0,1,10.6,10.6,0.0%,FA,1,2019
15,Jason Witten,3,4,15,5.0,6,0,1,0,0,0,0,1,10.5,10.5,0.0%,FA,1,2019
16,Zach Ertz,5,7,54,10.8,26,1,0,0,0,0,0,1,10.4,10.4,3.1%,WAS,1,2019
17,Hunter Henry,4,5,60,15.0,22,1,0,0,0,0,0,1,10.0,10.0,19.0%,NE,1,2019
18,Tyler Eifert,5,5,27,5.4,7,0,0,0,0,0,0,1,7.7,7.7,0.0%,FA,1,2019
19,Greg Olsen,4,9,36,9.0,14,0,0,0,0,0,0,1,7.6,7.6,7.0%,FA,1,2019
20,James O'Shaughnessy,4,5,32,8.0,9,0,0,0,0,0,0,1,7.2,7.2,0.0%,FA,1,2019
21,Hayden Hurst,3,3,41,13.7,23,1,0,0,0,0,0,1,7.1,7.1,2.2%,LAC,1,2019
22,Vance McDonald,2,4,40,20.0,21,1,0,0,0,0,0,1,6.0,6.0,0.0%,FA,1,2019
23,Jared Cook,2,3,37,18.5,31,1,0,0,0,0,0,1,5.7,5.7,0.0%,FA,1,2019
24,Geoff Swaim,4,4,17,4.3,5,0,0,0,0,0,0,1,5.7,5.7,0.0%,FA,1,2019
25,Nick Boyle,3,3,26,8.7,12,0,0,0,0,0,0,1,5.6,5.6,0.0%,FA,1,2019
26,Tommy Sweeney,2,2,35,17.5,29,1,0,0,0,0,0,1,5.5,5.5,0.0%,FA,1,2019
27,O.J. Howard,4,5,32,8.0,15,0,0,0,0,0,1,1,5.2,5.2,0.0%,FA,1,2019
28,Mike Gesicki,2,6,31,15.5,26,1,0,0,0,0,0,1,5.1,5.1,3.0%,CIN,1,2019
29,Noah Fant,2,4,29,14.5,20,1,0,1,-5,0,0,1,4.4,4.4,19.4%,SEA,1,2019
30,Ryan Griffin,3,4,10,3.3,11,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,1,2019
31,Foster Moreau,2,2,20,10.0,11,0,0,0,0,0,0,1,4.0,4.0,0.0%,NO,1,2019
32,Robert Tonyan,1,1,28,28.0,28,1,0,0,0,0,0,1,3.8,3.8,0.0%,MIN,1,2019
33,Nick Vannett,2,2,16,8.0,11,0,0,0,0,0,0,1,3.6,3.6,0.0%,TEN,1,2019
34,Dallas Goedert,2,3,16,8.0,9,0,0,0,0,0,0,1,3.6,3.6,86.6%,PHI,1,2019
35,Marcedes Lewis,2,3,14,7.0,9,0,0,0,0,0,0,1,3.4,3.4,0.0%,CHI,1,2019
36,Jack Doyle,1,2,20,20.0,20,1,0,0,0,0,0,1,3.0,3.0,2.0%,FA,1,2019
37,Cameron Brate,2,2,8,4.0,7,0,0,0,0,0,0,1,2.8,2.8,2.0%,FA,1,2019
38,Jonnu Smith,1,1,7,7.0,7,0,0,1,10,0,0,1,2.7,2.7,5.5%,MIA,1,2019
39,Jordan Akins,1,2,17,17.0,17,0,0,0,0,0,0,1,2.7,2.7,0.1%,CLE,1,2019
40,Maxx Williams,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,1,2019
41,Jesse James,1,1,15,15.0,15,0,0,0,0,0,0,1,2.5,2.5,0.0%,FA,1,2019
42,Will Dissly,1,2,12,12.0,12,0,0,0,0,0,0,1,2.2,2.2,0.6%,LAC,1,2019
43,Eric Ebron,1,3,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,1,2019
44,Jeremy Sprinkle,1,1,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,1,2019
45,Rhett Ellison,1,2,8,8.0,8,0,0,0,0,0,0,1,1.8,1.8,0.0%,FA,1,2019
46,Blake Bell,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.0%,FA,1,2019
47,Gerald Everett,1,1,7,7.0,7,0,0,0,0,0,0,1,1.7,1.7,0.8%,CHI,1,2019
48,Adam Shaheen,1,2,6,6.0,6,0,0,0,0,0,0,1,1.6,1.6,0.0%,FA,1,2019
49,Charles Clay,1,1,5,5.0,5,0,0,0,0,0,0,1,1.5,1.5,0.0%,FA,1,2019
50,Virgil Green,1,1,4,4.0,4,0,0,0,0,0,0,1,1.4,1.4,0.0%,FA,1,2019
51,Mo Alie-Cox,1,1,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.1%,IND,1,2019
52,Ryan Izzo,1,2,3,3.0,3,0,0,0,0,0,0,1,1.3,1.3,0.0%,FA,1,2019
53,Dawson Knox,1,2,1,1.0,1,0,0,0,0,0,0,1,1.1,1.1,3.6%,BUF,1,2019
54,Josh Hill,1,1,-2,-2.0,0,0,0,0,0,0,0,1,0.8,0.8,0.0%,FA,1,2019
55,Matt Orzech,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,1,2019
56,Andrew Beck,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,GB,1,2019
57,Drew Sample,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,CIN,1,2019
58,Trevon Wesco,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
59,Irv Smith Jr.,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,FA,1,2019
60,Deon Yelder,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
61,Brandon Dillon,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
62,Derek Carrier,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
63,Garrett Celek,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
64,Logan Paulsen,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
65,Kyle Rudolph,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
66,Luke Stocker,0,1,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
67,Lee Smith,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
68,Xavier Grimble,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
69,Trey Burton,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
70,Richard Rodgers,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
71,Erik Swoope,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
72,Jordan Reed,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,19.0%,FA,1,2019
73,Dion Sims,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
74,Levine Toilolo,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,1,2019
