Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tyler Higbee,8,12,84,10.5,22,1,1,0,0,0,0,1,22.4,22.4,1.3%,LAR,18,2019
2,Kaden Smith,8,11,98,12.3,25,1,0,0,0,0,0,1,17.8,17.8,0.0%,FA,18,2019
3,Dan Arnold,4,6,76,19.0,37,2,1,0,0,0,0,1,17.6,17.6,0.0%,FA,18,2019
4,Darren Waller,6,10,107,17.8,75,1,0,0,0,0,0,1,16.7,16.7,2.9%,FA,18,2019
5,George Kittle,7,7,86,12.3,26,1,0,1,7,0,0,1,16.3,16.3,99.1%,SF,18,2019
6,Hunter Henry,5,6,42,8.4,19,0,1,0,0,0,0,1,15.2,15.2,19.0%,NE,18,2019
7,Joshua Perkins,4,6,50,12.5,24,1,1,0,0,0,0,1,15.0,15.0,0.0%,FA,18,2019
8,C.J. Uzomah,5,6,25,5.0,15,0,1,0,0,0,0,1,13.5,13.5,0.0%,FA,18,2019
9,Mike Gesicki,4,7,34,8.5,14,0,1,0,0,0,0,1,13.4,13.4,3.0%,CIN,18,2019
10,Tommy Sweeney,5,5,76,15.2,22,2,0,0,0,0,0,1,12.6,12.6,0.0%,FA,18,2019
11,Jared Cook,2,2,44,22.0,23,2,1,0,0,0,0,1,12.4,12.4,0.0%,FA,18,2019
12,Austin Hooper,7,9,45,6.4,12,0,0,0,0,0,0,1,11.5,11.5,0.2%,NE,18,2019
13,Dallas Goedert,4,10,65,16.3,28,1,0,0,0,0,0,1,10.5,10.5,86.6%,PHI,18,2019
14,Jordan Akins,5,7,54,10.8,20,1,0,0,0,0,0,1,10.4,10.4,0.1%,CLE,18,2019
15,Hale Hentges,4,7,62,15.5,24,1,0,0,0,0,0,1,10.2,10.2,0.0%,FA,18,2019
16,MyCole Pruitt,2,2,13,6.5,12,0,1,0,0,0,0,1,9.3,9.3,0.0%,PIT,18,2019
17,Jimmy Graham,4,7,49,12.3,20,1,0,0,0,0,0,1,8.9,8.9,0.0%,FA,18,2019
18,Andrew Beck,2,2,8,4.0,7,0,1,0,0,0,0,1,8.8,8.8,0.0%,GB,18,2019
19,Cameron Brate,1,3,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,2.0%,FA,18,2019
20,Josh Hill,3,5,35,11.7,16,0,0,0,0,0,0,1,6.5,6.5,0.0%,FA,18,2019
21,Jacob Hollister,4,8,25,6.3,9,0,0,0,0,0,0,1,6.5,6.5,0.0%,FA,18,2019
