Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Austin Hooper,9,11,130,14.4,28,2,0,0,0,0,0,1,22.0,22.0,0.2%,NE,4,2019
2,Will Dissly,7,8,57,8.1,17,0,1,0,0,0,0,1,18.7,18.7,0.6%,LAC,4,2019
3,Jimmy Graham,6,9,61,10.2,15,0,1,0,0,0,0,1,18.1,18.1,0.0%,FA,4,2019
4,Ricky Seals-Jones,3,3,82,27.3,59,1,1,0,0,0,0,1,17.2,17.2,0.0%,FA,4,2019
5,Travis Kelce,7,8,85,12.1,18,0,0,0,0,0,0,1,15.5,15.5,100.0%,KC,4,2019
6,Gerald Everett,5,8,44,8.8,15,0,1,0,0,0,0,1,15.4,15.4,0.8%,CHI,4,2019
7,Zach Ertz,7,8,65,9.3,14,0,0,0,0,0,0,1,13.5,13.5,3.1%,WAS,4,2019
8,Mark Andrews,4,8,31,7.8,11,0,1,0,0,0,0,1,13.1,13.1,99.8%,BAL,4,2019
9,Cameron Brate,3,3,36,12.0,13,0,1,0,0,0,0,1,12.6,12.6,2.0%,FA,4,2019
10,Darren Waller,7,8,53,7.6,17,0,0,0,0,0,0,1,12.3,12.3,2.9%,FA,4,2019
11,Jack Doyle,4,8,22,5.5,8,0,1,0,0,0,0,1,12.2,12.2,2.0%,FA,4,2019
12,Foster Moreau,3,3,30,10.0,18,0,1,0,0,0,0,1,12.0,12.0,0.0%,NO,4,2019
13,Eric Ebron,1,5,48,48.0,48,1,1,0,0,0,0,1,11.8,11.8,0.0%,FA,4,2019
14,T.J. Hockenson,3,3,27,9.0,13,0,1,0,0,0,0,1,11.7,11.7,76.0%,MIN,4,2019
15,Noah Fant,2,4,31,15.5,25,1,1,0,0,0,0,1,11.1,11.1,19.4%,SEA,4,2019
16,Dallas Goedert,2,3,16,8.0,13,0,1,0,0,0,0,1,9.6,9.6,86.6%,PHI,4,2019
17,Evan Engram,4,7,54,13.5,31,1,0,0,0,0,0,1,9.4,9.4,97.1%,JAC,4,2019
18,James O'Shaughnessy,1,4,18,18.0,18,0,1,0,0,0,0,1,8.8,8.8,0.0%,FA,4,2019
