Rank,Player,REC,TGT,YDS,Y/R,LG,20+,TD,ATT,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Darren Waller,13,14,134,10.3,30,1,0,1,7,0,0,1,27.1,27.1,2.9%,FA,3,2019
2,Greg Olsen,6,7,75,12.5,20,1,2,0,0,0,0,1,25.5,25.5,7.0%,FA,3,2019
3,Austin Hooper,6,7,66,11.0,20,1,2,0,0,0,0,1,24.6,24.6,0.2%,NE,3,2019
4,Evan Engram,6,8,113,18.8,75,1,1,0,0,0,0,1,23.3,23.3,97.1%,JAC,3,2019
5,Jordan Akins,3,5,73,24.3,53,1,2,0,0,0,0,1,22.3,22.3,0.1%,CLE,3,2019
6,Will Dissly,6,7,62,10.3,25,1,1,0,0,0,0,1,18.2,18.2,0.6%,LAC,3,2019
7,Dawson Knox,3,4,67,22.3,49,1,1,1,9,0,0,1,16.6,16.6,3.6%,BUF,3,2019
8,Darren Fells,5,6,49,9.8,16,0,1,0,0,0,0,1,15.9,15.9,0.0%,FA,3,2019
9,Travis Kelce,7,8,89,12.7,21,2,0,0,0,0,0,1,15.9,15.9,100.0%,KC,3,2019
10,Delanie Walker,7,9,64,9.1,29,1,0,0,0,0,0,1,13.4,13.4,0.1%,FA,3,2019
11,George Kittle,6,8,57,9.5,12,0,0,0,0,0,0,1,11.7,11.7,99.1%,SF,3,2019
12,Zach Ertz,4,7,64,16.0,23,2,0,0,0,0,0,1,10.4,10.4,3.1%,WAS,3,2019
13,Nick Boyle,4,5,58,14.5,23,1,0,0,0,0,0,1,9.8,9.8,0.0%,FA,3,2019
14,James O'Shaughnessy,2,3,18,9.0,11,0,1,0,0,0,0,1,9.8,9.8,0.0%,FA,3,2019
15,O.J. Howard,3,4,66,22.0,30,1,0,0,0,0,0,1,9.6,9.6,0.0%,FA,3,2019
16,Irv Smith Jr.,3,3,60,20.0,26,2,0,0,0,0,0,1,9.0,9.0,0.1%,FA,3,2019
17,Jack Doyle,4,4,46,11.5,14,0,0,0,0,0,0,1,8.6,8.6,2.0%,FA,3,2019
18,Jason Witten,3,4,54,18.0,33,1,0,0,0,0,0,1,8.4,8.4,0.0%,FA,3,2019
19,Eric Ebron,3,4,47,15.7,30,1,0,0,0,0,0,1,7.7,7.7,0.0%,FA,3,2019
20,Demetrius Harris,1,2,2,2.0,2,0,1,0,0,0,0,1,7.2,7.2,0.0%,FA,3,2019
21,Trey Burton,4,4,20,5.0,11,0,0,0,0,0,0,1,6.0,6.0,0.0%,FA,3,2019
22,Ryan Izzo,1,1,41,41.0,41,1,0,0,0,0,0,1,5.1,5.1,0.0%,FA,3,2019
23,Vernon Davis,2,4,30,15.0,15,0,0,0,0,0,0,1,5.0,5.0,1.6%,FA,3,2019
24,Noah Fant,3,3,37,12.3,17,0,0,0,0,0,1,1,4.7,4.7,19.4%,SEA,3,2019
25,Mo Alie-Cox,2,2,25,12.5,16,0,0,0,0,0,0,1,4.5,4.5,0.1%,IND,3,2019
26,Mark Andrews,3,7,15,5.0,5,0,0,0,0,0,0,1,4.5,4.5,99.8%,BAL,3,2019
27,Luke Stocker,3,4,12,4.0,5,0,0,0,0,0,0,1,4.2,4.2,0.0%,FA,3,2019
28,Jonnu Smith,2,3,20,10.0,20,1,0,0,0,0,0,1,4.0,4.0,5.5%,MIA,3,2019
29,Jeff Heuerman,2,2,20,10.0,10,0,0,0,0,0,0,1,4.0,4.0,0.0%,FA,3,2019
30,Jeremy Sprinkle,2,4,19,9.5,11,0,0,0,0,0,0,1,3.9,3.9,0.0%,FA,3,2019
31,Mike Gesicki,3,3,9,3.0,5,0,0,0,0,0,0,1,3.9,3.9,3.0%,CIN,3,2019
32,Gerald Everett,2,2,15,7.5,11,0,0,0,0,0,0,1,3.5,3.5,0.8%,CHI,3,2019
33,Hayden Hurst,2,5,14,7.0,11,0,0,0,0,0,0,1,3.4,3.4,2.2%,LAC,3,2019
34,Nick O'Leary,1,1,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,FA,3,2019
35,Marcedes Lewis,1,2,19,19.0,19,0,0,0,0,0,0,1,2.9,2.9,0.0%,CHI,3,2019
