Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
21,Jarrett Stidham,20,32,62.5,224,7.0,1,0,2,6,6,0,0,1,13.6,13.6,0.1%,DEN,17,2023
22,Gardner Minshew II,15,23,65.2,224,9.7,1,0,1,2,3,0,0,1,13.3,13.3,3.9%,LV,17,2023
23,C.J. Stroud,24,32,75.0,213,6.7,1,0,1,1,4,0,0,1,12.9,12.9,99.3%,HOU,17,2023
24,Jared Goff,19,34,55.9,271,8.0,1,2,1,0,0,0,0,1,12.8,12.8,73.4%,DET,17,2023
25,Patrick Mahomes II,21,29,72.4,245,8.4,1,0,2,4,2,0,1,1,12.0,12.0,99.9%,KC,17,2023
26,Easton Stick,24,38,63.2,220,5.8,0,0,1,5,31,0,0,1,11.9,11.9,0.0%,LAC,17,2023
27,Mason Rudolph,18,24,75.0,274,11.4,0,0,1,6,5,0,0,1,11.5,11.5,0.1%,TEN,17,2023
28,C.J. Beathard,17,24,70.8,178,7.4,0,0,3,3,24,0,0,1,9.5,9.5,0.0%,FA,17,2023
29,Nick Mullens,13,22,59.1,113,5.1,1,0,1,1,6,0,0,1,9.1,9.1,0.1%,MIN,17,2023
30,Sam Howell,17,28,60.7,169,6.0,1,2,1,1,-1,0,0,1,8.7,8.7,0.7%,SEA,17,2023
31,Ryan Tannehill,16,20,80.0,168,8.4,0,0,5,0,0,0,0,1,6.7,6.7,0.1%,FA,17,2023
32,Tyler Huntley,1,1,100.0,19,19.0,1,0,0,1,-1,0,0,1,4.7,4.7,0.0%,BAL,17,2023
33,Bryce Young,19,32,59.4,112,3.5,0,1,6,1,2,0,0,1,3.7,3.7,10.1%,CAR,17,2023
34,Sean Clifford,1,1,100.0,37,37.0,0,0,0,2,-2,0,0,1,1.3,1.3,0.1%,GB,17,2023
35,Jaren Hall,5,10,50.0,67,6.7,0,1,3,2,4,0,1,1,0.1,0.1,0.0%,FA,17,2023
36,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.2%,NYJ,17,2023
37,Kenny Pickett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,PHI,17,2023
38,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.1%,HOU,17,2023
39,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89.2%,WAS,17,2023
40,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.7%,DEN,17,2023
41,Zach Wilson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,DEN,17,2023
42,Trevor Lawrence,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,66.9%,JAC,17,2023
43,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,17,2023
44,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,17,2023
45,Joe Burrow,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.2%,CIN,17,2023
46,Jake Fromm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,17,2023
47,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,17,2023
48,Jake Luton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,17,2023
49,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,17,2023
50,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,DAL,17,2023
51,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,17,2023
52,Mac Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,JAC,17,2023
53,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TB,17,2023
54,Clayton Tune,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ARI,17,2023
55,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,17,2023
56,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CHI,17,2023
57,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYJ,17,2023
58,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,17,2023
59,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,17,2023
60,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,17,2023
61,Tommy DeVito,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYG,17,2023
62,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,17,2023
63,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,17,2023
64,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,17,2023
65,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,17,2023
66,Carter Bradley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,17,2023
67,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,17,2023
68,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,17,2023
69,Caleb Williams,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,87.6%,CHI,17,2023
70,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,ATL,17,2023
71,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,17,2023
72,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,MIN,17,2023
73,Spencer Rattler,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3%,NO,17,2023
74,Adrian Martinez,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,17,2023
75,Drake Maye,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,4.9%,NE,17,2023
76,Hendon Hooker,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,DET,17,2023
77,Sam Hartman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,17,2023
78,Anthony Richardson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,98.3%,IND,17,2023
79,Malik Willis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,17,2023
80,Stetson Bennett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,LAR,17,2023
81,Skylar Thompson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,MIA,17,2023
82,Andy Dalton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CAR,17,2023
83,Ben Chappell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,17,2023
84,Adam Froman,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ATL,17,2023
85,Hunter Cantwell,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,17,2023
86,Erik Ainge,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NYJ,17,2023
87,Kirk Cousins,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,64.2%,ATL,17,2023
88,Russell Wilson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,6.9%,PIT,17,2023
89,Case Keenum,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,17,2023
90,Josh Johnson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BAL,17,2023
91,Taysom Hill,1,2,50.0,11,5.5,0,0,0,2,1,0,0,1,0.0,0.0,45.9%,NO,17,2023
92,Logan Woodside,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CIN,17,2023
93,Deshaun Watson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,38.9%,CLE,17,2023
94,Mitchell Trubisky,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,BUF,17,2023
95,Joshua Dobbs,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,SF,17,2023
96,Cooper Rush,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,DAL,17,2023
97,Justin Herbert,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,65.1%,LAC,17,2023
98,Brett Rypien,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIN,17,2023
99,Will Grier,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,17,2023
100,Daniel Jones,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,7.4%,NYG,17,2023
101,Tim Boyle,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,MIA,17,2023
102,Drew Lock,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYG,17,2023
103,John Wolford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,17,2023
104,Marcus Mariota,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,WAS,17,2023
105,Jameis Winston,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.6%,CLE,17,2023
106,Jimmy Garoppolo,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,LAR,17,2023
107,Brett Smith,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,17,2023
108,Carson Wentz,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,KC,17,2023
109,Jeff Driskel,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,WAS,17,2023
110,Jacoby Brissett,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.9%,NE,17,2023
111,Brandon Allen,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,17,2023
112,Kyle Allen,0,0,0.0,0,0.0,0,0,0,2,-2,0,0,1,-0.2,-0.2,0.0%,PIT,17,2023
113,Sam Darnold,0,0,0.0,0,0.0,0,0,1,2,-2,0,0,1,-0.2,-0.2,6.3%,MIN,17,2023
114,Desmond Ridder,3,4,75.0,17,4.3,0,1,0,0,0,0,0,1,-0.3,-0.3,0.1%,ARI,17,2023
115,Matt Barkley,0,0,0.0,0,0.0,0,0,0,3,-3,0,0,1,-0.3,-0.3,0.0%,FA,17,2023
116,Will Levis,2,6,33.3,16,2.7,0,0,1,0,0,0,1,1,-1.4,-1.4,13.7%,TEN,17,2023
117,Mike White,0,0,0.0,0,0.0,0,0,0,1,0,0,1,1,-2.0,-2.0,0.1%,BUF,17,2023
