Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Tua Tagovailoa,28,45,62.2,466,10.4,3,1,0,5,5,0,1,1,28.1,28.1,80.1%,MIA,1,2023
2,Mac Jones,35,54,64.8,316,5.9,3,1,2,2,15,0,0,1,25.1,25.1,0.1%,JAC,1,2023
3,Jordan Love,15,27,55.6,245,9.1,3,0,1,3,12,0,0,1,23.0,23.0,95.3%,GB,1,2023
4,Anthony Richardson,24,37,64.9,223,6.0,1,1,4,10,40,1,0,1,21.9,21.9,98.3%,IND,1,2023
5,Deshaun Watson,16,29,55.2,154,5.3,1,1,3,5,45,1,0,1,21.7,21.7,38.9%,CLE,1,2023
6,Justin Herbert,23,33,69.7,229,6.9,1,0,3,5,17,1,0,1,20.9,20.9,65.1%,LAC,1,2023
7,Patrick Mahomes II,21,39,53.8,226,5.8,2,1,0,6,45,0,0,1,20.5,20.5,99.9%,KC,1,2023
8,Trevor Lawrence,24,32,75.0,241,7.5,2,1,2,7,21,0,0,1,18.7,18.7,66.9%,JAC,1,2023
9,Kirk Cousins,33,44,75.0,344,7.8,2,1,2,3,7,0,2,1,17.5,17.5,64.2%,ATL,1,2023
10,Brock Purdy,19,29,65.5,220,7.6,2,0,3,3,20,0,1,1,16.8,16.8,92.4%,SF,1,2023
11,Sam Howell,19,31,61.3,202,6.5,1,1,6,2,11,1,1,1,16.2,16.2,0.7%,SEA,1,2023
12,Jimmy Garoppolo,20,26,76.9,200,7.7,2,1,0,9,11,0,0,1,16.1,16.1,0.1%,LAR,1,2023
13,Baker Mayfield,21,34,61.8,173,5.1,2,0,1,8,11,0,0,1,16.0,16.0,31.7%,TB,1,2023
14,Derek Carr,23,33,69.7,305,9.2,1,1,4,3,4,0,0,1,15.6,15.6,7.1%,NO,1,2023
15,Justin Fields,24,37,64.9,216,5.8,1,1,4,9,59,0,1,1,15.5,15.5,6.0%,PIT,1,2023
16,Russell Wilson,27,34,79.4,177,5.2,2,0,2,1,1,0,0,1,15.2,15.2,6.9%,PIT,1,2023
17,Matthew Stafford,24,38,63.2,334,8.8,0,0,0,3,11,0,0,1,14.5,14.5,49.9%,LAR,1,2023
18,Jared Goff,22,35,62.9,253,7.2,1,0,1,5,-1,0,0,1,14.0,14.0,73.4%,DET,1,2023
19,Jalen Hurts,22,33,66.7,170,5.2,1,0,3,9,37,0,1,1,12.5,12.5,99.9%,PHI,1,2023
20,Josh Allen,29,41,70.7,236,5.8,1,3,5,6,36,0,1,1,12.0,12.0,100.0%,BUF,1,2023
21,Kenny Pickett,31,46,67.4,232,5.0,1,2,5,1,4,0,0,1,11.7,11.7,0.2%,PHI,1,2023
22,C.J. Stroud,28,44,63.6,242,5.5,0,0,5,4,20,0,1,1,10.7,10.7,99.3%,HOU,1,2023
23,Bryce Young,20,38,52.6,146,3.8,1,2,2,3,17,0,0,1,9.5,9.5,10.1%,CAR,1,2023
24,Zach Wilson,14,21,66.7,140,6.7,1,1,2,4,6,0,0,1,9.2,9.2,0.1%,DEN,1,2023
25,Geno Smith,16,26,61.5,112,4.3,1,0,2,1,6,0,0,1,9.1,9.1,21.9%,SEA,1,2023
26,Desmond Ridder,15,18,83.3,115,6.4,1,0,4,1,-1,0,0,1,8.9,8.9,0.1%,ARI,1,2023
27,Lamar Jackson,17,22,77.3,169,7.7,0,1,4,6,38,0,1,1,7.6,7.6,99.9%,BAL,1,2023
28,Daniel Jones,15,28,53.6,104,3.7,0,2,7,13,43,0,0,1,6.5,6.5,7.4%,NYG,1,2023
29,Dak Prescott,13,24,54.2,143,6.0,0,0,0,1,6,0,0,1,6.3,6.3,96.3%,DAL,1,2023
30,Ryan Tannehill,16,34,47.1,198,5.8,0,3,3,3,5,0,0,1,5.4,5.4,0.1%,FA,1,2023
31,Joe Burrow,14,31,45.2,82,2.6,0,0,2,1,-1,0,0,1,3.2,3.2,98.2%,CIN,1,2023
32,Joshua Dobbs,21,30,70.0,132,4.4,0,0,3,3,-3,0,2,1,1.0,1.0,0.2%,SF,1,2023
33,Tyrod Taylor,2,2,100.0,6,3.0,0,0,0,0,0,0,0,1,0.2,0.2,0.2%,NYJ,1,2023
34,Aaron Rodgers,0,1,0.0,0,0.0,0,0,1,0,0,0,0,1,0.0,0.0,72.2%,NYJ,1,2023
35,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89.2%,WAS,1,2023
36,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.7%,DEN,1,2023
37,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,1,2023
38,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,1,2023
39,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,1,2023
40,Sean Clifford,0,0,0.0,0,0.0,0,0,0,1,0,0,0,1,0.0,0.0,0.1%,GB,1,2023
41,Jake Fromm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,1,2023
42,Tyler Huntley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,1,2023
43,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,1,2023
44,Jake Luton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,1,2023
45,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,1,2023
46,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,DAL,1,2023
47,Dorian Thompson-Robinson,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CLE,1,2023
48,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,ATL,1,2023
49,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TB,1,2023
50,Clayton Tune,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,ARI,1,2023
51,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,1,2023
52,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CHI,1,2023
53,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYJ,1,2023
54,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,1,2023
55,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,1,2023
56,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,1,2023
57,Tommy DeVito,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYG,1,2023
58,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,1,2023
