Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Trevor Lawrence,24,32,75.0,262,8.2,2,0,1,5,17,2,0,1,32.2,32.2,66.9%,JAC,11,2023
2,Brock Purdy,21,25,84.0,333,13.3,3,0,4,4,14,0,0,1,26.7,26.7,92.4%,SF,11,2023
3,Justin Herbert,21,36,58.3,260,7.2,2,0,2,8,73,0,0,1,25.7,25.7,65.1%,LAC,11,2023
4,Lamar Jackson,16,26,61.5,264,10.2,2,0,3,9,54,0,0,1,24.0,24.0,99.9%,BAL,11,2023
5,Josh Allen,20,32,62.5,275,8.6,3,1,1,5,15,0,0,1,23.5,23.5,100.0%,BUF,11,2023
6,Kyler Murray,20,30,66.7,214,7.1,1,1,3,7,51,1,0,1,22.7,22.7,94.7%,ARI,11,2023
7,Tommy DeVito,18,26,69.2,246,9.5,3,0,9,1,7,0,0,1,22.5,22.5,0.1%,NYG,11,2023
8,Justin Fields,16,23,69.6,169,7.3,1,0,2,18,104,0,0,1,21.2,21.2,6.0%,PIT,11,2023
9,Jordan Love,27,40,67.5,322,8.1,2,0,3,3,0,0,0,1,20.9,20.9,95.3%,GB,11,2023
10,Sam Howell,31,45,68.9,256,5.7,1,3,4,3,35,1,0,1,20.7,20.7,0.7%,SEA,11,2023
11,Jalen Hurts,14,22,63.6,150,6.8,0,1,5,12,29,2,0,1,19.9,19.9,99.9%,PHI,11,2023
12,Tua Tagovailoa,28,39,71.8,325,8.3,2,1,1,2,6,0,1,1,18.6,18.6,80.1%,MIA,11,2023
13,C.J. Stroud,27,37,73.0,336,9.1,2,3,3,1,-1,0,0,1,18.3,18.3,99.3%,HOU,11,2023
14,Patrick Mahomes II,24,43,55.8,177,4.1,2,1,1,6,38,0,0,1,17.9,17.9,99.9%,KC,11,2023
15,Joshua Dobbs,20,32,62.5,221,6.9,1,1,2,8,21,1,1,1,17.9,17.9,0.2%,SF,11,2023
16,Jared Goff,23,35,65.7,236,6.7,2,3,2,2,3,0,0,1,16.7,16.7,73.4%,DET,11,2023
17,Dak Prescott,25,38,65.8,189,5.0,2,0,0,2,6,0,0,1,16.2,16.2,96.3%,DAL,11,2023
18,Russell Wilson,27,35,77.1,259,7.4,1,0,2,2,1,0,0,1,14.5,14.5,6.9%,PIT,11,2023
19,Geno Smith,22,34,64.7,233,6.9,1,0,2,1,-1,0,0,1,13.2,13.2,21.9%,SEA,11,2023
20,Will Levis,13,17,76.5,158,9.3,2,0,2,4,2,0,1,1,12.5,12.5,13.7%,TEN,11,2023
21,Aidan O'Connell,24,41,58.5,271,6.6,1,3,2,1,3,0,0,1,12.1,12.1,0.8%,LV,11,2023
22,Baker Mayfield,29,45,64.4,246,5.5,1,1,4,3,5,0,1,1,11.3,11.3,31.7%,TB,11,2023
23,Matthew Stafford,17,31,54.8,190,6.1,1,1,1,2,1,0,0,1,10.7,10.7,49.9%,LAR,11,2023
24,Jake Browning,8,14,57.1,68,4.9,1,0,3,4,40,0,0,1,10.7,10.7,0.2%,CIN,11,2023
25,Joe Burrow,11,17,64.7,101,5.9,1,0,2,1,7,0,0,1,8.7,8.7,98.2%,CIN,11,2023
26,Zach Wilson,7,15,46.7,81,5.4,1,1,5,4,15,0,0,1,7.7,7.7,0.1%,DEN,11,2023
27,Dorian Thompson-Robinson,24,43,55.8,165,3.8,0,1,1,3,20,0,0,1,7.6,7.6,0.0%,CLE,11,2023
28,Bryce Young,16,29,55.2,123,4.2,1,1,7,2,3,0,1,1,6.2,6.2,10.1%,CAR,11,2023
29,Kenny Pickett,15,28,53.6,106,3.8,0,0,3,4,9,0,0,1,5.1,5.1,0.2%,PHI,11,2023
30,Tim Boyle,7,14,50.0,33,2.4,0,1,1,1,1,0,0,1,0.4,0.4,0.0%,MIA,11,2023
31,Cooper Rush,2,3,66.7,15,5.0,0,0,0,3,-3,0,0,1,0.3,0.3,0.1%,DAL,11,2023
32,Davis Mills,1,1,100.0,2,2.0,0,0,0,0,0,0,0,1,0.1,0.1,0.1%,HOU,11,2023
33,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.2%,NYJ,11,2023
34,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89.2%,WAS,11,2023
35,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.7%,DEN,11,2023
36,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,11,2023
37,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,11,2023
38,Jacob Eason,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0%,FA,11,2023
39,Jake Fromm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,11,2023
