Rank,Player,CMP,ATT,PCT,YDS,Y/A,TD,INT,SACKS,ATT.1,YDS.1,TD.1,FL,G,FPTS,FPTS/G,ROST,Team,Week,Year
1,Josh Allen,21,25,84.0,320,12.8,4,0,2,4,17,1,0,1,36.5,36.5,100.0%,BUF,4,2023
2,Anthony Richardson,11,25,44.0,200,8.0,2,0,2,10,56,1,1,1,29.6,29.6,98.3%,IND,4,2023
3,Justin Fields,28,35,80.0,335,9.6,4,1,4,4,25,0,1,1,28.9,28.9,6.0%,PIT,4,2023
4,Lamar Jackson,15,19,78.9,186,9.8,2,0,3,9,27,2,1,1,28.1,28.1,99.9%,BAL,4,2023
5,Justin Herbert,13,24,54.2,167,7.0,1,1,2,12,27,2,0,1,24.4,24.4,65.1%,LAC,4,2023
6,Jalen Hurts,25,37,67.6,319,8.6,2,0,3,9,34,0,0,1,24.2,24.2,99.9%,PHI,4,2023
7,Baker Mayfield,25,32,78.1,246,7.7,3,1,1,8,31,0,0,1,23.9,23.9,31.7%,TB,4,2023
8,Joshua Dobbs,28,41,68.3,265,6.5,2,0,1,12,48,0,0,1,23.4,23.4,0.2%,SF,4,2023
9,Russell Wilson,21,28,75.0,223,8.0,3,0,1,4,13,0,0,1,22.2,22.2,6.9%,PIT,4,2023
10,C.J. Stroud,16,30,53.3,306,10.2,2,0,0,4,16,0,0,1,21.8,21.8,99.3%,HOU,4,2023
11,Brock Purdy,20,21,95.2,283,13.5,1,0,1,2,0,1,0,1,21.3,21.3,92.4%,SF,4,2023
12,Jordan Love,23,36,63.9,246,6.8,1,2,5,2,-2,1,0,1,19.6,19.6,95.3%,GB,4,2023
13,Sam Howell,29,41,70.7,290,7.1,1,0,5,6,40,0,0,1,19.6,19.6,0.7%,SEA,4,2023
14,Zach Wilson,28,39,71.8,245,6.3,2,0,2,2,14,0,1,1,19.2,19.2,0.1%,DEN,4,2023
15,Matthew Stafford,27,40,67.5,319,8.0,1,1,2,2,14,0,0,1,17.2,17.2,49.9%,LAR,4,2023
16,Trevor Lawrence,23,30,76.7,207,6.9,1,0,2,8,42,0,0,1,16.5,16.5,66.9%,JAC,4,2023
17,Patrick Mahomes II,18,30,60.0,203,6.8,1,2,1,7,51,0,0,1,15.2,15.2,99.9%,KC,4,2023
18,Tua Tagovailoa,25,35,71.4,282,8.1,1,1,4,2,7,0,0,1,15.0,15.0,80.1%,MIA,4,2023
19,Dak Prescott,28,34,82.4,261,7.7,1,0,3,1,-1,0,0,1,14.3,14.3,96.3%,DAL,4,2023
20,Ryan Tannehill,18,25,72.0,240,9.6,1,1,3,6,11,0,0,1,13.7,13.7,0.1%,FA,4,2023
21,Jared Goff,19,28,67.9,210,7.5,1,1,2,2,10,0,0,1,12.4,12.4,73.4%,DET,4,2023
22,Kirk Cousins,12,19,63.2,139,7.3,2,2,2,1,0,0,0,1,11.6,11.6,64.2%,ATL,4,2023
23,Aidan O'Connell,24,39,61.5,238,6.1,0,1,7,3,3,1,2,1,10.8,10.8,0.8%,LV,4,2023
24,Daniel Jones,27,34,79.4,203,6.0,0,2,10,10,66,0,1,1,10.7,10.7,7.4%,NYG,4,2023
25,Geno Smith,13,20,65.0,110,5.5,1,0,2,0,0,0,0,1,9.2,9.2,21.9%,SEA,4,2023
26,Desmond Ridder,19,31,61.3,191,6.2,1,2,4,1,6,0,1,1,8.2,8.2,0.1%,ARI,4,2023
27,Bryce Young,25,32,78.1,204,6.4,0,0,5,2,10,0,1,1,7.2,7.2,10.1%,CAR,4,2023
28,Joe Burrow,20,30,66.7,165,5.5,0,0,3,3,1,0,1,1,4.7,4.7,98.2%,CIN,4,2023
29,Kenny Pickett,15,23,65.2,114,5.0,0,1,3,2,9,0,0,1,4.5,4.5,0.2%,PHI,4,2023
30,Dorian Thompson-Robinson,19,36,52.8,121,3.4,0,3,4,4,24,0,0,1,4.2,4.2,0.0%,CLE,4,2023
31,Drew Lock,2,6,33.3,63,10.5,0,0,0,1,11,0,0,1,3.6,3.6,0.1%,NYG,4,2023
32,Derek Carr,23,37,62.2,127,3.4,0,0,2,2,1,0,1,1,3.2,3.2,7.1%,NO,4,2023
33,Mac Jones,12,21,57.1,150,7.1,0,2,1,3,7,0,1,1,2.7,2.7,0.1%,JAC,4,2023
34,Bailey Zappe,4,9,44.4,57,6.3,0,0,1,0,0,0,0,1,2.3,2.3,0.0%,KC,4,2023
35,Tyler Huntley,0,0,0.0,0,0.0,0,0,0,2,8,0,0,1,0.8,0.8,0.0%,BAL,4,2023
36,Mitchell Trubisky,3,5,60.0,18,3.6,0,0,0,0,0,0,0,1,0.7,0.7,0.1%,BUF,4,2023
37,Cooper Rush,2,2,100.0,20,10.0,0,0,0,3,-2,0,0,1,0.6,0.6,0.1%,DAL,4,2023
38,Aaron Rodgers,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,72.2%,NYJ,4,2023
39,Jayden Daniels,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,89.2%,WAS,4,2023
40,Bo Nix,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,15.7%,DEN,4,2023
41,Davis Mills,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,HOU,4,2023
42,Kyle Trask,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,TB,4,2023
43,Sam Ehlinger,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,4,2023
44,Sean Clifford,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,GB,4,2023
45,Jake Fromm,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,DET,4,2023
46,Shane Buechele,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BUF,4,2023
47,Jake Luton,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
48,Feleipe Franks,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
49,Trey Lance,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,DAL,4,2023
50,Michael Penix Jr.,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.7%,ATL,4,2023
51,Michael Pratt,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,TB,4,2023
52,Clayton Tune,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,ARI,4,2023
53,Tanner Mordecai,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,SF,4,2023
54,Tyson Bagent,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,CHI,4,2023
55,Jordan Travis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYJ,4,2023
56,Devin Leary,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,4,2023
57,Jake Haener,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,NO,4,2023
58,Tanner McKee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,PHI,4,2023
59,Tommy DeVito,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1%,NYG,4,2023
60,John Rhys Plumlee,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,JAC,4,2023
61,Jack Plummer,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CAR,4,2023
62,Jason Bean,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,IND,4,2023
63,Joe Milton III,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2%,NE,4,2023
64,Carter Bradley,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,LV,4,2023
65,Austin Reed,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,CHI,4,2023
66,Kedon Slovis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,HOU,4,2023
67,J.J. McCarthy,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.8%,MIN,4,2023
68,Will Levis,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,13.7%,TEN,4,2023
69,Malik Cunningham,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0%,BAL,4,2023
